reviewID,sentenceID,review,category,polarity
130,130:10,So buyer beware when buying Toshiba,COMPANY#GENERAL,negative
52,52:2,"They are wonderful, but very dangerous when it comes to emitting heat.",LAPTOP#GENERAL,positive
52,52:3,"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",LAPTOP#QUALITY,negative
52,52:4,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",SUPPORT#QUALITY,negative
52,52:9,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",COMPANY#GENERAL,negative
52,52:10,"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",COMPANY#GENERAL,negative
52,52:11,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",COMPANY#GENERAL,negative
235,235:1,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP#DESIGN_FEATURES,neutral
235,235:2,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,HARD_DISC#QUALITY,negative
235,235:3,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",SUPPORT#QUALITY,positive
235,235:5,"Also the speakers are not very loud, But it is a netbook.",MULTIMEDIA_DEVICES#QUALITY,neutral
235,235:6,Would HIGHLY recommend this netbook though.,LAPTOP#GENERAL,positive
49,49:1,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,SUPPORT#QUALITY,negative
49,49:4,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,SHIPPING#QUALITY,negative
49,49:5,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",LAPTOP#QUALITY,negative
49,49:6,"Although my model was listed as recalled, HP denied my claim.",SUPPORT#QUALITY,negative
53,53:0,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",LAPTOP#GENERAL,negative
53,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",SOFTWARE#GENERAL,negative
53,53:2,If you shop around in the current market you can find a much better deal.,LAPTOP#GENERAL,negative
53,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SUPPORT#QUALITY,positive
60,60:0,Unable to boot up this brand new laptop.,LAPTOP#QUALITY,negative
60,60:1,Spent 2 hours on phone with HP Technical Support.,SUPPORT#QUALITY,negative
60,60:2,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",SUPPORT#QUALITY,negative
60,60:3,They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY,neutral
60,60:4,I am going to go back and return at Store I bought from!,LAPTOP#GENERAL,negative
89,89:0,This computer had exactly the specifications I needed.,LAPTOP#DESIGN_FEATURES,positive
89,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#DESIGN_FEATURES,positive
89,89:2,The perfect notebook...,LAPTOP#GENERAL,positive
89,89:3,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,LAPTOP#OPERATION_PERFORMANCE,negative
89,89:4,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,LAPTOP#CONNECTIVITY,negative
89,89:5,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",SUPPORT#QUALITY,negative
89,89:6,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT#QUALITY,negative
89,89:7,Needless to say a PC that can't support a cell phone is less than useless!,LAPTOP#CONNECTIVITY,negative
92,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",SUPPORT#QUALITY,negative
92,92:1,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,SUPPORT#QUALITY,negative
92,92:2,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY#QUALITY,negative
92,92:5,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,SUPPORT#QUALITY,negative
92,92:6,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,SUPPORT#QUALITY,negative
92,92:7,This was the 3rd day and part still had not been shipped.,SUPPORT#QUALITY,negative
92,92:10,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT#QUALITY,negative
92,92:12,I'm tired of the inept service.,SUPPORT#QUALITY,negative
92,92:13,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,COMPANY#GENERAL,negative
92,92:14,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
92,92:15,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,LAPTOP#GENERAL,negative
92,92:16,HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
310,310:0,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,LAPTOP#MISCELLANEOUS,positive
310,310:1,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP#GENERAL,positive
310,310:2,"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP#OPERATION_PERFORMANCE,positive
310,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP#DESIGN_FEATURES,positive
310,310:4,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,SOFTWARE#USABILITY,positive
310,310:5,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",LAPTOP#GENERAL,positive
310,310:6,"It's great and we will always stick with Apple computers, we have been so happy with them.",LAPTOP#GENERAL,positive
41,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#QUALITY,positive
41,41:2,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",BATTERY#OPERATION_PERFORMANCE,positive
41,41:3,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",LAPTOP#OPERATION_PERFORMANCE,positive
41,41:4,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",GRAPHICS#GENERAL,positive
41,41:6,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",OS#USABILITY,positive
41,41:8,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",MOUSE#DESIGN_FEATURES,positive
41,41:9,"Still, this laptop is perfect for all day use at school and work.",LAPTOP#MISCELLANEOUS,positive
41,41:10,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,LAPTOP#QUALITY,positive
42,42:2,Probbly the worst decision we ever made!,LAPTOP#GENERAL,negative
42,42:3,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,KEYBOARD#QUALITY,negative
42,42:6,pretty much everything else about the computer is good it just stops working out of no were.,LAPTOP#GENERAL,positive
42,42:7,i love the size of the computer since i play games on it.,LAPTOP#DESIGN_FEATURES,positive
42,42:8,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,KEYBOARD#DESIGN_FEATURES,positive
42,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#DESIGN_FEATURES,negative
42,42:10,So i would not reccomend anyone buying this computer,LAPTOP#GENERAL,negative
6,6:0,"First, it does not have a push button to open the lid.",LAPTOP#DESIGN_FEATURES,negative
6,6:1,It is held in place magnetically.,LAPTOP#DESIGN_FEATURES,neutral
6,6:2,There is a little indent to help open it - but good luck with that.,LAPTOP#DESIGN_FEATURES,neutral
6,6:3,"Once open, the leading edge is razor sharp.",LAPTOP#DESIGN_FEATURES,negative
6,6:4,This is the complete opposite to an ergonomic design.,LAPTOP#DESIGN_FEATURES,negative
6,6:5,Using this machine is like a mild form of torture.,LAPTOP#USABILITY,negative
6,6:7,The much lauded combined touch pad and clicker is a nightmare.,MOUSE#DESIGN_FEATURES,negative
6,6:8,I lost two items I was working on until I figured out what was happening.,MOUSE#OPERATION_PERFORMANCE,negative
6,6:9,"Also, the space bar makes a noisy click every time you use it.",KEYBOARD#QUALITY,negative
6,6:10,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",LAPTOP#GENERAL,negative
6,6:11,"It is absolutely horrible to use, despite all its so called advanced features.",LAPTOP#USABILITY,negative
6,6:12,I regret buying it before understanding how awful it is to use.,LAPTOP#GENERAL,negative
6,6:14,It's a bummer and one out of five is being kind.,LAPTOP#GENERAL,negative
6,6:15,My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL,negative
6,6:17,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",LAPTOP#GENERAL,negative
68,68:1,But the screen size is not that bad for email and web browsing.,DISPLAY#DESIGN_FEATURES,neutral
68,68:2,I like this machine because its very lightweight...,LAPTOP#DESIGN_FEATURES,positive
68,68:3,very convenient when you travel and the battery life is excellent...,BATTERY#OPERATION_PERFORMANCE,positive
68,68:4,10 hours of battery life is really something else....,BATTERY#OPERATION_PERFORMANCE,positive
68,68:5,I highly recommend that you buy this product.,LAPTOP#GENERAL,positive
7,7:1,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",LAPTOP#OPERATION_PERFORMANCE,negative
7,7:2,I Hate it!,LAPTOP#GENERAL,negative
70,70:0,It is the easiest computer I have ever used,LAPTOP#USABILITY,positive
70,70:3,I LOVE IT!,LAPTOP#GENERAL,positive
70,70:4,I can't say enough good for it!,LAPTOP#GENERAL,positive
72,72:0,It's A MAC!!,LAPTOP#GENERAL,positive
72,72:1,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",LAPTOP#GENERAL,positive
72,72:2,I like to use it at the race track to handiecap the horse races.,LAPTOP#MISCELLANEOUS,positive
72,72:3,It's face and depanable.,LAPTOP#QUALITY,positive
72,72:4,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,LAPTOP#MISCELLANEOUS,positive
72,72:5,it's just a great toy to have around.,LAPTOP#GENERAL,positive
73,73:0,very very slow laptop.,LAPTOP#OPERATION_PERFORMANCE,negative
73,73:1,tons of bloatware and junk programs.,LAPTOP#DESIGN_FEATURES,negative
73,73:2,can't reinstall with standard os cd because of proprietary hardware drivers.,LAPTOP#USABILITY,negative
73,73:3,keys are all in weird places and is way too large for the way it is designed.,KEYBOARD#DESIGN_FEATURES,negative
73,73:4,lots of extra space but the keyboard is ridiculously small.,KEYBOARD#DESIGN_FEATURES,negative
266,266:0,Amazing machine.,LAPTOP#GENERAL,positive
266,266:1,"It is a big big, but since it has a 18.4"" screen what would you expect!",LAPTOP#DESIGN_FEATURES,neutral
266,266:2,It is truly a Desktop Replacement.,LAPTOP#MISCELLANEOUS,positive
266,266:3,Very fast and efficient!,LAPTOP#OPERATION_PERFORMANCE,positive
266,266:4,Does a great job with video shot on a Canon 5D MKII.,LAPTOP#MISCELLANEOUS,positive
266,266:5,Very happy with my 7th Toshiba laptop!,LAPTOP#GENERAL,positive
259,259:0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",MOUSE#USABILITY,positive
259,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",SOFTWARE#GENERAL,positive
259,259:3,I especially appreciate the fact that it has almost zero viruses and spyware problems!,LAPTOP#QUALITY,positive
259,259:4,"The only drawback for me is how dirty the screen gets, and rather quickly too.",DISPLAY#QUALITY,negative
259,259:6,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,LAPTOP#USABILITY,positive
259,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#OPERATION_PERFORMANCE,positive
259,259:8,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",LAPTOP#MISCELLANEOUS,positive
100,100:0,I never have had a good result with this computer.,LAPTOP#GENERAL,negative
100,100:1,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",LAPTOP#QUALITY,negative
100,100:2,"They told me it was my loss even though it was the computer, not  what I've done.",SUPPORT#QUALITY,negative
100,100:3,"The hard drive crashed as well, and I had to buy a new  power cord.",HARD_DISC#QUALITY,negative
100,100:4,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",SUPPORT#QUALITY,negative
100,100:5,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.",COMPANY#GENERAL,negative
100,100:6,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,COMPANY#GENERAL,negative
147,147:1,The right speaker did not work.,MULTIMEDIA_DEVICES#QUALITY,negative
147,147:3,"Again, the same problem, the right speaker did not work.",MULTIMEDIA_DEVICES#QUALITY,negative
147,147:4,I returned the 2nd laptop for a full refund.,LAPTOP#GENERAL,negative
149,149:0,the mouse pad and buttons are the worst i've ever seen.,MOUSE#GENERAL,negative
149,149:1,sometimes you will be moving your finger and the pointer will not even move.,MOUSE#OPERATION_PERFORMANCE,negative
149,149:2,the mouse buttons are hard to push.,MOUSE#USABILITY,negative
149,149:3,i cant believe HP put this out.,COMPANY#GENERAL,negative
149,149:4,do not buy you will be disappointed.,LAPTOP#GENERAL,negative
149,149:5,i'm returning mine,LAPTOP#GENERAL,negative
150,150:0,dell is a decently made pc.,LAPTOP#GENERAL,neutral
150,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,GRAPHICS#GENERAL,negative
150,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP#DESIGN_FEATURES,negative
150,150:4,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,LAPTOP#GENERAL,negative
275,275:0,"I love HP,, it's the only computer/printer we will buy.",COMPANY#GENERAL,positive
275,275:2,This is perfect for her field.,LAPTOP#MISCELLANEOUS,positive
104,104:0,"At first when I got this product, I loved it.",LAPTOP#GENERAL,positive
104,104:1,"The computer itself was fast, ran smoothly, and had no problems.",LAPTOP#OPERATION_PERFORMANCE,positive
104,104:2,"Then, within 5 months, the charger crapped out on me.",POWER_SUPPLY#QUALITY,negative
104,104:3,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",SUPPORT#QUALITY,negative
104,104:4,"2 months later, the battery went.",BATTERY#QUALITY,negative
104,104:5,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",BATTERY#OPERATION_PERFORMANCE,negative
104,104:6,"THEN, one month after the warranty expired, the replacement charger went.",POWER_SUPPLY#MISCELLANEOUS,negative
104,104:7,I had to pay $100 for a universal charger for this cheap $300 laptop.,LAPTOP#MISCELLANEOUS,negative
104,104:8,Not worth it one bit.,LAPTOP#GENERAL,negative
104,104:9,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",LAPTOP#DESIGN_FEATURES,negative
104,104:10,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",DISPLAY#QUALITY,negative
104,104:11,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",LAPTOP#QUALITY,negative
104,104:12,And it is impossible to get them back in.,LAPTOP#QUALITY,negative
122,122:0,Strengths:Well-shaped,LAPTOP#DESIGN_FEATURES,positive
122,122:1,Weaknesses:A bad videocard!,GRAPHICS#GENERAL,negative
122,122:6,After 20-30 min the screen of the notebook switched off.,DISPLAY#OPERATION_PERFORMANCE,negative
122,122:7,"It was still working, but there was nothing on the screen.",DISPLAY#OPERATION_PERFORMANCE,negative
122,122:8,I was said it's videocard.,GRAPHICS#GENERAL,negative
122,122:9,Very disappointed!,LAPTOP#GENERAL,negative
122,122:10,Didn't expect to repair it at once!,LAPTOP#QUALITY,negative
122,122:12,Don't buy this model.,LAPTOP#GENERAL,negative
124,124:0,An absolutely hateful machine that no one should get of their own free will.,LAPTOP#GENERAL,negative
124,124:2,"Mine came at $1,700 w/o a DVD burner (!).",LAPTOP#DESIGN_FEATURES,negative
124,124:4,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",DISPLAY#DESIGN_FEATURES,negative
124,124:5,"The 4 USB ports are nice, but the two on the side only work now and then.",LAPTOP#DESIGN_FEATURES,positive
124,124:6,Keyboard could use some trimming.,KEYBOARD#DESIGN_FEATURES,negative
124,124:7,"Did I mention everything about it, from size to weight to keyboard screams BULK?",KEYBOARD#GENERAL,negative
263,263:0,I'm glad I made the choice to switch and buy this MAC.,LAPTOP#GENERAL,positive
263,263:1,The benefits were immediate!,LAPTOP#GENERAL,positive
263,263:2,Awesome graphics!,GRAPHICS#GENERAL,positive
263,263:5,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,POWER_SUPPLY#DESIGN_FEATURES,positive
263,263:8,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,LAPTOP#GENERAL,positive
263,263:9,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",LAPTOP#GENERAL,positive
257,257:2,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.",LAPTOP#GENERAL,positive
257,257:3,I especially like the backlit keyboard.,KEYBOARD#DESIGN_FEATURES,positive
257,257:4,It makes doing schoolwork at night so much easier.,LAPTOP#USABILITY,positive
257,257:5,"It is also very lightweight, making transporting this computer very easy.",LAPTOP#DESIGN_FEATURES,positive
257,257:6,The graphics on this computer are also stellar - very clear and vivid.,GRAPHICS#QUALITY,positive
257,257:8,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",SOFTWARE#GENERAL,positive
257,257:9,The program came with the computer and works beautifully.,SOFTWARE#OPERATION_PERFORMANCE,positive
257,257:10,I definitely will buy a Mac again if and when this computer ever fails.,LAPTOP#GENERAL,positive
102,102:0,My hp G60-244dx died after only 16 months.,LAPTOP#QUALITY,negative
102,102:1,It started out getting hot after only a few months.,LAPTOP#QUALITY,negative
102,102:3,At 16 months it started shutting off after only 5 or 10 minutes.,LAPTOP#OPERATION_PERFORMANCE,negative
102,102:4,I use a cooling pad but it doesn't help.,LAPTOP#QUALITY,negative
102,102:5,I took it to the shop and they said It would cost too much to repair it.,SUPPORT#PRICE,negative
11,11:0,I will have to say that I love my MacBook Pro!,LAPTOP#GENERAL,positive
11,11:1,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,LAPTOP#OPERATION_PERFORMANCE,positive
11,11:3,This is now my 3rd MacBook Pro and I really honestly love it!,LAPTOP#GENERAL,positive
11,11:5,The MacBook Pro is very sturdy and versatile.,LAPTOP#QUALITY,positive
11,11:6,I love it!,LAPTOP#GENERAL,positive
11,11:7,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",LAPTOP#DESIGN_FEATURES,positive
11,11:8,We are addicted to the Mac.,LAPTOP#GENERAL,positive
11,11:9,This is a great laptop and I would recommend it to anyone.,LAPTOP#GENERAL,positive
11,11:10,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,OS#USABILITY,positive
11,11:11,Great laptop that offers many great features!,LAPTOP#DESIGN_FEATURES,positive
11,11:12,Lightweight and the screen is beautiful!,DISPLAY#GENERAL,positive
13,13:1,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,LAPTOP#USABILITY,positive
13,13:3,"Buy it, love it, and I promise you won't regret it.",LAPTOP#GENERAL,positive
148,148:0,This computer is good for 10 days then it sucks for the rest of your life.,LAPTOP#QUALITY,negative
148,148:2,You will regret it if you buy any dell.,COMPANY#GENERAL,negative
148,148:3,Dell sucks,COMPANY#GENERAL,negative
154,154:0,The only pro to this computer is it was under $600!,LAPTOP#GENERAL,negative
154,154:1,Everything is falling apart internally and externally.,LAPTOP#QUALITY,negative
154,154:3,With in weeks of purchasing my computer is began to slow down.,LAPTOP#QUALITY,negative
154,154:4,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",LAPTOP#USABILITY,negative
154,154:5,Nightly my computer defrags itself and runs a virus scan.,LAPTOP#OPERATION_PERFORMANCE,negative
154,154:6,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",LAPTOP#OPERATION_PERFORMANCE,negative
154,154:7,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",LAPTOP#OPERATION_PERFORMANCE,negative
154,154:8,"I have Vista, so I am unable to install and uninstall  some programs.",OS#GENERAL,negative
154,154:9,I can't even install one of the 3 printers I have in my house so I am unable to print.,LAPTOP#USABILITY,negative
154,154:10,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",KEYBOARD#QUALITY,negative
154,154:11,In short I would never buy a Compaq again.,COMPANY#GENERAL,negative
183,183:0,I bought this laptop on Saturday and am completely in love with it!,LAPTOP#GENERAL,positive
183,183:1,It was super easy to set up and Is really easy to get used to.,LAPTOP#USABILITY,positive
183,183:2,The online tutorial videos make it super easy to learn if you have always used a PC.,LAPTOP#USABILITY,positive
195,195:2,The performance is awesome.,LAPTOP#OPERATION_PERFORMANCE,positive
195,195:3,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,LAPTOP#GENERAL,positive
22,22:0,"With all the goodies inside this machine, it is a value.",LAPTOP#DESIGN_FEATURES,positive
22,22:1,It is very well built.,LAPTOP#QUALITY,positive
22,22:2,The keyboard is top notch.,KEYBOARD#QUALITY,positive
22,22:3,The touch pad is among the best.,MOUSE#GENERAL,positive
22,22:4,"The screen is huge and coloful, but no LED backlighting.",DISPLAY#DESIGN_FEATURES,negative
22,22:5,"The video card is great for media, and above average for gaming, but not a gamers first choice.",GRAPHICS#MISCELLANEOUS,positive
22,22:6,The problem I had with this unit was unresolvable.,LAPTOP#GENERAL,negative
22,22:7,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",FANS_COOLING#QUALITY,negative
22,22:9,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",GRAPHICS#GENERAL,neutral
22,22:13,"Sorry Toshiba, but 1st impressions do count for something.",COMPANY#GENERAL,negative
164,164:0,I got the black MacBook two years ago and have never regretted it.,LAPTOP#GENERAL,positive
164,164:3,So this was great for me.,LAPTOP#GENERAL,positive
164,164:4,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,LAPTOP#OPERATION_PERFORMANCE,positive
164,164:5,Plus it is small and reasonably light so I can take it with me to and from work.,LAPTOP#DESIGN_FEATURES,positive
164,164:6,I also travel with it and it never gives me any problems.,LAPTOP#PORTABILITY,positive
164,164:9,But I am glad to have gotten mine right before they stopped making it.,LAPTOP#GENERAL,positive
164,164:10,"I look forward to years of use, it has held up well over the years and it fits my needs very well.",LAPTOP#QUALITY,positive
367,367:2,The difference is the Toshiba had a lot more memory and hard drive space.,MEMORY#DESIGN_FEATURES,positive
367,367:3,It's super fast and a great value for the price!,LAPTOP#GENERAL,positive
367,367:4,I would definitely recommend checking out this laptop if you are in the market for one.,LAPTOP#GENERAL,positive
105,105:2,"A MONTH LATER, we reinstall the OS (Vista).",OS#QUALITY,negative
105,105:3,"A coupla months later, they change my hard drive.",HARD_DISC#QUALITY,negative
105,105:4,"A month or so ago, the freaking motherboard just died.",MOTHERBOARD#QUALITY,negative
105,105:5,Went silently.,MOTHERBOARD#QUALITY,negative
105,105:6,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",LAPTOP#OPERATION_PERFORMANCE,negative
105,105:7,THE MOTHERBOARD IS DEAD !,MOTHERBOARD#QUALITY,negative
105,105:8,"And I'm still paying the bloody financing, for a product which didn't last me at least three years !",LAPTOP#QUALITY,negative
128,128:0,"I initially purchased my Macbook Pro 13"" in April, and I loved it.",LAPTOP#GENERAL,positive
128,128:3,I was so happy with my new Mac.,LAPTOP#GENERAL,negative
128,128:5,Then the hard drive failed;,HARD_DISC#QUALITY,negative
128,128:6,"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",LAPTOP#MISCELLANEOUS,negative
128,128:7,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",LAPTOP#OPERATION_PERFORMANCE,negative
128,128:8,I can't even turn it off.,LAPTOP#OPERATION_PERFORMANCE,negative
128,128:9,It's catatonic.,LAPTOP#OPERATION_PERFORMANCE,negative
128,128:10,"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time.",LAPTOP#QUALITY,negative
128,128:12,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",LAPTOP#QUALITY,negative
171,171:0,"Great battery, speed, display.",BATTERY#OPERATION_PERFORMANCE,positive
171,171:1,It WORKS!,LAPTOP#OPERATION_PERFORMANCE,positive
171,171:4,My house is now 100% Macbook.,LAPTOP#GENERAL,positive
171,171:5,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",DISPLAY#GENERAL,positive
171,171:6,THIS is what a laptop is supposed to be.,LAPTOP#GENERAL,positive
21,21:0,I thought the price was great for the specs.,LAPTOP#PRICE,negative
21,21:1,"But after using it a couple of weeks, the overall operation is poor.",LAPTOP#OPERATION_PERFORMANCE,negative
21,21:2,I hate the display screen and I have done everything I could do the change it.,DISPLAY#GENERAL,negative
21,21:3,The keyboard is too slick.,KEYBOARD#QUALITY,negative
21,21:4,"I really don't like it, but I am stuck.",LAPTOP#GENERAL,negative
228,228:0,Dell Latitude d620 is not a reliable machine.,LAPTOP#QUALITY,negative
228,228:1,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",BATTERY#OPERATION_PERFORMANCE,negative
228,228:2,Later it held zero charge and its replacement worked for less than three months.,BATTERY#QUALITY,negative
228,228:3,The machine is slow to boot up and occasionally crashes completely.,LAPTOP#OPERATION_PERFORMANCE,negative
234,234:1,VERY disappointing:,LAPTOP#GENERAL,negative
234,234:2,I was not aware that this product cannot display websites that contain Flash.,LAPTOP#USABILITY,negative
234,234:4,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",LAPTOP#CONNECTIVITY,negative
234,234:6,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",LAPTOP#CONNECTIVITY,negative
139,139:0,"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.",LAPTOP#GENERAL,positive
139,139:1,But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,LAPTOP#CONNECTIVITY,negative
139,139:2,Eventually the screen went blank and the computer would not turn on.,DISPLAY#OPERATION_PERFORMANCE,negative
