,0,aspect,prediction
885,"while the listing process is accurate for track names ( unlike windows ' reliance on the amg , which frequently gets track listings out of order ) , the results can be odd . ",,process!accurate|listing!accurate|reliance!accurate|amg!accurate
886,"the cd will be classified into a number of genres , and in multidisk sets , you can get separate classifications for different disks by the same artist and the same performance . ",,|artist!same|number!cd|performance!artist|performance!artist
887,"for example , jimi hendrix 's 2 cd live at the fillmore east had one cd classifed as classic rock and the other psychidelic rock . ",,rock!classic|rock!classic|cd!live|hendrix!live|example!cd|fillmore!east
888,perhaps the weirdest was one of bruce springsteen 's cds from the tracks set being classified as goth rock . ,,
889,"you can change any of these , but need to be paying attention when the information is downloaded before you copy it . ",,|information!downloaded
890,a somewhat more troublesome problem is that the internet site will sometimes give different discs of the same set slightly different names . ,,|set!same|set!different
891,this will cause the discs not to show up together when you are looking for them on the nomad . ,,
892,"again , you can change this , but it 's harder to spot a minor variation in the title when you do n't have the title of the other disk in front of you . ",,|variation!minor|title!minor|front!title|disk!other
893,other tagging problems result ( i think ) from the nomad 's operating system . ,tag!-,system!problems
894,"if you have two tracks with exactly the same name on one disk , it will not copy both -- it gives you the option of skipping the second or overwriting the first with the second . ",,|name!same|option!second
895,"this is rarely a problem with any kind of popular music , but can be troublesome with classical music where tracks are identified by tempi . ",,music!popular|kind!popular
896,i also had it happen when recording a jazz set where there were a number of outtakes of the same song without numbering them separately . ,,|song!same
897,the way to fix this is to rename the track by adding a number yourself to the end of the track listing . ,,
898,"also , i can 't understand why the software does not ignore "" the "" when it lists the cds in alphabetical order . ",software!-,software!ignore|software!ignore|order!alphabetical
899,"finally , making playlists from the computer can be complicated because the tracks are listed individually , and are organized by cd , which are not listed but are organized in alphabetical order . ",playlist!-,computer!complicated|order!alphabetical
900,"in other words , to locate a track using the software on the computer and add it to a playlist , you must know the name of the cd it appears on and then find the track by locating the location of the unlisted cd by looking for tracks that appear on it . ",,
901,"you do n't have this problem if you make your playlist from the nomad , where cds are listed separately . ",,
902,"you need your computer , however , if you want to add tracks to a playlist . ",,
903,"these are minor problems , and i list them to save anyone else the trouble of discovering them . ",,anyone!trouble|list!anyone
904,"had i not been in such a hurry to load cds , i would have spotted them sooner . ",,|hurry!such
905,"also , if i had already loaded and tagged by cds on my home computer , this would not have been an issue . ",,
906,the bottom line for me is that i am very happy with this product . ,product!+,|line!bottom
907,"apple 's ipod is dominant now , but i have to wonder whether the price differential will mean that in 3 or 4 years its market share will drop significantly . ",,price!wonder|ipod!dominant|apple!dominant
908,simply not as friendly for functional as an ipod . ,,
909,"even better , ipod integrates perfectly with itunes so that managing music is a snap . ",,snap!better|ipod!better
910,i just got a 40gb ipod to replace my zen ( a 20gb model ) . ,,|ipod!40gb|zen!20gb|model!20gb
911,"while the ipod 's form factor is much nicer , here 's where the zen is better . ",,factor!nicer|ipod!nicer|zen!better|form!nicer
912,software : ,,
913,"a lot of people complain about the creative software , but i actually find creative mediasource organizer to have some strengths over itunes . ",software!+,lot!complain|mediasource!creative|software!creative|organizer!software
914,"first , the zen lets you sync to more than one computer . ",sync!+,|zen!first|sync!zen
915,the ipod is a one way only machine - from computer to player . ,,|machine!only|way!only|computer!way|player!only
916,"the zen is an outstanding way to shuttle music between sources , you can 't do this on the ipod ( except for a cumbersome work-around using the ipod as a hard drive instead of a player ) . ",shuttle!+,way!outstanding|t!outstanding|work-around!cumbersome|zen!outstanding|ipod!t|drive!hard|music!outstanding|player!hard
917,"second , the "" automatic "" sync on creative lets you review the songs before it begins its transfer . ",sync!+,|sync!automatic|sync!second
918,"since the ipod lacks this review feature on its auto-sync and it only allows one-way transfers , the first time i connected my ipod to my laptop , i wiped out the 20gb of music i had transferred from my desktop to the ipod . ",,ipod!lacks|review!lacks|feature!lacks|desktop!20gb|auto-sync!ipod|time!first|laptop!ipod
919,"if the hard drive on your computer should fail , better have your music backed up somewhere or its gone ! ",,drive!fail|computer!fail
920,the zen serves as a back-up device as well as a player . ,player!+,|device!back-up|player!back-up
921,"third , creative software allows you to keep two windows open to look at both the content on the player and the computer . ",software!+,software!creative|content!open|computer!content
922,only thing missing from creative is a cd burner . ,cd burner!-,|thing!only|burner!only
923,"lastly , ipod / itunes will not play wma formatted songs . ",,
924,"if you have a lot of those , be prepared to convert to mp3 . ",,
925,"itunes does what apple is famous for , makes software that works for the less computer saavy . ",,apple!famous
926,"for those of us that like to tinker , i think creative offers some advantages . ",creative!+,
927,player controls : ,,
928,here 's where the ipod drives me nuts . ,,
929,the player controls are too easy to hit accidentally . ,,player!easy
930,"if you happen to push the wrong button , you can wipe out the order of songs you had put in . ",,button!wrong
931,the ipod also does not let you see what 's coming up next on the player . ,,|player!next
932,zen allows you to scroll up and down the song list selected on the player . ,scroll!+,
933,it also lets you remove songs from the play order . ,remove!+,
934,"if you bring up an album , but absolutely hate some of the tracks , the zen will allow you to delete that from the playing order . ",delete!+,
935,you have to skip to the next track when your hated song comes up with the ipod . ,,song!hated|track!next|ipod!song
936,"lastly , you cannot manage anything on the ipod itself . ",,
937,"while you can create a temporary playlist , you can 't store it permanently , delete songs , search very easily , etc. ",,|playlist!temporary|store!playlist
938,none of these features are available because of the ipod 's 1-way transfers - you cannot make changes on the ipod that are premanent . ,,none!available
939,"again , the ipod is a beautiful thing to look at and touch , player controls are less functional . ",,thing!beautiful|ipod!beautiful|player!functional
940,i think the ipod versus zen typifies differences between apple and win machines . ,,
941,"win software can be a little cranky , but much more easier to customize to your needs . ",,software!win|software!cranky
942,"with apple , you get a good product , but you get it the way apple wants you to have it . ",,product!good|apple!product|way!product
943,"if i had to do this again , i might get the 40gb zen . ",,|zen!40gb
944,its ability to serve as a back-up for my music collection is a huge plus. ,zen!+,|plus!huge|ability!huge
945,i got this thing for christmas and i have been very happy with it ever since . ,this thing!+,thing!happy
946,"i was planning on getting an ipod , but i changed my mind last minute ... mostly because of the whole battery issue , i do n't have the patience for those sorta things . ",,|minute!last
947,"my cuzin got an ipod and i wo n't say it is an awful product , but i will say that for the price , apple could do better as far as storage and battery life goes . ",,product!awful|price!better|apple!better
948,"the only thing i would complain about the zen xtra is that the controls are n't as easy as the ipod 's , or as "" sexy "" looking . ",control!-,ipod!easy|thing!only
949,i got this player for christmas & this was my first time using an mp3 player . ,,|time!first|player!time|christmas!player
950,i have a large collection of cds and have loaded over 100 of them so far . ,,|collection!large
951,the software is quick & easy to use & i found the entire process very easily mastered . ,software!+,|software!quick|process!entire
952,as mentioned in other reviews the headphones are useless and need to be replaced right away ! ,headphone!-,
953,the unit works great with my cassette adapter for my car & is also easily worked without taking your eyes off the road ! ,the unit!+,unit!works|adapter!works
954,i have tried the belkin tunecast mobile fm transmitter but found there was too much interference . ,,|transmitter!mobile|belkin!mobile|tunecast!mobile|fm!mobile
955,overall it is a great unit & hopefully creative labs or some other vendor will soon come out with some accessories for it . ,unit!+,unit!great|vendor!great
956,i purchased this mp3 player just last night after doing some scouting around . ,,|night!last
957,here 's a basic run-down from what i learned : ,,
958,"flash card memory vs. hard drive ( i.e. why does a 256 mb player cost $$$...and a 40 gb ( 40,000 mb ) player only cost ",,drive!hard|memory!hard|cost!only|player!only|gb!cost|gb!drive|mb!cost
959,mp3 players have either flash card memory or a hard drive in them . ,,drive!hard|memory!hard
960,the flash card memory is more expensive but is very light and compact . ,,memory!expensive|flash!expensive|card!expensive
961,that 's why you have these things that can be keychain size . ,,
962,tiny ! ,,
963,mp3 players of this kind of memory are typically small and light and have between 64 mb - 1.5 gb of memory . ,,|mp3!small|kind!small
964,"i am averaging 4.5 mb per song , to give you an idea of how many songs you can get by the amount of memory . ",,
965,"( 1 gb = 1,000 mb ) ",,|gb!=|mb!gb
966,hard drives ( this is what most ipods have - and just about all mp3 players over 3-5 gb of memory ) . ,,
967,"cheaper to produce , holds a lot , heavier and has moving parts which means it 's a little more prone to damage from being banged around . ",,
968,"that said , they are pretty sturdy machines and i would n't let this dissuade you from getting an mp3 with a lot of memory . ",,|lot!mp3
969,just be aware of it . ,,
970,this explains why you see what appears to be such weird pricing on mp3 players . ,,pricing!weird
971,"a 256 mb player ( roughly 60 songs for me ) is about x amount of dollars but a 30 gb ( 30,000 mb ) player ( roughly 6,650 songs ) sells for only slightly more . ",,
972,it 's because the 256 player uses flash memory ( smaller / lighter ) and the 30gb uses a hard drive . ,,memory!lighter|flash!lighter|drive!hard|player!30gb
973,that 's the first thing to understand . ,,|thing!first
974,so consider what you 're going to use the device for . ,,
975,"if you 're a jogger and you want to strap it to your arm , i 'd recommend flash memory . ",,memory!recommend|flash!recommend|jogger!memory|strap!jogger|arm!strap
976,"if you want to listen to tunes while you travel , i 'd get a hard drive because you can put so much on the thing - including audio books . ",,drive!hard|thing!much
977,review of zen xtra - 40 gb ,,
978,the device is larger than an ipod of similar capacity . ,,|capacity!similar|ipod!similar
979,this did n't bother me too much because it 's still a decent size . ,size!+,size!decent
980,it comes with a good case that fits it snuggly . ,case!+,case!good
981,"the front cover ( which you remove to take out the battery ) feels flimsy but when snapped on , the device still feels pretty solid . ",cover!-,cover!solid|device!solid
982,"as some other reviewers noted , after it was connected to the computer for a bit , it somehow stopped reading the player so i had to replug it . ",,
983,it did not lock up my computer or require a reboot . ,,
984,"the software lets you pop in a cd and then scans the internet to name the artist , track name and album name . ",,
985,extremely convenient . ,software!+,
986,then it rips the tunes into mp3s and puts them on your computer . ,,
987,you can even skip that step and rip them directly from the cd to the player . ,,
988,( wo n't leave copy on your computer . ) ,,
989,the pros and cons of it : ,,
990,great price . ,price!+,price!great
991,the ipod costs more for the same amount of memory . ,,|amount!same|memory!same
992,i thought the software was decent enough - it was n't complicated to learn at all . ,software!+,software!decent
993,"the scroll button is sort of annoying to push - a nice button would be nicer but eh , not a big deal . ",scroll!-,button!nicer|sort!nicer|deal!big|scroll!nicer
994,it also stores data so i can see myself placing some data files on here . ,,
995,"it is slightly larger than an ipod , no doubt about it . ",size!-,
996,"for me , that was the only drawback . ",,
997,i 'm really happy with this purchase . ,player!+,
998,"also , when i installed the software , it said that windows xp had n't approved something with the drivers , etc - and that continuing it install may cause instability . ",,
999,"if you 're like me , that will definitely make you pause . ",,
1000,"after i reviewed the manual ( a pdf file included on the cd ) , i felt better because they warned you about the message and said it would n't cause problems and , in fact , it has n't . ",,
1001,"so if you have xp , be prepared for this and do n't be alarmed . ",,
1002,"if you are out for an mp3 player with a lot of memory and do not want to spend a ton of money , i think this is a great purchase and strongly recommend it . ",,purchase!great
1003,i would have liked to have given it 4 1/2 stars docking that 1/2 star only for the size . ,size!-,|size!only|star!only|docking!star
1004,i got this a while ago knowing nothing about it . ,,
1005,it is a beast . ,,
1006,if i wasnt a runner i would take a bullet in the foot for my nomad jukebox . ,,
1007,"now heres the stuff you should know starting with the good things : the screen is really big and the blue light in the back is perfect , fast as hell in music transfer , controls are easy to use after mastering the scroll button , great sound and ive heard many mp3 players , a ton of different equilizer type deals on here . ",screen!+,light!perfect|back!perfect|screen!big|mp3!many|hell!screen|ton!many|sound!screen|equilizer!different|ive!screen|type!different
1008,"there are a couple things i didnt like though but nothing serious : a little larger than other mp3s but still light , the software takes some time to get used to ( maybe 10-15 mins ) , and this thing would definitely be destroyed with one fall . ",size!-,software!like|nothing!serious|time!like
1009,but it comes with a tank of a case and if you cut a piece out where the screen is you can always keep it in the case and still access everything . ,case!+,
1010,"ive seen em all , the archos , dell , ipods , everything ... good price and great sound makes this one the best in my opinion . ",price!+,price!good|price!great|em!price|dell!price|everything!dell
1011,granted this is cheaper than an ipod . ,,
1012,cheaper in every way . ,,
1013,its far heavier and much larger which might not seem to matter except if you use it while running or keep it in your pocket . ,weight!-,
1014,"its far more difficult to select songs and has no easy to use on the fly playlist creation such as the new ipod not to mention it does n't sinc with contact lists , phone numbers , address books , ect. like the ipod ( which eliminated my need for any kind of palm device ) . ",playlist!-,creation!easy|ipod!new
1015,it also has unproven battery life . ,battery life!-,life!unproven|battery!unproven
1016,"everyone who says i can 't buy the ipod because after excessive use in a short time ( the man who made the ipod battery life video admitted that he had used it extensively every day and charged fully every night for those 18 months , conditions under which any rechargeable battery dies . ",,use!excessive|time!excessive|battery!dies|video!dies|man!video
1017,"use this for 18 months every day and see what happens , or look at a 2 year old electric razor and see if it holds the same charge as the first day you had it ) . ",,|razor!old|year!old|charge!same|day!charge
1018,"while it is an alternative to the ipod and one of the few viable ones its just that , an alternative and why would anyone seek an alternative to something that really needs no alternative choice because theres nothing wrong and everything right with it . ",,nothing!wrong|everything!wrong|choice!alternative|right!alternative|something!choice|anyone!alternative|alternative!anyone|ipod!choice
1019,i 'd like to see how well a small company supports its mp3 player in 2 years when its battery dies as all rechargeable do . ,,company!supports|mp3!supports|player!supports|battery!dies
1020,"finally the software used to put all the songs into it is vastly inferior to itunes on two levels , first it is poorly integrated into the overall player and clunky to use especially with tagging and second the wma audio format sucks , flat out sucks in terms of sound quality compared with the vastly superior aac format the apple ipod uses and it sticks you with one of the sub par paid music services such as napster instead of allowing to use the itunes store , which , if you ever plan to pay for your music , is by far the best . ",software!-,software!inferior|tagging!integrated|player!overall|store!integrated|format!tagging|wma!tagging|quality!sound|audio!second|aac!tagging|par!sub
1021,"before anyone says hey you have n't used the product , i have , my friend received one for christmas instead of an ipod and has since envied me for my vastly superior product . ",,product!superior
1022,pros : ,,
1023,* price and capacity ,price!+,
1024,* slick-looking design and improved interface ,design!+,interface!improved|design!improved
1025,* removable battery ,battery!+,|battery!removable
1026,cons : ,,
1027,* protective case completely useless as is since it obscures display window . ,case!-,case!protective|display!obscures|window!obscures
1028,had to cut out a window using a swiss army knife . ,,
1029,how did this gigantic flaw go unnoticed by creative ? ,,flaw!unnoticed
1030,* scroll button more cumbersome than on earlier models . ,scroll!-,button!cumbersome|scroll!cumbersome
1031,does n't always register push-button movement . ,,|movement!push-button
1032,* eax equalizer accentuates dimished quality of mp3 files . ,eax!-,|quality!dimished|equalizer!quality
1033,i have to rip everything as a 160 kbps wma file ( as opposed to 128 kbps mp3 ) to avoid hearing digital garbling . ,,everything!rip|mp3!rip|garbling!digital|hearing!digital|file!everything
1034,"* does not provide enough volume when connected to larger headphones , or external receivers ( car radio ). ",volume!-,volume!enough|radio!external
1035,* software is absolutely terrible : ,software!-,software!terrible
1036,"-- > will not automatically transfer songs with identical titles ( if you have live albums or greatest hits albums , this will cause you inordinate frustration ). ",transfer!-,
1037,"-- > does not recognize player at random times , despite being connected and displaying player 's library . ",recognition!-,
1038,-- > too difficult to change genre / album / track information for large number of tracks . ,change!-,information!difficult|number!large|number!difficult
1039,-- > you 'll be changing track information a lot because the cd database information utilized by the software is mediocre at best . ,software!-,lot!mediocre|track!mediocre|information!mediocre|cd!mediocre|database!mediocre
1040,"if you have any multi-disc box sets , you 'll notice that the artist 's name , album name , and genre will often change with every disc . ",,
1041,final verdict : ,,
1042,a good player at a great price with terrible software that makes ripping and transferring way more difficult than it should be . ,player!+|rip!-|transfer!-,player!good|price!good|software!terrible|software!great|way!difficult
1043,"after investigating a multitude of player options , i asked for and received the 60 gb zen xtra for christmas . ",,
1044,"despite its being slightly larger than the ipod , i must say i was surprised to see how small it was when i unwrapped the box ! ",size!+,
1045,"i am ripping my cd collection into 160 kbps wma files ; this gives an average of around 60-65 mb per cd , good for about 900 cds in the ~ 57,000 mb of free memory available to me . ",cd rip!+,memory!free|average!good|mb!free
1046,"file transfers are fast , nearly a song per second via usb 2.0 . ",transfter!+,
1047,several people have complained of difficulty transferring multiple songs with the same title . ,,|title!same
1048,this is possible ! ! ,,
1049,"since the zen xtra does not use a folder structure , the "" duplicate name "" problem stems from the actual file name , not from the song 's title / artist / album . ",,|name!actual|problem!actual|file!actual
1050,solution ? ,,
1051,"simply configure the mediasource software ( or windows media player , or your ripper-du-jour ) to create file names that include artist and ( especially ) album names in addition to track names . ",,
1052,"using this method , i have not once encountered a situation where a track was rejected , and i have plenty of duplicate tracks on live and compilation albums . ",,track!rejected|situation!track
1053,"even if there happened to be identical track titles on the same disc , you could still edit the file name manually and get them both onto the player . ",,|disc!same
1054,"my one issue with the mediasource software is that , despite pulling id3 tag data from the cdds service , the ripping process fails to populate the "" year "" field . ",software!-,process!fails|year!fails
1055,weird . ,,
1056,how does it sound ? ,,
1057,"to my ears , a 160 kbps wma file sounds just as good as the source cd , and the zen xtra sounds just as good as a portable cd player . ",sound!+,player!portable|file!good|xtra!good|cd!good
1058,no complaints there . ,,
1059,"the eax features are pretty cool , as well , as creative has included a number of eq adjustments that , for example , compensate for the extraneous noise encountered in a car or on a train . ",eax!+,eax!cool|number!creative
1060,"navigation could be better , but there is n't really anything the zen xtra can 't do once you 've gotten comfortable with it . ",navigation!-,navigation!better|anything!comfortable
1061,"at the end of the day , what i wanted was a large-capacity player which allows me to easily play any album from my collection wherever i go , and the zen xtra 's combination of price , capacity and features easily meets those criteria . ",player!+,player!large-capacity|end!large-capacity
1062,"i got this for christmas , and it is a great gift . ",this!+,gift!great
1063,"i have been ripping songs into it for the past few weeks , and the ease of use is wonderful . ",use!+,ease!wonderful|use!wonderful
1064,"the memory will hold an amazing amount of songs , my entire collection of cd 's will all fit on this great little tiny piece of digital fun . ",memory!+,amount!amazing|fun!great|collection!entire|cd!entire|memory!amount|piece!great
1065,plusses are the easy to remove battery and the terrific sound produced by the nomad . ,battery!+,sound!terrific|battery!easy
1066,"the only two things that stop me from giving it 5 stars are the ho-hum software that comes with the system , and the traveling case it comes with . ",software!-,software!ho-hum|case!ho-hum
1067,this is a powerful piece of equipment . ,,piece!powerful|equipment!powerful
1068,it is great to no longer wonder what music i want to take with me for a cross country flight or a two week trip - now i just take everything . ,,|flight!cross|country!cross|week!flight|trip!flight
1069,"ripping the songs , even with my 1.1 usb connection is still very quick , and the quality is very good . ",rip!+|quality!+,quality!good
1070,"considering the price and specs , this might be the best buy out there for a large memory mp3 player . ",player!+,player!best|memory!large|mp3!large
1071,"before jumping on the ipod train , take a look at this marvel . ",,
1072,i 'll state up front that i do not own a zen xtra and have not used one at all . ,,|xtra!own|zen!own|front!xtra
1073,"but you might find my review useful , nonetheless . ",,review!useful
1074,i purchased a jukebox 3 from creative almost a year ago . ,,
1075,"two months ago , an internal part failed ( not due to customer abuse ; it just failed ) . ",,part!failed|customer!failed|abuse!failed
1076,"i got an rma from creative , sent my player in to them for repairs . ",,
1077,it took them twice as long to get to my unit as they said . ,,|unit!long
1078,"moreover , they want a total of $ 107 to repair it . ",,
1079,"( this includes the $ 20 that you have to pay up front , just to get them to look at your player . ) ",,
1080,"if creative offered a 12-month warranty on their mp3 players , i 'd be covered . ",,warranty!creative
1081,"but they offer only a 3-month warranty ( on all of their players , including the zen xtra ) . ",,|warranty!only|xtra!warranty
1082,so i 'm screwed . ,,
1083,but you do n't have to be . ,,
1084,"if you buy a creative mp3 player , be sure to get the optional extended warranty . ",,player!creative|mp3!creative|warranty!optional|warranty!sure
1085,"or better yet , buy from another company that stands behind their products with a 12-month warranty . ",,company!better|warranty!12-month
1086,"it 's really a shame , because otherwise , creative mp3 players are very good , and have the best sound quality of any players on the market . ",sound quality!+,quality!best|mp3!good|market!good|shame!quality
1087,i shopped around for a while before buying a hard-drive mp3 player . ,,|player!hard-drive|mp3!hard-drive
1088,"i read reviews , compared specs , and visited user forums . ",,
1089,"despite all the hype about ipods , i knew i wanted something different , because i wanted more storage than the ipod i could afford would offer , and because i wanted more flexibility in where i purchased music online . ",,storage!afford|ipod!afford|something!different|something!flexibility|flexibility!something|online!ipod
1090,"after some consideration i chose the 40gb nomad zen xtra from creative , and i have not been disappointed . ",zen xtra!+,|xtra!40gb|nomad!40gb|consideration!xtra|zen!40gb
1091,"i purchased it at a retail store , and got an extended warranty . ",,|store!retail|warranty!extended
1092,"first , the battery is replacable by the user , because creative intended it to be - unlike apple with the ipod . ",battery!+,apple!creative|battery!replacable|user!battery|ipod!intended
1093,"it was easy enough to remove the front plate , and there was only one way the battery could be inserted . ",battery!+,way!easy|plate!front|plate!enough
1094,"creative also sells batteries via its website , so there 's no shipping off my player and waiting for it to be sent back to me with the new battery . ",,website!creative|battery!new
1095,the new organizer software that ships with the nomad zen xtra could n't be easier to use . ,software!+,xtra!easier|software!new|organizer!new|zen!nomad
1096,"point the "" media sniffer "" to your music files and let it do the rest . ",,
1097,"you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player . ",playlist!+,
1098,"and with usb 2.0 , transferring music to your player is incredibly easy . ",transfer!+,music!easy|player!easy
1099,"you can also delete songs from the player itself , and create playlists - on the fly - on your player . ",,
1100,"the sound is great , and the volume is more than satisfactory for commutes and shutting out external noise . ",sound!+,sound!great|volume!satisfactory
1101,"i thought i 'd have to buy a set of headphones to use with it , but the included earbuds work quite well . ",earbud!+,
1102,"they could be more comfortable , but no complaints in the sound department . ",earbud!+,
1103,i 've played around with the equalizer settings and am satisfied at the range of choices i have there too . ,equalizer!+,
1104,"there are plenty other features that i have n't checked out , but i 'm sure i soon will . ",,
1105,it ships with a carrying case that has a belt clip on it . ,,
1106,"however , i do n't like to carry it on my belt because the clip is n't secure and the case can slip off . ",clip!-,clip!secure|belt!like
1107,it happened to me once . ,,
1108,so now i keep it in my pocket . ,,
1109,"also , the carrying case that came with mine covers up the display , so even though the side controls are reachable , i have to open it up to see the display . ",case!-,side!reachable|case!open
1110,"it would have been better to have some sort of window on teh carrying case , so you could see the display without opening it . ",,sort!better|teh!sort|display!teh
1111,"that 's my only real complaint about the nomad zen xtra , though . ",,|xtra!nomad|complaint!nomad|zen!nomad
1112,this player is an overall disappointment with a couple of big flaws that potential buyers should be wary of ; and all readers need to know about a third party software company that resolves virtually all of the creative mediasource file transfer issues . ,player!-,player!disappointment|company!third|party!third|couple!player|software!third
1113,zen good points : ,,
1114,1 . i achieved my basic objective ; my entire cd collection is on a portable device with lots of room to store more . ,storage!+,
1115,2 . most mp3 players have a gap between the end of one track and the start of the next ; it 's annoying in music that is intended to be continuous . ,,
1116,the zen has minimal stoppage between tracks ; when listening to music that continues from one track to the next the gap is just a hesitation - a slightly audible click ; if i am not listening for the progress from one track to the next i do n't even notice the click . ,stoppage!+,click!audible|hesitation!audible|stoppage!minimal|track!next|zen!stoppage|gap!next|progress!next|music!hesitation
1117,flaws : ,,
1118,"1. creative mediasource software is ok to rip , catalog & burn music if you are starting from scratch ; but i used musicmatch to rip my cds before i bought the zen ( 278 cds ; 3,400 tracks ; 12.5 gb of music all ripped at 128bps ) and guess what ? ",software!-,
1119,mediasource did not recognize my tags ! ,mediasource!-,
1120,my choices at that moment were to manually re-tag my music or re-rip using mediasource . ,,
1121,i do n't think so . ,,
1122,"btw , if you * are * ripping your cds , mediasource accesses the cddb music catalog over the internet and the few cds i experimented with all provided good quality [ correct & uncluttered ] tag information . ",,quality!good|information!good|internet!few|tag!quality|catalog!cddb|music!cddb|btw!catalog|mediasource!btw
1123,"2 . despite most reviewers giving kudos to the zen for music quality , i experienced a flaw using eax . ",eax!-,
1124,after about 45 mins of listening there was audible static in the player . ,,player!static
1125,when i turned eax off the static disappeared . ,,
1126,when i turned eax back on the static was also not present . ,,|eax!present
1127,"creative are * the * sound people for computers , i can 't understand why eax would introduce static . ",eax!-,t!creative|eax!static
1128,is eax faulty ?,,eax!faulty
1129,is my unit defective ? ,,unit!defective
1130,was i just unlucky at that moment ? ,,
1131,was it a full moon that night ? ,,|moon!full|night!full
1132,i have n't figured it out yet . ,,
1133,3 . mediasource is an application with serious user interface flaws . ,mediasource!-,
1134,do not underestimate this in your purchase decision . ,,
1135,"many reviewers refer to it as "" clunky "" or "" difficult "" - heed their warnings . ",,
1136,some amazon reviewers say it corrrupted their music files ; ,,
1137,"i did n't use it long enough to know , but clearly you need to use it with caution . ",,caution!enough
1138,"4 .the zen * stores * data files , but does not allow a folder structure nor does it allow documents to be opened or programs to be launched from its disk ( they must be copied to another hard drive to be launched ) . ",folder structure!-,
1139,"in other words , the zen is not a convenient data storage device ; only buy the capacity you need for your music collection ( see point 1. for some sizing information ) . ",storage!-,device!convenient|zen!convenient|storage!convenient|capacity!only
1140,my goal of using it as a music player * and * data storage device has not been met ; do n't make the same mistake . ,,goal!mistake|mistake!goal
1141,5 . the zen does not have a stop button ! ,stop button!-,
1142,"you can stop playback by pressing 2 buttons , first the pause button , then the "" next track "" or "" previous track "" button . ",,|button!first|pause!first|track!button|playback!button
1143,but this is * not documented * in the zen manual - neither the hard copy nor the cd version . ,manual!-,copy!hard|version!hard|manual!copy|cd!copy
1144,to discover this i had to read about 10 online reviews ( with many complaints about the lack of stop button ) before i found one reviewer who was smart enough to both figure it out & document it . ,,figure!smart
1145,"6 . the zen nx battery requires the ac adapter to recharge ; it does not charge by usb cable ; this is not tragic , but usb recharging would be a convenient ( additional ) choice . ",usb recharge!-,
1146,if you are buying a zen xtra check whether the battery recharges via usb ; it does not on the zen nx . ,,
1147,7 . mediasource did not install on my personal notebook . ,mediasource!-,
1148,"it referred to a "" microsoft jet database engine "" error and the install program suggested i download a service pack from the ms website to fix the problem ; ",,engine!error|microsoft!error|jet!error|program!engine|database!error|error!program
1149,i did that and re-installed the software but had the same error . ,,
1150,creative provided e-mail support ; ,,
1151,"i followed their advice but that failed , too . ",,
1152,i experimented with installing mediasource on 2 other computers at home and it worked fine . ,,fine!worked|home!other
1153,"so it is probably "" just bad luck "" on my part that the personal notebook i own had this install error . ",,|notebook!personal
1154,"however , it did motivate me to find a work-around solution . ",,
1155,third party software to the rescue ,,|software!third|party!third|rescue!third
1156,after much frustration ( above ) i found the notmad explorer ; cute product name for software that resolves virtually all of the creative mediasource file transfer & organization problems . ,,name!cute|explorer!frustration|transfer!creative|product!cute|frustration!explorer|software!cute|organization!transfer|mediasource!creative|file!creative
1157,"i am not associated with the company , i am not providing a url , but search for notmad and you should find it pretty easily . ",,
1158,this provides drag & drop transfers of music between the computer & zen ; each time it transfers music to the zen it asks if you want to generate a playlist ; it allows playlists developed in other software to be transferred to the zen ( . ,,|software!other
1159,"m3u files are used by most mp3 players like musicmatch and winamp , but not creative - without notmad you need to manually recreate your playlists ) ; it does n't care what software you use to rip or catalog your music - creative or any other company - all my 12.5 gb of music were transferred to the zen with correct tags - hooray ! ",notmad!+,music!rip|software!rip|company!other|musicmatch!mp3|winamp!musicmatch|catalog!music|zen!rip|gb!music|hooray!correct
1160,"notmad has other features too , but this is not an advertisement so please see the company 's web site for more information ... ",,|advertisement!notmad|notmad!advertisement
1161,conclusion : ,,
1162,if i knew then what i know now i would have paid the extra to get an ipod & avoided the zen . ,,
1163,given that i already have the zen the only reason i am happy with it is because of the notmad software . ,software!+,|reason!only|software!only|zen!notmad
1164,and i am hoping the static i heard when using eax was a blip ... ,,
1165,"to summarize , i am using the creative zen as a mobile device ; ",,zen!creative|device!mobile
1166,"i am using musicmatch to rip & catalog ( and if i choose , download ) music ; ",,music!rip|catalog!music
1167,i am using notmad explorer to move music & playlists between the zen & my computer . ,,|explorer!notmad
1168,the only creative software i am using is the device driver ( s ). ,,software!creative|device!software|driver!software
1169,"this is one of those items that , at first glance , looked cool but did n't really ring a bell with me . ",,glance!cool
1170,"now that i own it , however , i can 't imagine being without it ! ",player!+,|t!own
1171,i have stored around 60 cd 's ( at 160kbps ) on this and have barely touched the available memory . ,memory!+,memory!available
1172,the sound quality is fantastic ( cd quality ) and it is really great to carry this around instead of stacks of cd 's or tapes ! ,sound quality!+,quality!fantastic
1173,it is exceedingly simple to navigate around in this device . ,navigation!+,|device!simple
1174,i did n't read a thing about how to operate it -- it was just intuitive . ,operate!+,
1175,i was cruising around the device within 20 minutes . ,,
1176,the pc-side software can be goofy and takes a little getting used to but it 's not as bad as some reviewers have indicated . ,software!-,software!goofy|pc-side!goofy
1177,one other plus is that napster now supports this device via their software . ,napster!+,napster!supports|device!supports|software!napster
1178,my one recommendation to creative is to get some marketing people to work on the names of these things . ,,
