,index,sentence,lambda,raw_aspect,sentiment,aspect,target
197,197,"but once youve got your exposure within an acceptable range , the g3 is shown to produce utterly stunning images that i can hardly get with my nikon f100 film camera . ","CC(acceptable+range_NN_N_0(got_VB_N_0(exposure_NN_N_0),youve_NN_N_0,is_VB_N_0(shown_VB_N_0(produce_VB_N_0(CC(nikon_NN_N_0,f100+film+camera_NN_N_0,\X.get_VB_N_0(X),seq(g3_NN_P_2,images_NNS_N_0),i_FW_N_0))))))",['g3_NN_P_2'],[1],['g3'],
198,198,"the 60 ct-4 flash head can actually be reversed 180 degrees and then tilted , enabling you to bounce the flash off the walls behind you . ","CC(enabling_VB_N_0(you_PRP_N_0,you_PRP_N_0(walls_NNS_N_0(bounce_VB_N_0(flash_NN_N_0)))),be_VB_N_0(reversed_VB_N_0(degrees_NNS_N_0)),CC(ct4_NN_N_0,flash+head_NN_N_0))",[],[],[],
199,199,the results are shadow-free images that look as if theyve been exposed with the gentlest natural light you could imagine . ,results_NNS_N_0,[],[],[],
200,200,"now there is one more complaint i have about the g3 and that is the software that comes with it for processing raw images ( i only shoot in raw image mode and the first thing i did was replace the 32 mbyte cf with a 512 mbyte cf , which gives me 130 raw images , as opposed to 7 ! ","CC(was_VB_N_0(replace_VB_N_0(32+mbyte+cf_NN_N_0,512+mbyte+cf_NN_N_0),did_VB_N_0(first+thing_NN_N_0,i_FW_N_0)),CC(is_VB_N_0(software_NN_N_0),is_VB_N_0(g3_NN_N_0(\X.have_VB_N_0(X),CC(one+more_NN_N_0,complaint_NN_Ne_1),i_FW_N_0))))",['complaint_NN_Ne_1'],[0],['complaint'],software[-2]
201,201,"the canon software for raw images does not present you with a raw image at all , but the raw image after it has been processed by all the image-affecting settings in the camera . ","has_VB_N_0(been_VB_N_0(camera_NN_N_0(imageaffecting_VB_N_0(settings_NNS_N_0),\X.processed_VB_N_0(X))),it_PRP_N_0,CC(raw+image_NN_N_0,raw+image_NN_N_0),canon+software_NN_N_0)",[],[],[],software[-2]
202,202,i believe this is enabled by a second file that comes out of the camera that stores all this information . ,"believe_VB_N_0(is_VB_N_0(CC(stores_NNS_N_0,information_NN_N_0,camera_NN_N_0(\X.comes_VB_N_0(X),second+file_NN_N_0),\X.enabled_VB_N_0(X))),i_LS_N_0)",[],[],[],
203,203,"maybe if you delete those files before you looked at them with the software , youd see the true , raw image that the camera actually produces . ","software_NN_N_0(looked_VB_N_0(them_PRP_N_0),you_PRP_N_0,delete_VB_N_0(files_NNS_N_0),you_PRP_N_0,youd_NN_N_0)",[],[],[],
204,204,i didnt wait to experiment . ,"didnt_FW_N_0(wait_VB_N_0(experiment_NN_N_0),i_FW_N_0)",[],[],[],
205,205,"instead , i bought the adobe photoshop camera raw plug-in . ","bought_VB_N_0(adobe_NN_N_0(photoshop_NN_N_0(CC(camera_NN_N_0,raw+plugin_NN_N_0))),i_FW_N_0)",[],[],[],
206,206,what this plug-in reveals is the truly stunning quality of the raw g3 hardware . ,"\X.reveals_VB_N_0(X,plugin_NN_P_1)",['plugin_NN_P_1'],[1],['plugin'],g3[+3]
207,207,"without any tweaking at all , if the exposure is accurate , the colors are as realistic as ive ever seen produced by film , and this is a raw image ! ","tweaking_NN_P_1(CC(is_VB_N_0(raw+image_NN_N_0),colors_NNS_N_0))",['tweaking_NN_P_1'],[1],['tweaking'],color[+3]
208,208,the adobe camera raw plug-in shows once again that hardware is miles ahead of software . ,"shows_VB_N_0(is_VB_N_0(CC(software_NN_N_0,miles_NNS_N_0),hardware_NN_N_0),adobe_NN_N_0(CC(camera_NN_N_0,raw+plugin_NN_N_0)))",[],[],[],"g3[+3],software[-2]"
209,209,what the g3 raw image software gives you is a fantasy world designed to please the uncritical . ,"is_VB_N_0(fantasy+world_NN_N_0,\X.gives_VB_N_0(you_PRP_N_0,X,CC(g3_NN_N_0,raw+image+software_NN_N_0)))",[],[],[],software[-2]
210,210,"what the photoshop plug-in gives you is reality , and then if you want fantasy , you can use photoshop to create it . ","CC(want_VB_N_0(fantasy_NN_N_0,you_PRP_N_0,use_VB_N_0(photoshop_NN_N_0,create_VB_N_0(it_PRP_N_0),you_PRP_N_0)),is_VB_N_0(reality_NN_N_0,\X.gives_VB_N_0(you_PRP_N_0,X,photoshop+plugin_NN_N_0)))",[],[],[],
211,211,but at least youre starting with the most photorealistic images ive ever seen from a camera . ,"CC(seen_VB_N_0(camera_NN_N_0,youre_NN_N_0(starting_VB_N_0(seq(photorealistic_JJ_N_0,images_NNS_N_0)))))",[],[],[],image[+3]
212,212,"i am stunned and amazed at the quality of the raw images i am getting from this g3 ( in conjunction with my professional flash system ) , and can easily put up with the cameras limitations , because ive never seen anything better within its resolution limits . ","CC(CC(resolution_NN_N_0,limits_NNS_Ne_1,seen_VB_N_0(seq(limitations_NNS_P_1,anything_NN_N_0)),limitations_NNS_N_0),am_VB_N_0(am_VB_N_0(CC(professional+flash+system_NN_N_0,conjunction_NN_N_0,g3_NN_N_0(\X.getting_VB_N_0(X))),seq(quality_NN_N_0,images_NNS_N_0),i_FW_N_0,CC(\X.amazed_VB_P_1(X),stunned_JJ_P_1))),i_FW_N_0)",[],[],[],raw image[+3]
213,213,"i 've had this for 3 months now , and i am pleased with my decision . ","CC(pleased_VB_P_1(decision_NN_N_0,i_FW_N_0),ve_FW_N_0(months_NNS_N_0(\X.had_VB_N_0(X)),i_FW_N_0))",[],[],[],camera[+2][p]
214,214,this is the perfect camera for a photo hobbiest who wants to have easy point and shoot ability as well . ,"is_VB_N_0(wants_VB_N_0(CC(CC(shoot_NN_N_0,ability_NN_N_0),have_VB_N_0(easy+point_NN_N_0)),photo+hobbiest_NN_N_0,perfect+camera_NN_N_0))",[],[],[],camera[+3]
215,215,my girlfriend loved using this camera so much as a point and shoot that i had to pry it out of her hands most of the time . ,"CC(shoot_VB_N_0(had_VB_N_0(hands_NNS_N_0(pry_VB_Ne_1(it_PRP_N_0)),i_FW_N_0)),loved_VB_P_1(using_VB_N_0(camera_NN_N_0)),girlfriend_NN_N_0)",[],[],[],
216,216,"battery life , the drawback to most digital cameras , to quote k. reeves . ","quote_VB_N_0(CC(k_NN_N_0,reeves_NNS_N_0),seq(battery+life_NN_N_0,cameras_NNS_N_0))",[],[],[],battery life[+1]
217,217,whoa . ,whoa_NN_P_1,['whoa_NN_P_1'],[1],['whoa'],
218,218,"manual functionality is excellent , downloading pictures is quick and a breeze , and the quality is astounding . ","CC(CC(quality_NN_P_1,breeze_NN_P_1),is_VB_N_0(downloading_VB_N_0(pictures_NNS_N_0),manual+functionality_NN_N_0))","['quality_NN_P_1', 'breeze_NN_P_1']","[1, 1]","['quality', 'breeze']","manual function[+2],picture quality[+3]"
219,219,"i did a good month 's worth of research before buying this over other similar priced digital cameras , and this is the best buy for the buck . ","CC(is_VB_N_0(CC(buck_NN_N_0,best+buy_NN_N_0)),did_VB_N_0(CC(worth_NN_N_0,research_NN_N_0,good+month_NN_N_0),i_LS_N_0))",[],[],[],
220,220,"not perfect ( yes , the viewfinder can get obstructed in instances.but the lcd works well enough in those instances ) , not the cheapest 4.0 mp , but the best 4.0 mp . ","get_VB_N_0(instancesbut_NN_P_1(\X.obstructed_VB_Ne_1(X)),viewfinder_NN_P_1,mp_NN_N_0)","['instancesbut_NN_P_1', 'viewfinder_NN_P_1']","[1, 1]","['instancesbut', 'viewfinder']","viewfinder[-1],lcd[+2],camera[+3]"
221,221,"if you do n't believe me on that , check the consumer reports review as well as the many digital camera review sites out there . ","check_NN_N_0(believe_VB_N_0(me_PRP_N_0),you_PRP_N_0,camera_NN_N_0(CC(review_NN_N_0,sites_NNS_N_0),review_NN_N_0(consumer_NN_N_0(\X.reports_VB_N_0(X)))))",[],[],[],
222,222,"or save time and just do it , you won't regret it . ","CC(CC(do_VB_N_0(it_PRP_N_0),save_VB_N_0(time_NN_N_0)),wonot_VB_N_0(regret_VB_Ne_1(it_PRP_N_0),you_PRP_N_0))",[],[],[],
223,223,"after reading the very positive review of this camera in a leading consumer magazine , i decided to head here , to amazon , to read through the online reviews . ","decided_VB_N_0(seq(online_JJ_N_0,reviews_NNS_P_2,\X.read_VB_N_0(X),\X.amazon_VB_N_0(X),\X.head_VB_N_0(X)),i_FW_N_0)",[],[],[],
224,224,"the objections of the naysayers almost caused me to purchase a different camera , but , in the end , i figured i 'd give the g3 a try . ","CC(end_NN_N_0(figured_VB_N_0(d_FW_N_0(give_VB_N_0(g3_NN_N_0,try_NN_N_0),i_FW_N_0),i_FW_N_0)),caused_VB_N_0(me_PRP_N_0,purchase_VB_N_0(different+camera_NN_N_0),CC(naysayers_NNS_N_0,objections_NNS_Ne_1)))",[],[],[],
225,225,i 'm very glad i did . ,"glad_JJ_P_2(did_VB_N_0(i_FW_N_0),i_FW_N_0)",[],[],[],
226,226,the service from the supplier was exceptional . ,"CC(supplier_NN_P_1,service_NN_P_1)","['supplier_NN_P_1', 'service_NN_P_1']","[1, 1]","['supplier', 'service']",service[+3]
227,227,the camera arrived on time and in perfect condition . ,"CC(perfect+condition_NN_N_0,time_NN_N_0,\X.arrived_VB_N_0(X),camera_NN_N_0)",[],[],[],
228,228,"having used it for more than a month , i can say that it consistently produces topnotch photos . ","say_VB_N_0(produces_VB_N_0(seq(topnotch_JJ_P_1,photos_NNS_N_0),it_PRP_N_0),i_FW_N_0)",[],[],[],photo[+3]
229,229,"recently , i attended a "" flyball "" competition ","attended_VB_N_0(flyball+competition_NN_N_0,i_FW_N_0)",[],[],[],
230,230,-- an event that involves dogs running and jumping hurdles . ,"involves_VB_N_0(CC(\X.jumping_VB_N_0(X),\X.running_VB_N_0(X),hurdles_NNS_N_0,dogs_NNS_N_0),event_NN_N_0)",[],[],[],
231,231,"by cocking the shutter to the halfway position and getting the settings ready to shoot , i was able to produce excellent stopaction photos -- contrary to what other reviewers experienced . ","CC(getting_VB_N_0(settings_NNS_N_0,shutter_NN_P_1(\X.shoot_VB_N_0(X))),produce_VB_N_0(CC(stopaction_NN_N_0,photos_NNS_N_0),i_FW_N_0))",['shutter_NN_P_1'],[1],['shutter'],photo[+3]
232,232,"the camera is a dream to operate in automode , but also gives tremendous flexibility in aperture priority , shutter priority , and manual modes . ","CC(aperture_NN_N_0(priority_NN_N_0(shutter_NN_N_0(CC(seq(priority_NN_N_0,modes_NNS_N_0)))),gives_VB_N_0(tremendous+flexibility_NN_N_0)),is_VB_N_0(automode_NN_N_0(\X.operate_VB_N_0(X),dream_NN_N_0)),camera_NN_N_0)",[],[],[],"automode[+2],manual mode[+2]"
233,233,in the coastal redwood forests i was able to use these additional features along with the macro-focussing option to shoot wonderful close-up photos of the trilliums and other flowers in bloom . ,"CC(redwood_NN_N_0,forests_NNS_N_0,bloom_NN_N_0(shoot_VB_N_0(CC(seq(photos_NNS_N_0,flowers_NNS_N_0))),macrofocussing+option_NN_N_0,use_VB_N_0(seq(additional_JJ_N_0,features_NNS_N_0)),i_FW_N_0))",[],[],[],
234,234,about the only legitimate criticsm from the online reviews is that fact that the lens really does obstruct the viewfinder . ,"is_VB_N_0(fact_NN_N_0(does_VB_N_0(obstruct_VB_Ne_1(viewfinder_NN_N_0),lens_NN_N_0)),seq(only_JJ_N_0,legitimate+criticsm_NN_N_0))",[],[],[],viewfinder[-2]
235,235,this effect is increased when one buys and uses a telephoto doubler . ,"is_VB_N_0(CC(\X.uses_VB_N_0(X),\X.buys_VB_N_0(X),telephoto+doubler_NN_N_0,\X.increased_VB_N_0(X)),effect_NN_N_0)",[],[],[],
236,236,but who cares ? ,CC(\X.cares_VB_N_0(X)),[],[],[],
237,237,i always shoot using the lcd panel . ,"shoot_VB_N_0(using_VB_N_0(lcd+panel_NN_N_0),i_LS_N_0)",[],[],[],
238,238,i can 't write enough positive things about this great little camera ! ,"t_NN_N_0(write_VB_N_0(seq(positive_JJ_P_1,things_NNS_P_1)),i_LS_N_0)",[],[],[],camera[+3]
239,239,"being a great fan of the g2 i set out with g3 with a somewhat negative expectation , difficult as it is to improve drastically on something already as ' perfect ' as the powershot g2 . ","being_VB_N_0(CC(g2_NN_N_0,great+fan_NN_N_0),\X.is_VB_N_0(something_NN_P_1(\X.improve_VB_P_1(X)),it_PRP_N_0,CC(somewhat+negative_NN_Ne_1,expectation_NN_Ne_1,g3_NN_N_0(\X.set_VB_N_0(X))),X,i_FW_N_0),g2_NN_N_0)","['something_NN_P_1', 'somewhat+negative_NN_Ne_1', 'expectation_NN_Ne_1']","[1, 0, 0]","['something', 'somewhat negative', 'expectation']",
240,240,but canon never fails to amaze . ,CC(fails_VB_Ne_1(\X.amaze_VB_P_1(X))),[],[],[],canon[+3]
241,241,some of the great gains over g2 -- ,"g2_NN_N_0(seq(great_JJ_P_1,gains_NNS_P_1))",[],[],[],
242,242,1 . the ability to selectively switch to raw format during record review gives you incredible more post-processing flexibility . ,"NSS(\X.X,record+review_NN_N_0(switch_VB_N_0(raw+format_NN_N_0),ability_NN_N_0))",[],[],[],raw format[+2]
243,243,"2 . battery life is over 4.5 hours , compared to about 2.5 hours for the g2 or the 2 hours for most nikons . ","NSS(\X.X,compared_VB_N_0(CC(hours_NNS_N_0,g2_NN_N_0,hours_NNS_N_0),is_VB_N_0(hours_NNS_N_0),battery+life_NN_N_0))",[],[],[],battery life[+1]
244,244,3 . the remote capture and fileviewer software bundled for photo capture is mind-blowing . ,"NSS(\X.X,is_VB_N_0(\X.mindblowing_VB_N_0(X),bundled_VB_N_0(photo+capture_NN_N_0,CC(fileviewer+software_NN_N_0,capture_NN_N_0))))",[],[],[],software[+2]
245,245,"looks sort of like picasa software ( google it if you dont know ) in the interface and is as easy to install and operate as g2 's , but more intuitive . ","CC(CC(CC(CC(g2_NN_P_1,g2_NN_P_1),\X.operate_VB_N_0(X)),\X.install_VB_N_0(X)),interface_NN_N_0(dont_VB_N_0(\X.know_VB_N_0(X))),you_PRP_N_0,seq(google_NN_N_0,it_PRP_N_0),looks_VB_N_0(CC(like+picasa+software_NN_N_0,sort_NN_N_0)))","['g2_NN_P_1', 'g2_NN_P_1']","[1, 1]","['g2', 'g2']",
246,246,"4 . the shape of this device is a little squarer , without losing the weight which means better balance and less shaking while clicking . ","NSS(\X.X,losing_VB_Ne_1(means_VB_N_0(better+balance_NN_N_0,weight_NN_N_0),is_VB_N_0(CC(shape_NN_N_0,shape_NN_N_0))))",[],[],[],shape[+1]
247,247,a big plus in my book . ,book_NN_N_0(CC(big_JJ_N_0)),[],[],[],
248,248,"5 . the 1/200 sec , f5.6 + nd filter for highly exposed ( or very brightly lit ) environments . ","NSS(\X.X,CC(\X.lit_VB_N_0(X),\X.exposed_VB_N_0(X),environments_NNS_N_0,CC(sec_NN_N_0,f56+nd+filter_NN_N_0)))",[],[],[],
249,249,the light auto-correction is awesome . ,"seq(awesome_JJ_P_1,light+autocorrection_NN_N_0)",[],[],[],light auto correction[+2]
250,250,you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right . ,"CC(CC(right_NN_N_0,avoid_VB_N_0(shining_VB_N_0(\X.glaze_VB_N_0(X)))),take_VB_N_0(sun_NN_N_0(\X.glinting_VB_N_0(X),stone_NN_N_0,picture_NN_N_0)),you_PRP_N_0)",[],[],[],picture[+2]
251,251,"6 . the g2 's "" color effect "" exposure mode has now been removed , the replacement is a selectable "" effect func "" menu option available in all exposure modes . ","NSS(\X.X,been_VB_N_0(removed_VB_N_0(is_VB_N_0(CC(exposure_NN_N_0,modes_NNS_N_0,func+menu+option_NN_P_1),replacement_NN_N_0)),g2_NN_N_0(CC(color_NN_N_0,effect+exposure+mode_NN_N_0))))",['func+menu+option_NN_P_1'],[1],['func menu option'],
252,252,"there are six default settings ( off , vivid , sepia , neutral , low sharpening , b & w ) as well as a ' custom effect ' that allows you to control sharpening , contrast and saturation . ","are_VB_N_0(allows_VB_N_0(you_PRP_N_0,control_VB_N_0(sharpening_VB_N_0(CC(saturation_NN_N_0,contrast_NN_N_0))),custom+effect_NN_N_0,CC(default_NN_N_0,settings_NNS_N_0,w_NN_N_0)))",[],[],[],
253,253,7 . a new photostich software for stiching your pics into a panoramic view . ,"NSS(\X.X,stiching_VB_N_0(pics_NNS_N_0,panoramic+view_NN_N_0,new+photostich+software_NN_N_0))",[],[],[],
254,254,i can of course buy such a tool off the shelves separately but helps if it comes with my camera . ,"CC(comes_VB_N_0(camera_NN_N_0,it_PRP_N_0,\X.helps_VB_N_0(X)),course_NN_N_0(shelves_NNS_N_0(buy_VB_N_0(tool_NN_N_0))),i_LS_N_0)",[],[],[],
255,255,"( looks quite neat too suggesting that canon may have , er , canonized it a bit ). ","suggesting_VB_N_0(have_VB_N_0(er_NN_N_0,bit_NN_N_0(canonized_VB_N_0(it_PRP_N_0)),canon_NN_N_0),neat_JJ_P_1(\X.looks_VB_N_0(X)))",[],[],[],
256,256,"8 . perhaps inspired by the canon 's factory white-correction settings ( which were found lacking and had to be altered by a user before the white edges from buildings etc could be cleaned out ) , the g3 has much sharper white offsets . ","NSS(\X.X,CC(had_VB_N_0(be_VB_N_0(user_NN_N_0(\X.altered_VB_N_0(X)))),were_VB_N_0(found_VB_N_0(\X.lacking_VB_Ne_1(X))),canon_NN_N_0(factory_NN_N_0(CC(whitecorrection_NN_N_0,settings_NNS_N_0))),\X.inspired_VB_N_0(X),has_VB_N_0(CC(offsets_NNS_N_0,offsets_NNS_P_1),g3_NN_N_0)))",[],[],[],white offset[+2]
257,257,"in english , this means that even straight out of the box , you 'll be amazed at the pics you end up taking . ","means_VB_N_0(ll_VB_N_0(be_VB_N_0(end_VB_N_0(\X.taking_VB_N_0(X),pics_NNS_N_0,you_PRP_N_0,\X.amazed_VB_P_1(X))),you_PRP_N_0))",[],[],[],
258,258,"9 . in dim lit environs the g2 could easily outperform any other camera , and thankfully g3 maintains this rep . ","NSS(\X.X,CC(maintains_VB_N_0(rep_NN_N_0,thankfully+g3_NN_N_0),lit_VB_N_0(environs_NNS_Ne_1,outperform_VB_P_1(other+camera_NN_N_0,g2_NN_N_0))))",[],[],[],
259,259,personally i believe it even outperforms the g2 in terms of less haze and astonishingly real colors . ,"believe_VB_N_0(CC(seq(less+haze_NN_N_0,colors_NNS_N_0),terms_NNS_N_0,outperforms_VB_P_1(g2_NN_N_0),it_PRP_N_0),i_FW_N_0)",[],[],[],
260,260,"overall , the g3 delivers what must be considered the best image quality of any current > 4 megapixel digicams , from a detail , tonal balance and color response point of view . ","delivers_VB_N_0(be_VB_N_0(view_NN_N_0(detail_NN_N_0(CC(color+response+point_NN_N_0,balance_NN_N_0)),considered_VB_N_0(CC(megapixel_NN_N_0,digicams_NNS_N_0,best+image+quality_NN_N_0)))),g3_NN_N_0)",[],[],[],g3[+3]
261,261,there 's really very little about g3 images to criticize . ,"CC(g3_NN_N_0,images_NNS_N_0,\X.criticize_VB_Ne_4(X),there_RB_N_N_0)",[],[],[],
262,262,short of the eos range from canon or the d100s from nikon ( both slrs ) .,"CC(canon_NN_N_0,nikon_NN_N_0(CC(slrs_NNS_N_0)),eos_NNS_N_0(\X.range_VB_N_0(X)),short_RB_N_N_0)",[],[],[],
263,263,this is quite simply the best you can ask for . ,"is_VB_N_0(ask_VB_N_0(best_JJ_P_1,you_PRP_N_0))",[],[],[],camera[+3][p]
264,264,i love my g2 so thought i would upgrade . ,"thought_VB_N_0(upgrade_VB_N_0(i_FW_N_0),love_VB_P_1(g2_NN_N_0),i_FW_N_0)",[],[],[],
265,265,big mistake . ,"seq(big_JJ_N_0,mistake_NN_Ne_1)",['mistake_NN_Ne_1'],[0],['mistake'],
266,266,the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds . ,"CC(CC(shutter_NN_N_0,was_VB_N_0(\X.pressed_VB_N_0(X),shutter_NN_N_0),take_VB_N_0(picture_NN_N_0)),had_VB_N_0(low+light_NN_N_0(\X.focusing_VB_N_0(X),problems_NNS_Ne_1)),g3_NN_N_0)",[],[],[],low light focus[-2]
267,267,got way too many blurry pictures . ,"got_VB_N_0(way_NN_N_0,seq(blurry_JJ_Ne_1,pictures_NNS_N_0))",[],[],[],picture[-3]
268,268,i have returned the g3 ( actually i tried two of them ) and have my g2 ! ,"CC(have_VB_N_0(g2_NN_N_0),tried_VB_N_0(them_PRP_N_0),i_FW_N_0,have_VB_N_0(returned_VB_N_0(g3_NN_N_0)),i_LS_N_0)",[],[],[],
269,269,"when shopping for digital cameras i looked at the nikon cp5700 , olympus c5050 , nikon cp5000 , and the canon g3 . ","looked_VB_N_0(CC(canon+g3_NN_N_0,CC(nikon+cp5700+olympus_NN_N_0,c5050+nikon+cp5000_NN_N_0)),i_FW_N_0)",[],[],[],
270,270,"yes , all cameras except g3 were 5mp but i was looking for a lot more than just megapixel power . ","CC(was_VB_N_0(looking_VB_N_0(megapixel+power_NN_N_0(seq(cameras_NNS_N_0,lot_NN_N_0))),i_FW_N_0))",[],[],[],
271,271,"not only was i was shopping for a camera that would suit my casual and artistic photographic needs , i had to keep in mind that my fiance wanted to use this camera as well . ","was_VB_N_0(i_FW_N_0,shopping_VB_N_0(suit_VB_N_0(had_VB_N_0(wanted_VB_N_0(use_VB_N_0(camera_NN_N_0),fiance_NN_N_0,mind_NN_N_0(\X.keep_VB_N_0(X))),CC(needs_NNS_N_0,needs_NNS_N_0),i_FW_N_0),camera_NN_N_0),\X.was_VB_N_0(X)))",[],[],[],
272,272,her main focus was having a camera that is easy to understand and use . ,"was_VB_N_0(having_VB_N_0(camera_NN_P_1(CC(\X.use_VB_N_0(X),\X.understand_VB_N_0(X)))),main+focus_NN_N_0)",['camera_NN_P_1'],[1],['camera'],
273,273,the nikon 's are great cameras . ,nikon_NN_P_1,['nikon_NN_P_1'],[1],['nikon'],
274,274,"+ they have great optics ( cp5700 has great optical zoom ) and features , not to mention take great pictures . ","have_VB_N_0(CC(features_VB_N_0(mention_VB_N_0(take_VB_N_0(seq(optical+zoom_NN_P_1,pictures_NNS_N_0)))),CC(cp5700_NN_P_1,optics_NNS_P_1)),they_PRP_N_0)","['optical+zoom_NN_P_1', 'cp5700_NN_P_1']","[1, 1]","['optical zoom', 'cp5700']",
275,275,"- the drawbacks were that they were not user friendly for the casual photographer , the lcd screen is a little too small , cp5000 does not take photos in raw format . ","were_VB_N_0(is_VB_N_0(\X.raw+format_NN_N_0(take_VB_N_0(photos_NNS_N_0),X,CC(too+small_NN_N_0,cp5000_NN_N_0)),user_NN_N_0,lcd+screen_NN_N_0,they_PRP_N_0),drawbacks_NNS_Ne_1)",[],[],[],
276,276,olympus c5050 is a very solid camera with a metal body . ,olympus+c5050_NN_P_2,['olympus+c5050_NN_P_2'],[1],['olympus c5050'],
277,277,"+ takes sharp 5mp photo 's , has great features and relatively easy to use . ","takes_VB_N_0(seq(sharp_JJ_P_1,5mp+photo_NN_P_1))",['5mp+photo_NN_P_1'],[1],['5mp photo'],
278,278,"- i did n't care much for the tilting lcd screen , it seemed very limited and not very usefull . ","care_VB_N_0(it_PRP_N_0(CC(tilting+lcd+screen_NN_N_0,tilting+lcd+screen_NN_Ne_2)),i_LS_N_0)",['tilting+lcd+screen_NN_Ne_2'],[0],['tilting lcd screen'],
279,279,photos had some artifacts and noise . ,"had_VB_N_0(CC(noise_NN_Ne_1,artifacts_NNS_N_0),photos_NNS_N_0)",['noise_NN_Ne_1'],[0],['noise'],
280,280,my fiance just did n't like the way it felt in her hands . ,"like_VB_P_1(hands_NNS_N_0(\X.felt_VB_N_0(X),way_NN_N_0,it_PRP_N_0),fiance_NN_N_0)",[],[],[],
281,281,we also looked at the fuji fps602 . ,"looked_VB_N_0(fuji+fps602_NN_N_0,we_PRP_N_0)",[],[],[],
282,282,"nice camera but does n't take as sharp as pictures i thought they would , and again . ","CC(take_VB_N_0(seq(nice+camera_NN_P_1,pictures_NNS_N_0)))",['nice+camera_NN_P_1'],[1],['nice camera'],
283,283,fiance did n't like the feel . ,"like_VB_P_1(feel_NN_N_0,fiance_NN_N_0)",[],[],[],
284,284,the canon g3 . ,canon+g3_NN_N_0,[],[],[],
285,285,"4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use ( has a great swivel lcd screen ) , a lot of features and add-on options , comes with great software ( not to be overlooked ) , and last but by far not least , received my fiance 's stamp of approval ( two thumbs up ! ) ","CC(CC(CC(thumbs_NNS_N_0(received_VB_N_0(CC(approval_NN_N_0,fiance+stamp_NN_N_0))),great+software_NN_N_0),seq(photos_NNS_N_0,options_NNS_N_0)))",[],[],[],"photo[+3], use[+3], software[+2]"
286,286,"a lot of research went into digital camera 's before i made this purchase , and hands down , the g3 had everything i needed plus more . ","had_VB_N_0(needed_VB_N_0(everything_NN_N_0,i_FW_N_0),g3_NN_N_0,made_VB_N_0(CC(hands_NNS_N_0,purchase_NN_N_0)),i_FW_N_0,digital+camera_NN_N_0(\X.went_VB_N_0(X)),CC(research_NN_N_0,lot_NN_N_0))",[],[],[],
287,287,"the other cameras were great and i 'm sure many people will beg to differ from my observations , but to each his / her own . ","CC(beg_VB_Ne_1(differ_VB_N_0(observations_NNS_N_0),seq(cameras_NNS_N_0,people_NNS_N_0),i_FW_N_0))",[],[],[],
288,288,"i have no buyers remorse with this baby , and i never will . ","have_VB_N_0(CC(baby_NN_N_0,buyers+remorse_NN_N_0),i_LS_N_0)",[],[],[],
289,289,"always remember , cameras do n't take great pictures , people do ! ",remember_VB_N_0(cameras_NNS_P_1),[],[],[],
290,290,the powershot g3 is a great camera . ,"is_VB_N_0(great+camera_NN_N_0,powershot+g3_NN_N_0)",[],[],[],camera[+2]
291,291,why ? ,why_RB_N_N_0,[],[],[],
292,292,because it can help a so-so photographer take spectacular photos ! ,"take_VB_N_0(seq(spectacular_JJ_P_1,photos_NNS_N_0),it_PRP_N_0)",[],[],[],photo[+3]
293,293,"4 megapixels is plenty for all but pros , and you will not be disappointed with the results of this camera . ","CC(be_VB_N_0(disappointed_VB_Ne_1(CC(camera_NN_N_0,results_NNS_N_0)),you_PRP_N_0),megapixels_NNS_N_0)",[],[],[],camera[+2]
294,294,it 's slightly lighter than the g2 and packed with even more features . ,"CC(packed_VB_N_0(seq(g2_NN_N_0,features_NNS_N_0)),lighter_JJ_P_1,it_PRP_N_0)",[],[],[],feature[+1]
295,295,make sure you get a big compactflash card ( it comes with a 32mb ) -- the 512mb cards are pretty [ inexpensive ] here on amazon.com and can hold about 500 photos at a time ! ,"CC(time_NN_N_0(hold_VB_N_0(photos_NNS_N_0)),seq(amazoncom_NN_N_0,cards_NNS_N_0))",[],[],[],
296,296,"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots . ","is_VB_N_0(unresponsiveness_NN_P_1,CC(seq(canon+g3+camera_NN_N_0,cameras_NNS_N_0),catch_NN_N_0))",['unresponsiveness_NN_P_1'],[1],['unresponsiveness'],unresponsiveness[-2]
297,297,"prior to the purchase , none of my digital camera friends mentioned the delay between pressing the shutter button and the camera taking the picture . ","purchase_NN_N_0(mentioned_VB_N_0(pressing_VB_N_0(CC(taking_VB_N_0(picture_NN_N_0,camera_NN_N_0),shutter+button_NN_N_0),delay_NN_Ne_1),CC(camera_NN_N_0,friends_NNS_N_0,none_NN_N_0)))",['delay_NN_Ne_1'],[0],['delay'],
298,298,"no one told me , but i wanted to tell you . ","CC(wanted_VB_N_0(tell_VB_N_0(you_PRP_N_0),i_FW_N_0),told_VB_N_0(me_PRP_N_0,one_NN_N_0))",[],[],[],
299,299,this is not the same thing as a film camera . ,"is_VB_N_0(CC(film+camera_NN_N_0,same+thing_NN_N_0))",[],[],[],
