,id,review,term,label,pred_1,pred_2,pred_3,pred_4,pred_5
209,493013:1,"its location is good and the fact that hutner college is near and their prices are very reasonable, makes students go back to suan again and again.",good|price|make|reasonable,"AMBIENCE,PRICES",AMBIENCE|PRICES|AMBIENCE|PRICES,PRICES|PRICES|PRICES|PRICES,FOOD|PRICES|PRICES|PRICES,FOOD|PRICES|AMBIENCE|PRICES,AMBIENCE|PRICES|AMBIENCE|PRICES
210,493514:0,i cannot imagine a friendlier staff working in a restaurant.,restaurant|staff,SERVICE,AMBIENCE|SERVICE,SERVICE|SERVICE,FOOD|SERVICE,SERVICE|SERVICE,FOOD|SERVICE
211,498657:2,"the rest of the dim sum, though pricey by chinatown standards, is worth it.",price|though|worth,"PRICES,FOOD",PRICES|AMBIENCE|PRICES,PRICES|PRICES|PRICES,PRICES|FOOD|PRICES,PRICES|AMBIENCE|PRICES,PRICES|AMBIENCE|PRICES
212,503807:5,the service was friendly and the atmosphere was casual.,service|friendly|atmosphere,"SERVICE,AMBIENCE",SERVICE|AMBIENCE|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE,SERVICE|SERVICE|AMBIENCE,SERVICE|AMBIENCE|AMBIENCE
213,507844:0,this place would be so much better served by being run by a group that actually understands customer service.,place|service|would,SERVICE,AMBIENCE|SERVICE|AMBIENCE,AMBIENCE|SERVICE|PRICES,AMBIENCE|SERVICE|PRICES,AMBIENCE|SERVICE|SERVICE,AMBIENCE|SERVICE|PRICES
214,507937:2,spreads and toppings are great - though a bit pricey.,great|price|though,"FOOD,FOOD,PRICES,PRICES",PRICES|PRICES|AMBIENCE,AMBIENCE|PRICES|PRICES,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|AMBIENCE,AMBIENCE|PRICES|AMBIENCE
215,507937:3,service is fast and friendly.,service|friendly,SERVICE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|SERVICE,SERVICE|AMBIENCE
216,511290:4,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place|staff|like|make,"AMBIENCE,SERVICE",AMBIENCE|SERVICE|AMBIENCE|AMBIENCE,AMBIENCE|SERVICE|AMBIENCE|PRICES,AMBIENCE|SERVICE|AMBIENCE|PRICES,AMBIENCE|SERVICE|AMBIENCE|AMBIENCE,AMBIENCE|SERVICE|AMBIENCE|AMBIENCE
217,512294:0,"great food, great prices, great service.",service|great|great|great|price|food,"FOOD,PRICES,SERVICE",SERVICE|FOOD|FOOD|FOOD|PRICES|FOOD,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD,SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD
218,512294:1,"if you are looking for a good quality, cheap eats - this is the place.",place|good,"FOOD,PRICES",AMBIENCE|FOOD,AMBIENCE|PRICES,AMBIENCE|FOOD,AMBIENCE|FOOD,AMBIENCE|AMBIENCE
219,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",place|place|service|great|dinner|never,"AMBIENCE,SERVICE",AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|FOOD|PRICES,AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|FOOD|SERVICE,AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|FOOD|FOOD,AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|FOOD|AMBIENCE,AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|FOOD|AMBIENCE
220,527109:0,"volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service|friendly,SERVICE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|SERVICE,SERVICE|AMBIENCE
221,527109:4,"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",quibbles|bill|measures|liquers|courtesey|house,"PRICES,FOOD",FOOD|PRICES|PRICES|FOOD|FOOD|AMBIENCE,FOOD|PRICES|PRICES|||AMBIENCE,PRICES|PRICES|PRICES|||AMBIENCE,PRICES|PRICES|PRICES||SERVICE|AMBIENCE,FOOD|PRICES|PRICES|FOOD|SERVICE|AMBIENCE
222,535171:1,not the typical nyc gimmick theme restaurant.,restaurant,AMBIENCE,AMBIENCE,SERVICE,FOOD,SERVICE,FOOD
223,541532:0,cozy romantic atomosphere with only around 15 tables at most.,atomosphere|tables,AMBIENCE,AMBIENCE|SERVICE,|SERVICE,AMBIENCE|SERVICE,AMBIENCE|SERVICE,AMBIENCE|SERVICE
224,558423:4,"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",place|great|great|price|food|decor,"FOOD,AMBIENCE,PRICES",AMBIENCE|FOOD|FOOD|PRICES|FOOD|FOOD,AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE|PRICES|FOOD|AMBIENCE
225,558423:5,quick and friendly service.,service|friendly,SERVICE,SERVICE|SERVICE,SERVICE|AMBIENCE,SERVICE|AMBIENCE,SERVICE|SERVICE,SERVICE|AMBIENCE
226,561054:1,"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",never,"AMBIENCE,AMBIENCE",AMBIENCE,SERVICE,FOOD,AMBIENCE,AMBIENCE
227,584025:1,warm and friendly in the winter and terrific outdoor seating in the warmer months.,friendly,"AMBIENCE,AMBIENCE",FOOD,AMBIENCE,AMBIENCE,SERVICE,AMBIENCE
228,584025:2,the food is great and they have a good selecion of wines at reasonable prices.,great|good|price|food|wine|reasonable,"FOOD,FOOD,PRICES",FOOD|FOOD|PRICES|FOOD|FOOD|PRICES,AMBIENCE|PRICES|PRICES|FOOD|FOOD|PRICES,AMBIENCE|FOOD|PRICES|FOOD|FOOD|PRICES,AMBIENCE|FOOD|PRICES|FOOD|FOOD|PRICES,AMBIENCE|AMBIENCE|PRICES|FOOD|FOOD|PRICES
229,620892:3,ravioli was good...but i have to say that i found everything a bit overpriced.,good|price,"FOOD,PRICES",FOOD|PRICES,|PRICES,|PRICES,|PRICES,AMBIENCE|PRICES
230,620892:6,"food was just average...if they lowered the prices just a bit, it would be a bigger draw.",price|food|would,"FOOD,PRICES",PRICES|FOOD|PRICES,PRICES|FOOD|PRICES,PRICES|FOOD|PRICES,PRICES|FOOD|SERVICE,PRICES|FOOD|PRICES
231,624715:0,this place is a great bargain.,place|great,PRICES,AMBIENCE|PRICES,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
232,624715:4,"just straight up cheap, good food.",good|food,"FOOD,PRICES",FOOD|FOOD,PRICES|FOOD,FOOD|FOOD,FOOD|FOOD,AMBIENCE|FOOD
233,626269:2,the design and atmosphere is just as good.,good|atmosphere,"AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE,PRICES|AMBIENCE,FOOD|AMBIENCE,FOOD|AMBIENCE,AMBIENCE|AMBIENCE
234,626269:3,bottles of wine are cheap and good.,good|wine,"PRICES,FOOD",AMBIENCE|FOOD,PRICES|FOOD,FOOD|FOOD,FOOD|FOOD,AMBIENCE|FOOD
235,632121:1,the jukebox plays everything from italian opera to the strokes.,jukebox|opera|strokes,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,SERVICE|AMBIENCE|FOOD,SERVICE|AMBIENCE|FOOD,PRICES|AMBIENCE|FOOD,FOOD|FOOD|AMBIENCE
236,657129:3,the drinks are amazing and half off till 8pm.,drinks|half,"FOOD,PRICES",FOOD|FOOD,FOOD|PRICES,FOOD|PRICES,FOOD|PRICES,FOOD|PRICES
237,680390:0,"toons has recently been redone, so it's now a very attractive space.",toons|redone|space,AMBIENCE,FOOD|AMBIENCE|AMBIENCE,FOOD|AMBIENCE|AMBIENCE,FOOD|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE
238,709294:1,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",location|delight|seating|yorkie,AMBIENCE,AMBIENCE|AMBIENCE|FOOD|FOOD,AMBIENCE|FOOD|AMBIENCE|FOOD,AMBIENCE|FOOD|AMBIENCE|FOOD,AMBIENCE|FOOD|SERVICE|FOOD,AMBIENCE|FOOD|AMBIENCE|FOOD
239,709294:2,indoor was very cozy and cute.,,AMBIENCE,,,,,
240,720418:4,great food and the prices are very reasonable.,great|price|food|reasonable,"FOOD,PRICES",FOOD|PRICES|FOOD|AMBIENCE,AMBIENCE|PRICES|FOOD|PRICES,AMBIENCE|PRICES|FOOD|PRICES,AMBIENCE|PRICES|FOOD|PRICES,AMBIENCE|PRICES|FOOD|PRICES
241,720620:5,simply some good tasting chinese food at incredible prices...,good|price|food,"FOOD,PRICES",FOOD|PRICES|FOOD,PRICES|PRICES|FOOD,FOOD|PRICES|FOOD,FOOD|PRICES|FOOD,AMBIENCE|PRICES|FOOD
242,735448:1,"whoever the jazz duo was, they were on point.",jazz|duo|point,AMBIENCE,FOOD|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|PRICES,FOOD|AMBIENCE|PRICES,FOOD|AMBIENCE|AMBIENCE,FOOD|SERVICE|AMBIENCE
243,735448:2,"good music, great food, speedy service affordable prices.",service|great|good|price|food,"AMBIENCE,FOOD,SERVICE,PRICES",PRICES|PRICES|PRICES|PRICES|FOOD,SERVICE|AMBIENCE|PRICES|PRICES|FOOD,SERVICE|AMBIENCE|FOOD|PRICES|FOOD,SERVICE|AMBIENCE|FOOD|PRICES|FOOD,SERVICE|AMBIENCE|AMBIENCE|PRICES|FOOD
244,744478:1,"fabulous decor - makes you feel like you're in a trendy manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a manhattanite, or spend most of your time in manhattan, rice avenue will make you feel at home.....very soho/village/upper west side minus the expensive prices and pretentious clientele.....all on roosevelt avenue!",good|price|price|friendly|food|restaurant|staff|like|make|make|decor,"AMBIENCE,FOOD,PRICES,SERVICE,AMBIENCE,AMBIENCE,PRICES",FOOD|FOOD|FOOD|SERVICE|FOOD|FOOD|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,PRICES|||AMBIENCE|FOOD|SERVICE|SERVICE|AMBIENCE|PRICES|PRICES|AMBIENCE,FOOD|||AMBIENCE|FOOD|FOOD|SERVICE|AMBIENCE|PRICES|PRICES|AMBIENCE,FOOD|||SERVICE|FOOD|SERVICE|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|PRICES|PRICES|AMBIENCE|FOOD|FOOD|SERVICE|AMBIENCE|AMBIENCE|AMBIENCE|AMBIENCE
245,746254:4,"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service|good|price|food|restaurant|staff|wait,"PRICES,SERVICE,SERVICE,SERVICE",SERVICE|FOOD|FOOD|FOOD|FOOD|SERVICE|SERVICE,SERVICE|PRICES|PRICES|FOOD|FOOD|SERVICE|SERVICE,SERVICE|FOOD|PRICES|FOOD|FOOD|SERVICE|SERVICE,SERVICE|FOOD|PRICES|FOOD|FOOD|SERVICE|SERVICE,SERVICE|AMBIENCE|PRICES|FOOD|FOOD|SERVICE|SERVICE
246,751493:0,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,service|price|though|food,"SERVICE,PRICES,FOOD",SERVICE|PRICES|FOOD|FOOD,SERVICE|PRICES|AMBIENCE|FOOD,SERVICE|PRICES|AMBIENCE|FOOD,SERVICE|PRICES|AMBIENCE|FOOD,SERVICE|PRICES|AMBIENCE|FOOD
247,757762:0,baluchi's has solid food and a nice decor at reasonable prices.,price|food|nice|decor|reasonable,"FOOD,AMBIENCE,PRICES",PRICES|FOOD|FOOD|AMBIENCE|PRICES,PRICES|FOOD|AMBIENCE|AMBIENCE|PRICES,PRICES|FOOD|AMBIENCE|AMBIENCE|PRICES,PRICES|FOOD|AMBIENCE|AMBIENCE|PRICES,PRICES|FOOD|AMBIENCE|AMBIENCE|PRICES
248,BFC#4:2,it was totally overpriced- fish and chips was about $15....,price|$15,"PRICES,PRICES",FOOD|PRICES,PRICES|PRICES,PRICES|PRICES,PRICES|PRICES,PRICES|PRICES
249,EVPK#10:1,i was visiting new york city with a friend and we discovered this really warm and inviting restaurant.,restaurant|really,AMBIENCE,AMBIENCE|AMBIENCE,SERVICE|PRICES,FOOD|AMBIENCE,SERVICE|AMBIENCE,FOOD|AMBIENCE
250,Z#3:2,"i paid just about $60 for a good meal, though :)",good|though|$60,"FOOD,PRICES",FOOD|AMBIENCE|PRICES,PRICES|PRICES|PRICES,FOOD|FOOD|PRICES,FOOD|AMBIENCE|PRICES,AMBIENCE|AMBIENCE|PRICES
251,TR#3:1,there is something about their atmosphere that makes me come back nearly every week.,atmosphere|make,AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|PRICES,AMBIENCE|PRICES,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
252,TM#7:0,excellent food for great prices,great|price|food,"FOOD,PRICES",PRICES|PRICES|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|PRICES|FOOD
253,PP#4:4,i thought the restaurant was nice and clean.,though|restaurant|nice,AMBIENCE,FOOD|FOOD|FOOD,AMBIENCE|SERVICE|AMBIENCE,AMBIENCE|FOOD|AMBIENCE,AMBIENCE|SERVICE|AMBIENCE,AMBIENCE|FOOD|AMBIENCE
254,Y#5:0,overpriced japanese food with mediocre service,service|price|food,"PRICES,SERVICE",SERVICE|FOOD|FOOD,SERVICE|PRICES|FOOD,SERVICE|PRICES|FOOD,SERVICE|PRICES|FOOD,SERVICE|PRICES|FOOD
255,Y#6:3,"in the summer months, the back garden area is really nice.",nice|really,AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|PRICES,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE
256,TM#3:3,"the food was good, the place was clean and affordable.",place|good|food,"FOOD,AMBIENCE,PRICES",AMBIENCE|FOOD|FOOD,AMBIENCE|PRICES|FOOD,AMBIENCE|FOOD|FOOD,AMBIENCE|FOOD|FOOD,AMBIENCE|AMBIENCE|FOOD
257,TR#8:4,we were offered water for the table but were not told the voss bottles of water were $8 a piece.,water|table|voss|bottles|water|piece|$8,PRICES,FOOD|SERVICE|FOOD|FOOD|FOOD|AMBIENCE|PRICES,FOOD|SERVICE|SERVICE|FOOD|FOOD|AMBIENCE|PRICES,FOOD|SERVICE||FOOD|FOOD|AMBIENCE|PRICES,FOOD|SERVICE|FOOD|FOOD|FOOD|AMBIENCE|PRICES,FOOD|SERVICE|FOOD|FOOD|FOOD|AMBIENCE|PRICES
258,CLF#1:0,a beautifully designed dreamy egyptian restaurant that gets sceney at night.,restaurant,AMBIENCE,FOOD,SERVICE,FOOD,SERVICE,FOOD
259,P#9:9,"overall, decent food at a good price, with friendly people.",good|price|friendly|food,"FOOD,PRICES,SERVICE",PRICES|PRICES|SERVICE|FOOD,PRICES|PRICES|AMBIENCE|FOOD,FOOD|PRICES|AMBIENCE|FOOD,FOOD|PRICES|SERVICE|FOOD,AMBIENCE|PRICES|AMBIENCE|FOOD
260,Z#11:4,most of the booths allow you to sit next to eachother without looking like 'that' couple.,like,AMBIENCE,SERVICE,AMBIENCE,AMBIENCE,AMBIENCE,AMBIENCE
261,TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",bathroom|mens|bathroom,AMBIENCE,AMBIENCE|SERVICE|AMBIENCE,FOOD|FOOD|FOOD,FOOD|PRICES|FOOD,FOOD|PRICES|FOOD,FOOD|FOOD|FOOD
262,TFS#10:8,not what i would expect for the price and prestige of this location.,price|would,"SERVICE,PRICES",PRICES|PRICES,PRICES|PRICES,PRICES|PRICES,PRICES|SERVICE,PRICES|PRICES
263,Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",great,AMBIENCE,AMBIENCE,,,,AMBIENCE
264,Z#9:1,the boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,make,AMBIENCE,AMBIENCE,PRICES,PRICES,AMBIENCE,AMBIENCE
265,Z#9:6,so what you really end up paying for is the restaurant not the food.,food|restaurant|really,"PRICES,AMBIENCE,FOOD",FOOD|FOOD|PRICES,FOOD|SERVICE|PRICES,FOOD|FOOD|AMBIENCE,FOOD|SERVICE|AMBIENCE,FOOD|FOOD|AMBIENCE
266,CLF#5:5,we were drawn into the belly dancing show that captivated the crowd.,belly|dancing|crowd,AMBIENCE,FOOD|FOOD|AMBIENCE,FOOD|FOOD|SERVICE,FOOD|FOOD|AMBIENCE,FOOD|FOOD|SERVICE,FOOD|FOOD|SERVICE
267,Z#5:4,"the atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",nice|atmosphere|make,"AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|PRICES,AMBIENCE|AMBIENCE|PRICES,AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE
268,TM#5:4,the only thing that strikes you is the decor?(not very pleasant).,decor,AMBIENCE,FOOD,,,,AMBIENCE
269,TVU#6:5,"the dj is awesome, i have been there for my birthday and a bunch of other times with friends and i keep going back.",,AMBIENCE,,,,,
270,TFS#5:2,but $500 for a dinner for two that didn't include wine?,wine|dinner|$500,PRICES,AMBIENCE|FOOD|PRICES,FOOD|FOOD|PRICES,FOOD|FOOD|PRICES,FOOD|FOOD|PRICES,FOOD|FOOD|PRICES
271,TFS#5:21,"i read reviews that called the restaurant too expensive and i thought to myself, but may be it is worth it.",though|restaurant|worth,PRICES,AMBIENCE|FOOD|PRICES,AMBIENCE|SERVICE|PRICES,AMBIENCE|FOOD|PRICES,AMBIENCE|SERVICE|PRICES,AMBIENCE|FOOD|PRICES
272,TFS#5:26,the environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,environment|lot|guys|trophy|wives|escorts,AMBIENCE,AMBIENCE|AMBIENCE|SERVICE|SERVICE|SERVICE|AMBIENCE,AMBIENCE|PRICES|SERVICE|AMBIENCE|SERVICE|SERVICE,AMBIENCE|AMBIENCE|SERVICE|AMBIENCE|FOOD|SERVICE,AMBIENCE|PRICES|SERVICE|SERVICE|FOOD|SERVICE,AMBIENCE|AMBIENCE|SERVICE|PRICES|SERVICE|SERVICE
273,CLF#3:4,i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,,PRICES,,,,,
274,CLF#3:23,i would not expect this for a $55 dinner.,would|dinner|$55,"FOOD,PRICES",FOOD|FOOD|PRICES,PRICES|FOOD|PRICES,PRICES|FOOD|PRICES,SERVICE|FOOD|PRICES,PRICES|FOOD|PRICES
275,CLF#3:28,"by the time we left our wallets were empy and so were our stomachs and we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",good|food|would|dinner,"FOOD,PRICES",FOOD|FOOD|FOOD|FOOD,PRICES|FOOD|PRICES|FOOD,FOOD|FOOD|PRICES|FOOD,FOOD|FOOD|SERVICE|FOOD,AMBIENCE|FOOD|PRICES|FOOD
276,CLF#3:29,if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible!,would|dinner,"FOOD,PRICES",FOOD|FOOD,PRICES|FOOD,PRICES|FOOD,SERVICE|FOOD,PRICES|FOOD
277,CLF#3:30,"i have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant|never,PRICES,AMBIENCE|FOOD,SERVICE|SERVICE,FOOD|FOOD,SERVICE|AMBIENCE,FOOD|AMBIENCE
278,BFC#9:21,"all in all the food was good - a little on the expensive side, but fresh.",good|food,"FOOD,PRICES",FOOD|FOOD,PRICES|FOOD,FOOD|FOOD,FOOD|FOOD,AMBIENCE|FOOD
279,BG#5:4,"i have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which i would expect at a upscale indian restaurant but this place doesn't have an upscale feel.",place|price|restaurant|would|$25,"PRICES,PRICES,AMBIENCE",AMBIENCE|PRICES|FOOD|FOOD|PRICES,AMBIENCE|PRICES|SERVICE|PRICES|PRICES,AMBIENCE|PRICES|FOOD|PRICES|PRICES,AMBIENCE|PRICES|SERVICE|SERVICE|PRICES,AMBIENCE|PRICES|FOOD|PRICES|PRICES
280,DBG#7:5,too bad i had paid an extra $2 for the stone bowl.,stone|bowl|$2,PRICES,AMBIENCE|FOOD|PRICES,AMBIENCE|FOOD|PRICES,AMBIENCE|FOOD|PRICES,FOOD|FOOD|PRICES,AMBIENCE|FOOD|PRICES
281,Z#6:0,possibly the most romantic restaurant in the city,restaurant,AMBIENCE,FOOD,SERVICE,FOOD,SERVICE,FOOD
282,Z#6:13,"maybe it was the great company (i had friends visiting from philly – yes, it was not a date this time) or the super reasonable price point, but i just can’t say enough good things about this brasserie.",great|good|price|reasonable,PRICES,AMBIENCE|FOOD|PRICES|PRICES,AMBIENCE|PRICES|PRICES|PRICES,AMBIENCE|FOOD|PRICES|PRICES,AMBIENCE|FOOD|PRICES|PRICES,AMBIENCE|AMBIENCE|PRICES|PRICES
283,CLF#6:5,"they are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",service|rude|even|well|$500,"SERVICE,PRICES,PRICES,SERVICE",SERVICE|FOOD|AMBIENCE|PRICES|PRICES,SERVICE|SERVICE|PRICES|AMBIENCE|PRICES,SERVICE|SERVICE|FOOD|PRICES|PRICES,SERVICE|SERVICE|AMBIENCE|AMBIENCE|PRICES,SERVICE|SERVICE|AMBIENCE|AMBIENCE|PRICES
284,DBG#6:7,"the meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",service|great|good|salad,"FOOD,FOOD,SERVICE,FOOD,PRICES,PRICES",SERVICE|FOOD|FOOD|FOOD,SERVICE|AMBIENCE|PRICES|FOOD,SERVICE|AMBIENCE|FOOD|FOOD,SERVICE|AMBIENCE|FOOD|FOOD,SERVICE|AMBIENCE|AMBIENCE|FOOD
285,TR#5:6,"price is high but the food is good, so i would come back again.",good|price|food|would,"FOOD,PRICES",FOOD|PRICES|FOOD|FOOD,PRICES|PRICES|FOOD|PRICES,FOOD|PRICES|FOOD|PRICES,FOOD|PRICES|FOOD|SERVICE,AMBIENCE|PRICES|FOOD|PRICES
286,FF#3:9,"i took one bite from the $24 salmon, and i have never, in the 17 years i have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in flatbush farms.",restaurant|never|$24,"FOOD,PRICES",FOOD|FOOD|PRICES,FOOD|SERVICE|PRICES,FOOD|FOOD|PRICES,FOOD|AMBIENCE|PRICES,FOOD|AMBIENCE|PRICES
287,BHD#4:5,only complaint is the pricing--i believe it would be more reasonable to pay a dollar less on each item listed on the menu.,menu|would|reasonable,PRICES,FOOD|PRICES|PRICES,FOOD|PRICES|PRICES,FOOD|PRICES|PRICES,FOOD|SERVICE|PRICES,FOOD|PRICES|PRICES
288,CLF#8:9,can’t believe how an expensive nyc restaurant can be so disrespectful to its clients.,restaurant,"PRICES,SERVICE",FOOD,SERVICE,FOOD,SERVICE,FOOD
289,WE#1:3,"the bread was stale, the salad was overpriced and empty.",price|salad,"FOOD,PRICES,FOOD",FOOD|FOOD,PRICES|FOOD,PRICES|FOOD,PRICES|FOOD,PRICES|FOOD
