,0,id,review,category,target,term,polarity
277,"the waitress, seems to be more concerned of looking good than actually waitressing.",1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE,waitress,,negative
278,"after dinner the manager grabbed my boyfriend, asked him: where are you from...maybe you dont know how things work in america...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,manager,things!work|thing!only|tips!only|america!things,negative
279,"we did tip, i guess the model/waitress just wanted more and complained to the manager.",1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE,waitress,,negative
280,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.",1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE,"staff,Cafe Noir",staff!good|place!great,"negative,positive"
281,decor is charming.,1661043:4,Decor is charming.,AMBIENCE,Decor,decor!charming,positive
282,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE,customer service,experience!worst|customer!worst|service!worst|weeks!experience|restaurant!worst,negative
283,"a gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE,gentleman,,negative
284,"i have tried to make reservations, but both times, the hostess didn't have my name.",1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE,hostess,,negative
285,"if the weather is nice, try to snag an outside table.",1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE,outside table,weather!nice|table!snag|snag!outside,positive
286,"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","SERVICE,SERVICE,AMBIENCE","staff,staff,unisex bathroom",staff!nice|bathroom!unisex,"positive,negative,negative"
287,"considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE,waitstaff,|patrons!last|time!last|closing!patrons,positive
288,friendly staff that actually lets you enjoy your meal and the company you're with.,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE,staff,staff!friendly|company!enjoy|meal!enjoy,positive
289,"we ate out in the back patio, which is worth it as it's cool and the music is hear well there.",1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","AMBIENCE,AMBIENCE","back patio,music",|patio!back,"positive,positive"
290,the place was nice and calm.,1707201:2,The place was nice and calm.,AMBIENCE,place,place!nice,positive
291,but the service was a bit slow.,1707201:3,but the service was a bit slow.,SERVICE,service,service!slow|bit!service,negative
292,service was also very good.,1707741:3,Service was also very good.,SERVICE,Service,service!good,positive
293,"the back garden sitting area is very pleasant, where you can see their personal herb garden.",1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE,back garden sitting area,area!pleasant|garden!pleasant|herb!personal,positive
294,an excellent service,1727363:2,An excellent service,SERVICE,service,service!excellent,positive
295,we were greeted promptly by the waiter who was very nice and cordial.,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,SERVICE,waiter,,positive
296,"always a nice crowd, but never loud.",1730127:2,"Always a nice crowd, but never loud.",AMBIENCE,"crowd,NULL",crowd!nice,"positive,positive"
297,"immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",SERVICE,waiter,,negative
298,"kind, attentive wait staff.",430342:1,"Kind, attentive wait staff.",SERVICE,wait staff,staff!attentive|wait!attentive,positive
299,the counter service is bad.,433878:3,The counter service is bad.,SERVICE,counter service,service!bad,negative
300,"calling the place hampton chutney co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","AMBIENCE,SERVICE","place,room,clerks",room!unattractive|clerks!unattractive|style!more|substance!more|folks!style,"negative,negative,negative"
301,"this is such a lovely, peaceful place to eat outside.",445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE,place,place!lovely,positive
302,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,AMBIENCE,restaurant,lawns!beautiful,positive
303,"this is a great place to take out-of-towners, and perfect for watching the sunset.",445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",AMBIENCE,place,place!great,positive
304,but who says murray's is anything about service.,449802:5,But who says Murray's is anything about service.,SERVICE,service,,negative
305,the service is awful.,454704:1,The service is awful.,SERVICE,service,service!awful,negative
306,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE,manager,|sandwich!open|cheese!open|manager!sandwich,negative
307,"good, fast service.",475298:0,"Good, fast service.",SERVICE,service,service!good,positive
308,the location is perfect.,475298:3,The location is perfect.,AMBIENCE,location,location!perfect,positive
309,"well, this place is so ghetto its not even funny.",475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE,place,place!ghetto,negative
310,great atmoshere and worth every bit.,476473:2,Great atmoshere and worth every bit.,AMBIENCE,"atmoshere,NULL",atmoshere!great|bit!great,"positive,positive"
311,winnie and her staff are the best crew you can find serving you.,483111:0,Winnie and her staff are the best crew you can find serving you.,"SERVICE,SERVICE","staff,Winnie",crew!best|winnie!best|staff!winnie|staff!crew,"positive,positive"
312,"the service was attentive, yet discreet.",485767:1,"The service was attentive, yet discreet.",SERVICE,service,service!attentive,positive
313,the place was quiet and delightful.,485966:1,The place was quiet and delightful.,AMBIENCE,place,place!quiet,positive
314,"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,wait staff,staff!pleasant|wait!pleasant|part!most|beautification!wonderful|fun!staff|way!wonderful|way!wonderful,positive
315,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE,late night atmosphere,part!best|atmosphere!best|ls!best|bts!atmosphere|night!late,positive
316,"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.",490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE,in-house lady DJ,taste!good|music!good|dj!taste|lady!in-house|nights!in-house,positive
317,in summer-eat outside on a terrace (another great feature of suan)!!!,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE,terrace,feature!great|terrace!great|suan!great,positive
318,i cannot imagine a friendlier staff working in a restaurant.,493514:0,I cannot imagine a friendlier staff working in a restaurant.,SERVICE,staff,|staff!friendlier,positive
319,the setting is casual and romantic.,496132:1,The setting is casual and romantic.,AMBIENCE,setting,|setting!casual,positive
320,"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","SERVICE,AMBIENCE","wait,atmosphere,NULL",sum!dim|atmosphere!dim|wait!long|gig!typical|alternative!wait|tables!like|chinatown!sleek,"negative,negative,negative"
321,the service was friendly and the atmosphere was casual.,503807:5,The service was friendly and the atmosphere was casual.,"SERVICE,AMBIENCE","service,atmosphere",service!friendly|atmosphere!casual,"positive,neutral"
322,this place would be so much better served by being run by a group that actually understands customer service.,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE,customer service,place!better,negative
323,"terrible, terrible management - deserves to be shut-down.",507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE,"management,NULL",management!terrible,"negative,negative"
324,service is fast and friendly.,507937:3,Service is fast and friendly.,SERVICE,Service,service!fast,positive
325,the place itself is beautiful the bar scene seems to be happening.,519425:4,The place itself is beautiful the bar scene seems to be happening.,"AMBIENCE,AMBIENCE","place,bar scene",place!beautiful,"positive,positive"
326,not the typical nyc gimmick theme restaurant.,535171:1,Not the typical NYC gimmick theme restaurant.,AMBIENCE,restaurant,|restaurant!typical|nyc!typical|gimmick!typical|theme!typical,positive
327,cozy romantic atomosphere with only around 15 tables at most.,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE,atomosphere,atomosphere!cozy|tables!cozy,positive
328,"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","AMBIENCE,AMBIENCE","main dining room,ceiling",ceiling!spectacular|room!main|dining!main,"positive,positive"
329,"i can't wait for summer, when they serve outside on their gigantic patio.",561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE,patio,|patio!gigantic,positive
330,warm and friendly in the winter and terrific outdoor seating in the warmer months.,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,"AMBIENCE,AMBIENCE","NULL,outdoor seating",months!warmer|seating!warmer|winter!outdoor,"positive,positive"
331,the design and atmosphere is just as good.,626269:2,The design and atmosphere is just as good.,"AMBIENCE,AMBIENCE","design,atmosphere",design!good|atmosphere!good,"positive,positive"
332,the jukebox plays everything from italian opera to the strokes.,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE,jukebox,|opera!italian|everything!italian|jukebox!everything|strokes!jukebox,positive
333,"toons has recently been redone, so it's now a very attractive space.",680390:0,"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE,Toons,space!attractive|redone!attractive,positive
334,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE,outdoor seating,seating!perfect|delight!seating,positive
335,indoor was very cozy and cute.,709294:2,Indoor was very cozy and cute.,AMBIENCE,Indoor,,positive
336,the decor is very simple but comfortable.,717570:1,The decor is very simple but comfortable.,AMBIENCE,decor,|decor!simple,positive
337,"whoever the jazz duo was, they were on point.",735448:1,"whoever the jazz duo was, they were on POINT.",AMBIENCE,jazz duo,,positive
338,atmosphere is nice and relaxed too...,737999:3,Atmosphere is nice and relaxed too...,AMBIENCE,Atmosphere,atmosphere!nice,positive
339,"love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","AMBIENCE,AMBIENCE,AMBIENCE","scene,place,location",scene!love|character!nice|light!nice|place!character,"positive,positive,positive"
340,love the atmosphere - felt like i was in paris.,955711:2,LOVE the atmosphere - felt like I was in Paris.,AMBIENCE,atmosphere,atmosphere!love|paris!atmosphere,positive
341,i was visiting new york city with a friend and we discovered this really warm and inviting restaurant.,EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,AMBIENCE,restaurant,restaurant!warm|city!new|friend!city,positive
342,"the space kind of feels like an alice in wonderland setting, without it trying to be that.",Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",AMBIENCE,space,,negative
343,"the place is a bit hidden away, but once you get there, it's all worth it.",Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.",AMBIENCE,"place,place",|place!hidden|bit!place,"neutral,positive"
344,great place to relax and enjoy your dinner,TR#3:0,Great place to relax and enjoy your dinner,AMBIENCE,place,place!great,positive
345,there is something about their atmosphere that makes me come back nearly every week.,TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,AMBIENCE,atmosphere,,positive
346,i thought the restaurant was nice and clean.,PP#4:4,I thought the restaurant was nice and clean.,AMBIENCE,"restaurant,restaurant",restaurant!nice,"positive,positive"
347,"in the summer months, the back garden area is really nice.",Y#6:3,"In the summer months, the back garden area is really nice.",AMBIENCE,back garden area,area!nice|garden!nice|months!area,positive
348,i highly recommend this beautiful place.,TR#1:3,I highly recommend this beautiful place.,AMBIENCE,"place,place",place!recommend,"positive,positive"
349,nice view of river and nyc.,TR#8:6,Nice view of river and NYC.,AMBIENCE,view of river and NYC,view!nice|river!nice|nyc!river,positive
350,a beautifully designed dreamy egyptian restaurant that gets sceney at night.,CLF#1:0,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,AMBIENCE,Egyptian restaurant,|restaurant!dreamy,positive
351,"oh, and there's hookah.",CLF#1:2,"Oh, and there's hookah.",AMBIENCE,hookah,,positive
352,most of the booths allow you to sit next to eachother without looking like 'that' couple.,Z#11:4,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,AMBIENCE,booths,,positive
353,"oh speaking of bathroom , the mens bathroom was disgusting.",TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",AMBIENCE,mens bathroom,bathroom!disgusting|mens!disgusting,negative
354,"short and sweet – seating is great:it's romantic,cozy and private.",Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",AMBIENCE,seating,seating!great,positive
355,the boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,AMBIENCE,boths,|boths!small,positive
356,we were drawn into the belly dancing show that captivated the crowd.,CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,AMBIENCE,belly dancing show,,positive
357,the atmosphere is relaxed and casual.,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE,atmosphere,,positive
