,0,id,review,category,target,term,polarity
314,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE,manager,|sandwich|cheese|manager,negative
315,"good, fast service.",475298:0,"Good, fast service.",SERVICE,service,service,positive
316,food is great and inexpensive.,475298:2,Food is great and inexpensive.,"FOOD,PRICES","Food,Food",food,"positive,positive"
317,the location is perfect.,475298:3,The location is perfect.,AMBIENCE,location,location,positive
318,"well, this place is so ghetto its not even funny.",475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE,place,place,negative
319,if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"PRICES,AMBIENCE","bottle minimun,music",music|isnt,"negative,negative"
320,great atmoshere and worth every bit.,476473:2,Great atmoshere and worth every bit.,AMBIENCE,"atmoshere,NULL",atmoshere|bit,"positive,positive"
321,winnie and her staff are the best crew you can find serving you.,483111:0,Winnie and her staff are the best crew you can find serving you.,"SERVICE,SERVICE","staff,Winnie",crew|winnie|staff|staff,"positive,positive"
322,the food is reliable and the price is moderate.,483111:1,The food is reliable and the price is moderate.,"FOOD,PRICES","food,NULL",food|price,"positive,neutral"
323,"the service was attentive, yet discreet.",485767:1,"The service was attentive, yet discreet.",SERVICE,service,service,positive
324,the place was quiet and delightful.,485966:1,The place was quiet and delightful.,AMBIENCE,place,place,positive
325,"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,wait staff,staff|wait|part|beautification|fun|way|way,positive
326,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE,late night atmosphere,part|atmosphere|ls|bts|night,positive
327,"you can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (i recommend the vanilla shanty, mmmm!) in a great homey setting with great music.",490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.","FOOD,FOOD,PRICES,FOOD,AMBIENCE,AMBIENCE","martini,martini,martini,Vanilla Shanty,setting,music",shanty|vanilla|setting|music|mmmm,"positive,positive,positive,positive,positive,positive"
328,"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.",490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE,in-house lady DJ,taste|music|dj|lady|nights,positive
329,"its location is good and the fact that hutner college is near and their prices are very reasonable, makes students go back to suan again and again.",493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","AMBIENCE,PRICES","location,Suan",location|college|hutner|fact|prices,"positive,positive"
330,in summer-eat outside on a terrace (another great feature of suan)!!!,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE,terrace,feature|terrace|suan,positive
331,i cannot imagine a friendlier staff working in a restaurant.,493514:0,I cannot imagine a friendlier staff working in a restaurant.,SERVICE,staff,|staff,positive
332,the setting is casual and romantic.,496132:1,The setting is casual and romantic.,AMBIENCE,setting,|setting,positive
333,"the rest of the dim sum, though pricey by chinatown standards, is worth it.",498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","PRICES,FOOD","dim sum,dim sum",rest|sum,"negative,positive"
334,"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","SERVICE,AMBIENCE","wait,atmosphere,NULL",sum|atmosphere|wait|gig|alternative|tables|chinatown,"negative,negative,negative"
335,the service was friendly and the atmosphere was casual.,503807:5,The service was friendly and the atmosphere was casual.,"SERVICE,AMBIENCE","service,atmosphere",service|atmosphere,"positive,neutral"
336,this little place has a cute interior decor and affordable city prices.,505535:0,this little place has a cute interior decor and affordable city prices.,"AMBIENCE,PRICES","interior decor,place",decor|prices|place|city,"positive,positive"
337,this place would be so much better served by being run by a group that actually understands customer service.,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE,customer service,place,negative
338,"terrible, terrible management - deserves to be shut-down.",507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE,"management,NULL",management,"negative,negative"
339,spreads and toppings are great - though a bit pricey.,507937:2,Spreads and toppings are great - though a bit pricey.,"FOOD,FOOD,PRICES,PRICES","Spreads,toppings,Spreads,toppings",spreads|toppings,"positive,positive,negative,negative"
340,service is fast and friendly.,507937:3,Service is fast and friendly.,SERVICE,Service,service,positive
341,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"AMBIENCE,SERVICE","ambience,staff",ambience|staff|time|place,"positive,positive"
342,"great food, great prices, great service.",512294:0,"Great food, great prices, great service.","FOOD,PRICES,SERVICE","food,NULL,service",food|prices|service|service,"positive,positive,positive"
343,"if you are looking for a good quality, cheap eats - this is the place.",512294:1,"If you are looking for a good quality, cheap eats - this is the place.","FOOD,PRICES","eats,eats",quality|place,"positive,positive"
344,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","AMBIENCE,SERVICE","place,service",place,"positive,positive"
345,drawbacks: service is slow and they don't toast!,513521:2,Drawbacks: service is slow and they don't toast!,SERVICE,service,service|drawbacks|toast,negative
346,the waiter was attentive.,519425:3,The waiter was attentive.,SERVICE,waiter,waiter,positive
347,the place itself is beautiful the bar scene seems to be happening.,519425:4,The place itself is beautiful the bar scene seems to be happening.,"AMBIENCE,AMBIENCE","place,bar scene",place,"positive,positive"
348,"volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE,service,service|virgins|regulars|everyone,positive
349,the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"FOOD,PRICES","wine list,meal",|list|wine,"positive,positive"
350,"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","PRICES,FOOD","NULL,measures of liquers",measures|liquers|quibbles|bill,"neutral,positive"
351,not the typical nyc gimmick theme restaurant.,535171:1,Not the typical NYC gimmick theme restaurant.,AMBIENCE,restaurant,|restaurant|nyc|gimmick|theme,positive
352,the only thing the waiters don't do for you is wipe your chin when you leave.,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,SERVICE,waiters,|thing,positive
353,cozy romantic atomosphere with only around 15 tables at most.,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE,atomosphere,atomosphere|tables,positive
354,service was very prompt but slightly rushed.,541532:1,Service was very prompt but slightly rushed.,"SERVICE,SERVICE","Service,Service",service,"positive,negative"
355,"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","FOOD,AMBIENCE,PRICES","food,decor,food",food|price|place,"positive,neutral,positive"
356,quick and friendly service.,558423:5,Quick and friendly service.,SERVICE,service,|service,positive
357,"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","AMBIENCE,AMBIENCE","main dining room,ceiling",ceiling|room|dining,"positive,positive"
358,"i can't wait for summer, when they serve outside on their gigantic patio.",561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE,patio,|patio,positive
359,this little place definitely exceeded my expectations and you sure get a lot of food for your money.,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"FOOD,PRICES","food,place,food",place|expectations,"positive,positive,positive"
360,warm and friendly in the winter and terrific outdoor seating in the warmer months.,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,"AMBIENCE,AMBIENCE","NULL,outdoor seating",months|seating|winter,"positive,positive"
361,the food is great and they have a good selecion of wines at reasonable prices.,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,"FOOD,FOOD,PRICES","food,selecion of wines,selecion of wines",food|wines|selecion|prices,"positive,positive,positive"
362,ravioli was good...but i have to say that i found everything a bit overpriced.,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,"FOOD,PRICES","Ravioli,NULL",ravioli|everything|bit,"positive,negative"
363,"food was just average...if they lowered the prices just a bit, it would be a bigger draw.",620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","FOOD,PRICES","Food,Food",|food|draw,"neutral,negative"
364,this place is a great bargain.,624715:0,This place is a great bargain.,PRICES,place,place,positive
365,"just straight up cheap, good food.",624715:4,"Just straight up cheap, good food.","FOOD,PRICES","food,food",food,"positive,positive"
366,the design and atmosphere is just as good.,626269:2,The design and atmosphere is just as good.,"AMBIENCE,AMBIENCE","design,atmosphere",design|atmosphere,"positive,positive"
367,bottles of wine are cheap and good.,626269:3,bottles of wine are cheap and good.,"PRICES,FOOD","bottles of wine,bottles of wine",bottles|wine,"positive,positive"
368,the jukebox plays everything from italian opera to the strokes.,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE,jukebox,|opera|everything|jukebox|strokes,positive
369,the drinks are amazing and half off till 8pm.,657129:3,the drinks are amazing and half off till 8pm.,"FOOD,PRICES","drinks,drinks",drinks|half,"positive,positive"
370,"toons has recently been redone, so it's now a very attractive space.",680390:0,"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE,Toons,space|redone,positive
371,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE,outdoor seating,seating|delight,positive
372,indoor was very cozy and cute.,709294:2,Indoor was very cozy and cute.,AMBIENCE,Indoor,,positive
373,the decor is very simple but comfortable.,717570:1,The decor is very simple but comfortable.,AMBIENCE,decor,|decor,positive
374,great food and the prices are very reasonable.,720418:4,Great food and the prices are very reasonable.,"FOOD,PRICES","food,NULL",food|prices,"positive,positive"
375,simply some good tasting chinese food at incredible prices...,720620:5,Simply some good tasting Chinese food at incredible prices...,"FOOD,PRICES","Chinese food,Chinese food",food|tasting|prices|prices,"positive,positive"
376,"whoever the jazz duo was, they were on point.",735448:1,"whoever the jazz duo was, they were on POINT.",AMBIENCE,jazz duo,,positive
377,"good music, great food, speedy service affordable prices.",735448:2,"good music, great food, speedy service affordable prices.","AMBIENCE,FOOD,SERVICE,PRICES","music,food,service,NULL",music|food|prices|prices|service,"positive,positive,positive,positive"
378,atmosphere is nice and relaxed too...,737999:3,Atmosphere is nice and relaxed too...,AMBIENCE,Atmosphere,atmosphere,positive
379,price and quality of fish alone will keep us from making a return visit.,740923:2,Price and quality of fish alone will keep us from making a return visit.,"PRICES,FOOD","fish,fish,NULL",,"negative,negative,negative"
380,"fabulous decor - makes you feel like you're in a trendy manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a manhattanite, or spend most of your time in manhattan, rice avenue will make you feel at home.....very soho/village/upper west side minus the expensive prices and pretentious clientele.....all on roosevelt avenue!",744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","AMBIENCE,FOOD,PRICES,SERVICE,AMBIENCE,AMBIENCE,PRICES","decor,food,food,staff,Rice Avenue,Rice Avenue,Rice Avenue",decor|manhattan|restaurant|food|staff|manhattanite|side|west|prices|avenue|clientele|clientele,"positive,positive,positive,positive,positive,positive,positive"
381,"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","PRICES,SERVICE,SERVICE,SERVICE","food,wait-staff,service,management",restaurants|uws|food|wait-staff|service|diner|management,"negative,negative,negative,negative"
382,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"SERVICE,PRICES,FOOD","service,food,food",side|service|food,"negative,negative,negative"
383,the food is okay and the prices here are mediocre.,754495:2,The food is okay and the prices here are mediocre.,"FOOD,PRICES","food,NULL",prices|food,"neutral,neutral"
384,baluchi's has solid food and a nice decor at reasonable prices.,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,"FOOD,AMBIENCE,PRICES","food,decor,Baluchi's",food|decor|prices|prices|baluchi,"positive,positive,positive"
385,$20 for all you can eat sushi cannot be beaten.,758263:3,$20 for all you can eat sushi cannot be beaten.,PRICES,all you can eat sushi,,positive
386,"love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","AMBIENCE,AMBIENCE,AMBIENCE","scene,place,location",scene|character|light|place,"positive,positive,positive"
387,love the atmosphere - felt like i was in paris.,955711:2,LOVE the atmosphere - felt like I was in Paris.,AMBIENCE,atmosphere,atmosphere|paris,positive
388,it was totally overpriced- fish and chips was about $15.... ,BFC#4:2,It was totally overpriced- fish and chips was about $15.... ,"PRICES,PRICES","NULL,fish and chips",,"negative,negative"
389,i was visiting new york city with a friend and we discovered this really warm and inviting restaurant.,EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,AMBIENCE,restaurant,restaurant|city|friend,positive
390,"the space kind of feels like an alice in wonderland setting, without it trying to be that.",Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",AMBIENCE,space,,negative
391,"i paid just about $60 for a good meal, though :)",Z#3:2,"I paid just about $60 for a good meal, though :)","FOOD,PRICES","meal,meal",meal,"positive,positive"
392,"the place is a bit hidden away, but once you get there, it's all worth it.",Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.",AMBIENCE,"place,place",|place|bit,"neutral,positive"
393,great place to relax and enjoy your dinner,TR#3:0,Great place to relax and enjoy your dinner,AMBIENCE,place,place,positive
394,there is something about their atmosphere that makes me come back nearly every week.,TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,AMBIENCE,atmosphere,,positive
395,excellent food for great prices,TM#7:0,Excellent food for great prices,"FOOD,PRICES","food,food",food|prices,"positive,positive"
396,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",PRICES,"place,place",im|time|place|fun|pirces,"positive,positive"
397,i thought the restaurant was nice and clean.,PP#4:4,I thought the restaurant was nice and clean.,AMBIENCE,"restaurant,restaurant",restaurant,"positive,positive"
398,overpriced japanese food with mediocre service,Y#5:0,overpriced japanese food with mediocre service,"PRICES,SERVICE","japanese food,service",food|service,"negative,neutral"
399,"not because you are ""the four seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",TFS#8:0,"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",PRICES,The Four Seasons,|dinner,negative
400,i do not think dinner in manhattan should cost $400.00 where i am not swept off my feet.,TFS#8:2,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,PRICES,dinner,,negative
401,"in the summer months, the back garden area is really nice.",Y#6:3,"In the summer months, the back garden area is really nice.",AMBIENCE,back garden area,area|garden|months,positive
402,and $11 for a plate of bland guacamole?,P#10:3,And $11 for a plate of bland guacamole?,"FOOD,PRICES","guacamole,guacamole",guacamole|plate,"negative,negative"
403,"the food was good, the place was clean and affordable.",TM#3:3,"The food was good, the place was clean and affordable.","FOOD,AMBIENCE,PRICES","food,place,place",food|place,"positive,positive,positive"
404,i highly recommend this beautiful place.,TR#1:3,I highly recommend this beautiful place.,AMBIENCE,"place,place",place,"positive,positive"
405,we were offered water for the table but were not told the voss bottles of water were $8 a piece.,TR#8:4,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,PRICES,Voss bottles of water,,negative
406,nice view of river and nyc.,TR#8:6,Nice view of river and NYC.,AMBIENCE,view of river and NYC,view|river|nyc,positive
407,a beautifully designed dreamy egyptian restaurant that gets sceney at night.,CLF#1:0,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,AMBIENCE,Egyptian restaurant,|restaurant,positive
408,"oh, and there's hookah.",CLF#1:2,"Oh, and there's hookah.",AMBIENCE,hookah,,positive
409,"overall, decent food at a good price, with friendly people.",P#9:9,"Overall, decent food at a good price, with friendly people.","FOOD,PRICES,SERVICE","food,food,people",food|price|people|people,"neutral,positive,positive"
410,most of the booths allow you to sit next to eachother without looking like 'that' couple.,Z#11:4,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,AMBIENCE,booths,,positive
411,the high prices you're going to pay is for the view not for the food.,TR#2:2,The high prices you're going to pay is for the view not for the food.,"AMBIENCE,FOOD,PRICES","view,food,NULL",|prices|view,"neutral,negative,negative"
412,"oh speaking of bathroom , the mens bathroom was disgusting.",TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",AMBIENCE,mens bathroom,bathroom|mens,negative
413,not what i would expect for the price and prestige of this location.,TFS#10:8,Not what I would expect for the price and prestige of this location.,"SERVICE,PRICES","NULL,location,location",,"negative,neutral,neutral"
414,"short and sweet – seating is great:it's romantic,cozy and private.",Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",AMBIENCE,seating,seating,positive
415,the boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,AMBIENCE,boths,|boths,positive
416,so what you really end up paying for is the restaurant not the food.,Z#9:6,So what you really end up paying for is the restaurant not the food.,"PRICES,AMBIENCE,FOOD","restaurant,restaurant,food",,"negative,neutral,negative"
417,prices are fair across the board for both food and bev.,NP#3:6,Prices are fair across the board for both food and bev.,"PRICES,PRICES","food,bev",prices|board,"positive,positive"
418,we were drawn into the belly dancing show that captivated the crowd.,CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,AMBIENCE,belly dancing show,,positive
419,"great place, great value.",BzG#2:0,"Great place, great value.",PRICES,"place,place",place|value,"positive,positive"
420,"the food is flavorful, plentiful and reasonably priced.",BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD,FOOD,PRICES","food,food,food",|food,"positive,positive,positive"
421,the atmosphere is relaxed and casual.,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE,atmosphere,,positive
422,mazing interior.,Z#5:1,Mazing interior.,AMBIENCE,interior,,negative
423,"the atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.","AMBIENCE,AMBIENCE","atmosphere,scheme of mirrors",atmosphere|bit|scheme,"negative,negative"
424,helpful service and average price per dish $10.,TM#5:3,Helpful service and average price per dish $10.,"SERVICE,PRICES","service,dish",service|price|dish,"positive,positive"
425,the only thing that strikes you is the decor?(not very pleasant).,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,AMBIENCE,decor,|thing|decor,negative
426,the martinis are amazing and very fairly priced.,TVU#6:3,The martinis are amazing and very fairly priced.,"FOOD,PRICES","martinis,martinis",martinis,"positive,positive"
427,"the dj is awesome, i have been there for my birthday and a bunch of other times with friends and i keep going back.",TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",AMBIENCE,"DJ,NULL",dj|times|bunch|birthday|friends,"positive,positive"
428,but $500 for a dinner for two that didn't include wine?,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,PRICES,dinner for two,,negative
429,what you are paying for is the environment and the name.,TFS#5:7,What you are paying for is the environment and the name.,"AMBIENCE,PRICES","environment,NULL,NULL",,"neutral,neutral,negative"
430,"yes, the place is classy and beautiful, but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while.",TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.","AMBIENCE,PRICES","place,place",place|joe|whealthy,"positive,negative"
431,"i read reviews that called the restaurant too expensive and i thought to myself, but may be it is worth it.",TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",PRICES,"restaurant,restaurant",restaurant,"negative,negative"
432,"the four seasons has history and it is a sort of landmark of new york city restaurants, but trust me, they will charge you through the nose just so that you can say ""i've been to the four seasons restaurant"".",TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",PRICES,"The Four Seasons,The Four Seasons",|restaurants|landmark|city,"neutral,negative"
433,the environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,AMBIENCE,"environment,NULL",environment|lot|guys|wives|escorts,"neutral,neutral"
434,"service was just ok, it is not what you'd expect for $500.",TFS#5:30,"Service was just ok, it is not what you'd expect for $500.","SERVICE,PRICES","Service,NULL",|service,"negative,negative"
435,i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,PRICES,"Casa La Femme,Casa La Femme",|diners,"negative,negative"
436,the place is beautiful!,CLF#3:11,The place is beautiful!,AMBIENCE,place,place,positive
437,"however, our $14 drinks were were horrible!",CLF#3:13,"However, our $14 drinks were were horrible!","FOOD,PRICES","drinks,drinks",drinks,"negative,negative"
438,i would not expect this for a $55 dinner.,CLF#3:23,I would not expect this for a $55 dinner.,"FOOD,PRICES","dinner,dinner",,"negative,negative"
439,"by the time we left our wallets were empy and so were our stomachs and we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","FOOD,PRICES","food,NULL,NULL",show|food|wallets|experience|dancers|belly,"negative,negative,negative"
440,if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible!,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,"FOOD,PRICES","meal,NULL",|bill|portion,"negative,negative"
441,"i have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",PRICES,"restaurant,restaurant",money,"negative,negative"
442,"all in all the food was good - a little on the expensive side, but fresh. ",BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ","FOOD,PRICES","food,food",side|food,"positive,negative"
443,"i have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which i would expect at a upscale indian restaurant but this place doesn't have an upscale feel.",BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","PRICES,PRICES,AMBIENCE","place,place,chicken tikka masala,feel",restaurant|feel|price|place,"positive,negative,negative,negative"
444,"but if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for indian food",BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","FOOD,PRICES","Indian food,place",something|food,"positive,negative"
445,the lunch buffet is expensive but is deff worth it.,BG#8:3,The lunch buffet is expensive but is deff worth it.,"PRICES,FOOD","lunch buffet,lunch buffet",buffet|lunch,"negative,positive"
446,gorgeous place ideal for a romantic dinner,CLF#7:0,Gorgeous place ideal for a romantic dinner,AMBIENCE,"place,place",dinner|ideal,"positive,positive"
447,too bad i had paid an extra $2 for the stone bowl.,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,PRICES,stone bowl,,negative
448,possibly the most romantic restaurant in the city,Z#6:0,Possibly the Most Romantic Restaurant in the City,AMBIENCE,Restaurant,restaurant|city,positive
449,"this is undoubtedly my favorite modern japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",AMBIENCE,"modern Japanese brasserie,modern Japanese brasserie",brasserie|opinion|restaurants|city,"positive,positive"
450,"my party had the bbe $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","PRICES,FOOD","BBE $29 fixe prix menu,BBE $29 fixe prix menu",deal|bbe|party,"positive,positive"
451,"maybe it was the great company (i had friends visiting from philly – yes, it was not a date this time) or the super reasonable price point, but i just can’t say enough good things about this brasserie.",Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",PRICES,"brasserie,brasserie",company|date|point|price|things|brasserie,"positive,positive"
452,"they are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!","SERVICE,PRICES,PRICES,SERVICE","service,drinks,pita bread,NULL",service,"negative,negative,negative,negative"
453,"the meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.","FOOD,FOOD,SERVICE,FOOD,PRICES,PRICES","meat,sauces,service,meal,kimchi,salad",meat|kimchi|sauces|salad|meal|service,"positive,positive,positive,positive,positive,positive"
454,"price is high but the food is good, so i would come back again.",TR#5:6,"Price is high but the food is good, so I would come back again.","FOOD,PRICES","food,food,NULL",food|price,"positive,negative,positive"
455,"i took one bite from the $24 salmon, and i have never, in the 17 years i have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in flatbush farms.",FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.","FOOD,PRICES","salmon,salmon",,"negative,negative"
456,the decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come!!!!,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,"AMBIENCE,FOOD,PRICES,SERVICE","decor,eggplant,eggplant,NULL",eggplant,"neutral,negative,negative,negative"
457,only complaint is the pricing--i believe it would be more reasonable to pay a dollar less on each item listed on the menu.,BHD#4:5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,PRICES,menu,pricing,negative
458,"considering you will spend at least $60 a head, i expect better service. ",BFC#7:11,"Considering you will spend at least $60 a head, I expect better service. ","SERVICE,PRICES","service,NULL",service,"negative,negative"
