,index,sentence,lambda,raw_aspect,aspect,sentiment
227,275,"- the drawbacks were that they were not user friendly for the casual photographer , the lcd screen is a little too small , cp5000 does not take photos in raw format . ",drawbacks_NNS_N_0,[],[],[]
228,276,olympus c5050 is a very solid camera with a metal body . ,"is_VB_N_0(seq(metal+body_NN_N_0,camera_NN_P_2),olympus+c5050_NN_N_0)",['camera_NN_P_2'],['camera'],[1]
229,277,"+ takes sharp 5mp photo 's , has great features and relatively easy to use . ","has_VB_N_0(features_NNS_P_1,takes_VB_N_0(photo_NN_P_1))",['photo_NN_P_1'],['photo'],[1]
230,278,"- i did n't care much for the tilting lcd screen , it seemed very limited and not very usefull . ","care_VB_N_0(it_PRP_N_0(CC(lcd+screen_NN_2)),i_LS_N_0)",[],[],[]
231,279,photos had some artifacts and noise . ,"had_VB_N_0(CC(noise_NN_Ne_1,artifacts_NNS_N_0),photos_NNS_N_0)",['noise_NN_Ne_1'],['noise'],[0]
232,280,my fiance just did n't like the way it felt in her hands . ,"like_VB_Ne_1(hands_NNS_N_0(\X.felt_VB_N_0(X),way_NN_N_0,it_PRP_N_0),fiance_NN_N_0)",[],[],[]
233,281,we also looked at the fuji fps602 . ,"looked_VB_N_0(fuji+fps602_NN_N_0,we_PRP_N_0)",[],[],[]
234,282,"nice camera but does n't take as sharp as pictures i thought they would , and again . ",camera_NN_P_1,['camera_NN_P_1'],['camera'],[1]
235,283,fiance did n't like the feel . ,"like_VB_Ne_1(feel_NN_N_0,fiance_NN_N_0)",[],[],[]
236,284,the canon g3 . ,canon+g3_NN_N_0,[],[],[]
237,286,"a lot of research went into digital camera 's before i made this purchase , and hands down , the g3 had everything i needed plus more . ","had_VB_N_0(needed_VB_N_0(everything_NN_N_0,i_FW_N_0),g3_NN_N_0,made_VB_N_0(CC(hands_NNS_N_0,purchase_NN_N_0)),i_FW_N_0,camera_NN_N_0(\X.went_VB_N_0(X)),lot_NN_N_0)",[],[],[]
238,287,"the other cameras were great and i 'm sure many people will beg to differ from my observations , but to each his / her own . ","CC(beg_VB_Ne_1(differ_VB_N_0(observations_NNS_N_0),people_NNS_N_0,i_FW_N_0),cameras_NNS_P_1)",[],[],[]
239,289,"always remember , cameras do n't take great pictures , people do ! ","remember_VB_N_0(take_VB_N_0(do_VB_N_0(pictures_NNS_P_1,people_NNS_N_0),cameras_NNS_N_0))",[],[],[]
240,290,the powershot g3 is a great camera . ,"is_VB_N_0(camera_NN_P_1,powershot+g3_NN_N_0)",['camera_NN_P_1'],['camera'],[1]
241,291,why ? ,why_RB_N,[],[],[]
242,292,because it can help a so-so photographer take spectacular photos ! ,"take_VB_N_0(photos_NNS_N_0,it_PRP_N_0)",[],[],[]
243,293,"4 megapixels is plenty for all but pros , and you will not be disappointed with the results of this camera . ","CC(be_VB_N_0(disappointed_VB_Ne_1(results_NNS_N_0),you_PRP_N_0),\x.x)",[],[],[]
244,294,it 's slightly lighter than the g2 and packed with even more features . ,"CC(packed_VB_N_0(features_NNS_N_0),g2_NN_N_0,lighter_JJ_P_1,it_PRP_N_0)",[],[],[]
245,295,make sure you get a big compactflash card ( it comes with a 32mb ) -- the 512mb cards are pretty [ inexpensive ] here on amazon.com and can hold about 500 photos at a time ! ,"make_VB_N_0(get_VB_N_0(card_NN_N_0,you_PRP_N_0),CC(time_NN_N_0(hold_VB_N_0(\x.x)),amazoncom_NN_N_0(cards_NNS_1)))",[],[],[]
246,296,"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots . ","is_VB_N_0(cause_VB_N_0(you_PRP_N_0,miss_VB_Ne_1(shots_NNS_P_1),unresponsiveness_NN_N_0),catch_NN_N_0)",[],[],[]
247,297,"prior to the purchase , none of my digital camera friends mentioned the delay between pressing the shutter button and the camera taking the picture . ","mentioned_VB_N_0(pressing_VB_N_0(CC(taking_VB_N_0(picture_NN_N_0,camera_NN_N_0),shutter+button_NN_N_0),delay_NN_Ne_1),none_NN_N_0)",['delay_NN_Ne_1'],['delay'],[0]
248,298,"no one told me , but i wanted to tell you . ","CC(wanted_VB_N_0(tell_VB_N_0(you_PRP_N_0),i_FW_N_0),told_VB_N_0(me_PRP_N_0,one_NN_N_0))",[],[],[]
249,299,this is not the same thing as a film camera . ,"is_VB_N_0(seq(film+camera_NN_N_0,thing_NN_N_0),\x.x)",[],[],[]
