,id,review,category,term
600,614,"service is friendly, and never had a problem walking in and getting a table.",SERVICE,get|friendly|service||ever
601,615,best reuben sandwich ever!,FOOD,best|u||ever
602,616,"the food was not fresh, the sauces were bland and very oily.",FOOD|FOOD,food|u|bland|
603,617,pizza was a little soggy.,FOOD,pizza|little|
604,618,ravioli was good...but i have to say that i found everything a bit overpriced.,FOOD,price|good|u|rice||ever
605,619,"service, however, was excellent...and i liked the setting/atmosphere a lot.",SERVICE|AMBIENCE,atmosphere|service|like||ever
606,620,authentic pakistani food.,FOOD,food|u|
607,621,people are always friendly.,SERVICE,always|friendly|way|
608,622,"just straight up cheap, good food.",FOOD|FOOD,food|good|u|
609,623,the best pad thai i've ever had.,FOOD,best||ever
610,624,the design and atmosphere is just as good.,AMBIENCE|AMBIENCE,atmosphere|good|u|
611,625,the food was actually aweful.,FOOD,food|u|
612,626,"the mussles were the fishiest things i've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... it was disgusting.",FOOD|FOOD|FOOD|FOOD,fish|sea|taste|goat|u|one|bland||ever
613,627,"nice atmosphere, the service was very pleasant and the desert was good.",AMBIENCE|SERVICE|FOOD,atmosphere|service|pleasant|nice|good|
614,628,"the food is amazing, rich pastas and fresh doughy pizza.",FOOD|FOOD|FOOD,food|pizza|u||amazing
615,629,"best of all is the warm vibe, the owner is super friendly and service is fast.",AMBIENCE|SERVICE|SERVICE,friendly|service|fast|best|u|
616,630,"ask for usha, the nicest bartender in manhattan.",SERVICE,nice|u|
617,631,this is an amazing place to try some roti rolls.,FOOD,place|try||amazing
618,632,i really recommend the very simple unda (egg) rolls.,FOOD,really|u|
619,633,"delicate spices, onions, eggs and a kick-ass roti.",FOOD|FOOD|FOOD|FOOD,
620,634,"toons has recently been redone, so it's now a very attractive space.",AMBIENCE,one|
621,635,the food's as good as ever.,FOOD,food|good||ever
622,636,"in an area sadly lacking in decent thai food, this is one of the best spots.",FOOD,food|best|one|
623,637,"went here last night - nice decor, good service, but the food was surprisingly excellent.",AMBIENCE|SERVICE|FOOD,food|service|decor|nice|good|u|
624,638,best drumsticks over rice and sour spicy soup in town!,FOOD|FOOD,best|u|rice|
625,639,beef noodle soup is good as well.,FOOD,good|u|
626,640,the service is good and the resturant is clean.,SERVICE|AMBIENCE,service|good|u|
627,641,best taiwanese food in ny!,FOOD,food|best|
628,642,rao's has the best service and atmosphere in nyc.,SERVICE|AMBIENCE,atmosphere|service|best|
629,643,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",AMBIENCE,try|sea|u|id|
630,644,indoor was very cozy and cute.,AMBIENCE,u|
631,645,"the portion sizes here are huge, and the sushi is good.",FOOD|FOOD,portion|sushi|good|u|size|
632,646,staff is very accomodating.,SERVICE,staff|
633,647,"excellent dumplings served amid clean, chic decor.",FOOD|AMBIENCE,decor|served|u|id|
634,648,"i got the $10 10-piece dim sum combo, every bite of which was great.",FOOD,great|u||ever
635,649,the decor is very simple but comfortable.,AMBIENCE,decor|u|
636,650,the food was delicious but do not come here on a empty stomach.,FOOD|FOOD,food|u|
637,651,the portions are small but being that the food was so good makes up for that.,FOOD|FOOD,food|portion|good|u|small|
638,652,the staff there is very attentive and down to earth.,SERVICE,staff|attentive|
639,653,great indian food and the service is incredible.,FOOD|SERVICE,food|service|great|
640,654,great food and the prices are very reasonable.,FOOD,food|price|great|rice|
641,655,the food here does a great service to the name (cantonese that is...).,FOOD,food|service|great|one|
642,656,i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.,FOOD,u|
643,657,this dish is my favorite and i always get it when i go there and never get tired of it.,FOOD,get|always|way|dish||ever
644,658,"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",FOOD|FOOD,like|try|u|
645,659,simply some good tasting chinese food at incredible prices...,FOOD|FOOD,food|price|good|rice|
646,660,"good music, great food, speedy service affordable prices.",AMBIENCE|FOOD|SERVICE,food|price|service|great|good|u|rice|
647,661,consistently good japanese tapas.,FOOD,good|
648,662,always good drinks and service is pretty good;,FOOD|SERVICE,always|service|way|good|drink|
649,663,atmosphere is nice and relaxed too...,AMBIENCE,relaxed|atmosphere|nice|
650,664,yakitori (bbq meats) is tasty too.,FOOD,tasty|
651,665,we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,SERVICE,sea|u|wine|id|
652,666,"one would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",SERVICE,get|would|u|one|drink|even|
653,667,"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",FOOD|SERVICE|SERVICE|SERVICE,food|price|service|staff|good|u|rice|
654,668,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,SERVICE|FOOD|FOOD,food|price|service|new|u|id|though|rice|
655,669,the only problem is that the manager is a complete incompetent.,SERVICE,
656,670,he offers subpar service and has no personality.,SERVICE,service|u|personal|
657,671,there is no excuse for such lousy service!,SERVICE,service|u|
658,672,"most of the servers are very attentive, friendly and quite attractive.",SERVICE,friendly|attentive|u|
659,673,"the vibe is very relaxed and cozy, service was great and the food was excellent!",AMBIENCE|SERVICE|FOOD,food|relaxed|service|great|
660,674,food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,FOOD|AMBIENCE,food|new|like|good|view|even|terrific|
661,675,i would highly recommend requesting a table by the window.,AMBIENCE,high|would|u|
662,676,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,SERVICE|AMBIENCE,service|place|like|would|good|u|though|
663,677,the food is great.,FOOD,food|great|
664,678,personal pans are the perfect size for those hungry nights.,FOOD,u|size|personal|
665,679,there is a downside if you're ordering in -- the delivery guys have major attitude.,SERVICE,u|id|
666,680,never have i had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c i live in a walkup) who always seem disappointed with their tips.,SERVICE,always|way|u||ever
667,681,"love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE|AMBIENCE|AMBIENCE,place|nice|u|
668,682,the pizza was pretty good and huge.,FOOD|FOOD,good|pizza|u|
669,683,we were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,FOOD,food|portion|u|size|
670,684,"the pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",FOOD|FOOD,cream|would|tasty|pizza|u|little|
671,685,"interesting selection, good wines, service fine, fun decor.",FOOD|SERVICE|AMBIENCE|FOOD,service|decor|good|u|wine||selection
672,686,i recieved prompt service with a smile.,SERVICE,service|
673,687,love the atmosphere - felt like i was in paris.,AMBIENCE,atmosphere|like|
674,688,the mussels were fantastic and so was the dessert...definitely going to be back very soon.,FOOD|FOOD,going|u|
675,689,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,SERVICE|SERVICE,service|great|staff|good|u|
676,690,"over the years the host, vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE|SERVICE,always|way|u|little|though|even||amazing
677,691,"i've also been amazed at all the new additions in the past few years: a new jazz bar, the most fantastic dining garden, the best thin crust pizzas, and now a lasagna menu which is to die for (these are not your average lasagnas)!",AMBIENCE|AMBIENCE|FOOD|FOOD,new|best|pizza|u||menu
678,692,i have to say i have never had a disappointing meal here.,FOOD,|ever
679,693,we could have made a meal of the yummy dumplings from the dumpling menu.,FOOD,u||menu
680,694,nice view of river and nyc.,AMBIENCE,nice|view|
681,695,very reliable place to eat,AMBIENCE,place|
682,696,perfect location for those traveling in/out of the city by auto or bus,AMBIENCE,u|
683,697,"the 8th ave location was very convenient and while busy, wasn't packed",AMBIENCE,u|
684,698,the location in the heart of manhattan adjacent to the port authority makes this an easy spot to grab a bite to eat,AMBIENCE,u|
685,699,nice environment with a wide choice of beers,AMBIENCE,nice|id|
686,700,it's in a great location with windows that open out onto the pavement in nice weather.,AMBIENCE,great|nice|u|
687,701,"location is convienient to businesses, hotels and theaters",AMBIENCE,u|
688,702,lovely atmosphere,AMBIENCE,atmosphere|
689,703,boucherie is our new favorite neighborhood spot.,AMBIENCE,new|u|
690,704,this small place has an amazing atmosphere of energy and yet intimacy,AMBIENCE,atmosphere|place|small||amazing
691,705,nice and trendy place with a great atmosphere,AMBIENCE,atmosphere|great|place|nice|
692,706,this is probably the worst place in total experience value in new york city,AMBIENCE,new|place|u|value||worst
693,707,this is a fantastic place to eat!,AMBIENCE,place|
694,708,the atmosphere was amazing!,AMBIENCE,atmosphere||amazing
695,709,the atmosphere was amazing!,AMBIENCE,atmosphere||amazing
696,710,it's a very warm and cozy atmosphere with a trendy style.,AMBIENCE,atmosphere|
697,711,this restaurant has great decor and atmosphere,AMBIENCE,atmosphere|great|decor|u|
698,712,hiding behind two great wooden door is this marvelous gem of a restaurant,AMBIENCE,great|u|id|
