review,target,domain,aspect
player controls : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
here 's where the ipod drives me nuts . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the player controls are too easy to hit accidentally . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if you happen to push the wrong button , you can wipe out the order of songs you had put in . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the ipod also does not let you see what 's coming up next on the player . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
zen allows you to scroll up and down the song list selected on the player . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,scroll[+1]
it also lets you remove songs from the play order . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,remove[+1]
"if you bring up an album , but absolutely hate some of the tracks , the zen will allow you to delete that from the playing order . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,delete[+1]
you have to skip to the next track when your hated song comes up with the ipod . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"lastly , you cannot manage anything on the ipod itself . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"while you can create a temporary playlist , you can 't store it permanently , delete songs , search very easily , etc. ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
none of these features are available because of the ipod 's 1-way transfers - you cannot make changes on the ipod that are premanent . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"again , the ipod is a beautiful thing to look at and touch , player controls are less functional . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i think the ipod versus zen typifies differences between apple and win machines . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"win software can be a little cranky , but much more easier to customize to your needs . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"with apple , you get a good product , but you get it the way apple wants you to have it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if i had to do this again , i might get the 40gb zen . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
its ability to serve as a back-up for my music collection is a huge plus. ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,zen[+3][p]
i got this thing for christmas and i have been very happy with it ever since . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,this thing[+3][p]
"i was planning on getting an ipod , but i changed my mind last minute ... mostly because of the whole battery issue , i do n't have the patience for those sorta things . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"my cuzin got an ipod and i wo n't say it is an awful product , but i will say that for the price , apple could do better as far as storage and battery life goes . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"the only thing i would complain about the zen xtra is that the controls are n't as easy as the ipod 's , or as "" sexy "" looking . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"control[-2],look[-2]"
i got this player for christmas & this was my first time using an mp3 player . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i have a large collection of cds and have loaded over 100 of them so far . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the software is quick & easy to use & i found the entire process very easily mastered . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[+3]
as mentioned in other reviews the headphones are useless and need to be replaced right away ! ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,headphone[-3]
the unit works great with my cassette adapter for my car & is also easily worked without taking your eyes off the road ! ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,the unit[+2]
i have tried the belkin tunecast mobile fm transmitter but found there was too much interference . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
overall it is a great unit & hopefully creative labs or some other vendor will soon come out with some accessories for it . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,unit[+2]
i purchased this mp3 player just last night after doing some scouting around . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
here 's a basic run-down from what i learned : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"flash card memory vs. hard drive ( i.e. why does a 256 mb player cost $$$...and a 40 gb ( 40,000 mb ) player only cost ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
mp3 players have either flash card memory or a hard drive in them . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the flash card memory is more expensive but is very light and compact . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
that 's why you have these things that can be keychain size . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
tiny ! ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
mp3 players of this kind of memory are typically small and light and have between 64 mb - 1.5 gb of memory . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i am averaging 4.5 mb per song , to give you an idea of how many songs you can get by the amount of memory . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"( 1 gb = 1,000 mb ) ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
hard drives ( this is what most ipods have - and just about all mp3 players over 3-5 gb of memory ) . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"cheaper to produce , holds a lot , heavier and has moving parts which means it 's a little more prone to damage from being banged around . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"that said , they are pretty sturdy machines and i would n't let this dissuade you from getting an mp3 with a lot of memory . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
just be aware of it . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
this explains why you see what appears to be such weird pricing on mp3 players . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"a 256 mb player ( roughly 60 songs for me ) is about x amount of dollars but a 30 gb ( 30,000 mb ) player ( roughly 6,650 songs ) sells for only slightly more . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it 's because the 256 player uses flash memory ( smaller / lighter ) and the 30gb uses a hard drive . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
that 's the first thing to understand . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
so consider what you 're going to use the device for . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if you 're a jogger and you want to strap it to your arm , i 'd recommend flash memory . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if you want to listen to tunes while you travel , i 'd get a hard drive because you can put so much on the thing - including audio books . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
review of zen xtra - 40 gb ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the device is larger than an ipod of similar capacity . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
this did n't bother me too much because it 's still a decent size . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,size[+1]
it comes with a good case that fits it snuggly . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,case[+2]
"the front cover ( which you remove to take out the battery ) feels flimsy but when snapped on , the device still feels pretty solid . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,cover[-1]
"as some other reviewers noted , after it was connected to the computer for a bit , it somehow stopped reading the player so i had to replug it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it did not lock up my computer or require a reboot . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"the software lets you pop in a cd and then scans the internet to name the artist , track name and album name . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
extremely convenient . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[+3][u]
then it rips the tunes into mp3s and puts them on your computer . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
you can even skip that step and rip them directly from the cd to the player . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
( wo n't leave copy on your computer . ) ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the pros and cons of it : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
great price . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,price[+2]
the ipod costs more for the same amount of memory . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i thought the software was decent enough - it was n't complicated to learn at all . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[+2]
"the scroll button is sort of annoying to push - a nice button would be nicer but eh , not a big deal . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,scroll[-1]
it also stores data so i can see myself placing some data files on here . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"it is slightly larger than an ipod , no doubt about it . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,size[-1][u]
"for me , that was the only drawback . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i 'm really happy with this purchase . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,player[+3][p]
"also , when i installed the software , it said that windows xp had n't approved something with the drivers , etc - and that continuing it install may cause instability . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if you 're like me , that will definitely make you pause . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"after i reviewed the manual ( a pdf file included on the cd ) , i felt better because they warned you about the message and said it would n't cause problems and , in fact , it has n't . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"so if you have xp , be prepared for this and do n't be alarmed . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if you are out for an mp3 player with a lot of memory and do not want to spend a ton of money , i think this is a great purchase and strongly recommend it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i would have liked to have given it 4 1/2 stars docking that 1/2 star only for the size . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,size[-1]
i got this a while ago knowing nothing about it . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it is a beast . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
if i wasnt a runner i would take a bullet in the foot for my nomad jukebox . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"now heres the stuff you should know starting with the good things : the screen is really big and the blue light in the back is perfect , fast as hell in music transfer , controls are easy to use after mastering the scroll button , great sound and ive heard many mp3 players , a ton of different equilizer type deals on here . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"screen[+3],equilizer[+2]"
"there are a couple things i didnt like though but nothing serious : a little larger than other mp3s but still light , the software takes some time to get used to ( maybe 10-15 mins ) , and this thing would definitely be destroyed with one fall . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"size[-1][u],weight[+1],software[-1]"
but it comes with a tank of a case and if you cut a piece out where the screen is you can always keep it in the case and still access everything . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,case[+1]
"ive seen em all , the archos , dell , ipods , everything ... good price and great sound makes this one the best in my opinion . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"price[+2],sound[+2]"
granted this is cheaper than an ipod . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
cheaper in every way . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
its far heavier and much larger which might not seem to matter except if you use it while running or keep it in your pocket . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"weight[-2][u],size[-2][u]"
"its far more difficult to select songs and has no easy to use on the fly playlist creation such as the new ipod not to mention it does n't sinc with contact lists , phone numbers , address books , ect. like the ipod ( which eliminated my need for any kind of palm device ) . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,playlist[-2]
it also has unproven battery life . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,battery life[-2]
"everyone who says i can 't buy the ipod because after excessive use in a short time ( the man who made the ipod battery life video admitted that he had used it extensively every day and charged fully every night for those 18 months , conditions under which any rechargeable battery dies . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"use this for 18 months every day and see what happens , or look at a 2 year old electric razor and see if it holds the same charge as the first day you had it ) . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"while it is an alternative to the ipod and one of the few viable ones its just that , an alternative and why would anyone seek an alternative to something that really needs no alternative choice because theres nothing wrong and everything right with it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i 'd like to see how well a small company supports its mp3 player in 2 years when its battery dies as all rechargeable do . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"finally the software used to put all the songs into it is vastly inferior to itunes on two levels , first it is poorly integrated into the overall player and clunky to use especially with tagging and second the wma audio format sucks , flat out sucks in terms of sound quality compared with the vastly superior aac format the apple ipod uses and it sticks you with one of the sub par paid music services such as napster instead of allowing to use the itunes store , which , if you ever plan to pay for your music , is by far the best . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[-3]
"before anyone says hey you have n't used the product , i have , my friend received one for christmas instead of an ipod and has since envied me for my vastly superior product . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
pros : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
* price and capacity ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"price[+2],capacity[+2]"
* slick-looking design and improved interface ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"design[+2],interface[+1]"
* removable battery ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,battery[+1]
cons : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
* protective case completely useless as is since it obscures display window . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,case[-3]
had to cut out a window using a swiss army knife . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
how did this gigantic flaw go unnoticed by creative ? ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
* scroll button more cumbersome than on earlier models . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,scroll[-2]
does n't always register push-button movement . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
* eax equalizer accentuates dimished quality of mp3 files . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,eax[-2]
i have to rip everything as a 160 kbps wma file ( as opposed to 128 kbps mp3 ) to avoid hearing digital garbling . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"* does not provide enough volume when connected to larger headphones , or external receivers ( car radio ). ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,volume[-2]
* software is absolutely terrible : ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[-3]
"-- > will not automatically transfer songs with identical titles ( if you have live albums or greatest hits albums , this will cause you inordinate frustration ). ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,transfer[-2]
"-- > does not recognize player at random times , despite being connected and displaying player 's library . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,recognition[-1]
-- > too difficult to change genre / album / track information for large number of tracks . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,change[-2]
-- > you 'll be changing track information a lot because the cd database information utilized by the software is mediocre at best . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[-1]
"if you have any multi-disc box sets , you 'll notice that the artist 's name , album name , and genre will often change with every disc . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
final verdict : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
a good player at a great price with terrible software that makes ripping and transferring way more difficult than it should be . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"player[+2],software[-2], rip[-2], transfer[-2]"
"after investigating a multitude of player options , i asked for and received the 60 gb zen xtra for christmas . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"despite its being slightly larger than the ipod , i must say i was surprised to see how small it was when i unwrapped the box ! ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,size[+1][u]
"i am ripping my cd collection into 160 kbps wma files ; this gives an average of around 60-65 mb per cd , good for about 900 cds in the ~ 57,000 mb of free memory available to me . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,cd rip[+2]
"file transfers are fast , nearly a song per second via usb 2.0 . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,transfter[+2]
several people have complained of difficulty transferring multiple songs with the same title . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
this is possible ! ! ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"since the zen xtra does not use a folder structure , the "" duplicate name "" problem stems from the actual file name , not from the song 's title / artist / album . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
solution ? ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"simply configure the mediasource software ( or windows media player , or your ripper-du-jour ) to create file names that include artist and ( especially ) album names in addition to track names . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"using this method , i have not once encountered a situation where a track was rejected , and i have plenty of duplicate tracks on live and compilation albums . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"even if there happened to be identical track titles on the same disc , you could still edit the file name manually and get them both onto the player . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"my one issue with the mediasource software is that , despite pulling id3 tag data from the cdds service , the ripping process fails to populate the "" year "" field . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[-2]
weird . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
how does it sound ? ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"to my ears , a 160 kbps wma file sounds just as good as the source cd , and the zen xtra sounds just as good as a portable cd player . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,sound[+3]
no complaints there . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"the eax features are pretty cool , as well , as creative has included a number of eq adjustments that , for example , compensate for the extraneous noise encountered in a car or on a train . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,eax[+2]
"navigation could be better , but there is n't really anything the zen xtra can 't do once you 've gotten comfortable with it . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,navigation[-1]
"at the end of the day , what i wanted was a large-capacity player which allows me to easily play any album from my collection wherever i go , and the zen xtra 's combination of price , capacity and features easily meets those criteria . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,player[+2]
"i got this for christmas , and it is a great gift . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,this[+2][p]
"i have been ripping songs into it for the past few weeks , and the ease of use is wonderful . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,use[+2]
"the memory will hold an amazing amount of songs , my entire collection of cd 's will all fit on this great little tiny piece of digital fun . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,memory[+2]
plusses are the easy to remove battery and the terrific sound produced by the nomad . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"battery[+2],sound[+3]"
"the only two things that stop me from giving it 5 stars are the ho-hum software that comes with the system , and the traveling case it comes with . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"software[-2],case[-2]"
this is a powerful piece of equipment . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it is great to no longer wonder what music i want to take with me for a cross country flight or a two week trip - now i just take everything . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"ripping the songs , even with my 1.1 usb connection is still very quick , and the quality is very good . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"rip[+2], quality[+2]"
"considering the price and specs , this might be the best buy out there for a large memory mp3 player . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,player[+2]
"before jumping on the ipod train , take a look at this marvel . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i 'll state up front that i do not own a zen xtra and have not used one at all . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"but you might find my review useful , nonetheless . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i purchased a jukebox 3 from creative almost a year ago . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"two months ago , an internal part failed ( not due to customer abuse ; it just failed ) . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i got an rma from creative , sent my player in to them for repairs . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it took them twice as long to get to my unit as they said . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"moreover , they want a total of $ 107 to repair it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"( this includes the $ 20 that you have to pay up front , just to get them to look at your player . ) ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if creative offered a 12-month warranty on their mp3 players , i 'd be covered . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"but they offer only a 3-month warranty ( on all of their players , including the zen xtra ) . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
so i 'm screwed . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
but you do n't have to be . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if you buy a creative mp3 player , be sure to get the optional extended warranty . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"or better yet , buy from another company that stands behind their products with a 12-month warranty . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"it 's really a shame , because otherwise , creative mp3 players are very good , and have the best sound quality of any players on the market . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,sound quality[+2]
i shopped around for a while before buying a hard-drive mp3 player . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i read reviews , compared specs , and visited user forums . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"despite all the hype about ipods , i knew i wanted something different , because i wanted more storage than the ipod i could afford would offer , and because i wanted more flexibility in where i purchased music online . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"after some consideration i chose the 40gb nomad zen xtra from creative , and i have not been disappointed . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,zen xtra[+2]
"i purchased it at a retail store , and got an extended warranty . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"first , the battery is replacable by the user , because creative intended it to be - unlike apple with the ipod . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,battery[+2]
"it was easy enough to remove the front plate , and there was only one way the battery could be inserted . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,battery[+2]
"creative also sells batteries via its website , so there 's no shipping off my player and waiting for it to be sent back to me with the new battery . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the new organizer software that ships with the nomad zen xtra could n't be easier to use . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[+3]
"point the "" media sniffer "" to your music files and let it do the rest . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"playlist[+1],cd rip[+1]"
"and with usb 2.0 , transferring music to your player is incredibly easy . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,transfer[+3]
"you can also delete songs from the player itself , and create playlists - on the fly - on your player . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"the sound is great , and the volume is more than satisfactory for commutes and shutting out external noise . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"sound[+2],volume[+2]"
"i thought i 'd have to buy a set of headphones to use with it , but the included earbuds work quite well . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,earbud[+2]
"they could be more comfortable , but no complaints in the sound department . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,earbud[+1][p]
i 've played around with the equalizer settings and am satisfied at the range of choices i have there too . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,equalizer[+2]
"there are plenty other features that i have n't checked out , but i 'm sure i soon will . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it ships with a carrying case that has a belt clip on it . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"however , i do n't like to carry it on my belt because the clip is n't secure and the case can slip off . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,clip[-1]
it happened to me once . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
so now i keep it in my pocket . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"also , the carrying case that came with mine covers up the display , so even though the side controls are reachable , i have to open it up to see the display . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,case[-2]
"it would have been better to have some sort of window on teh carrying case , so you could see the display without opening it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"that 's my only real complaint about the nomad zen xtra , though . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
this player is an overall disappointment with a couple of big flaws that potential buyers should be wary of ; and all readers need to know about a third party software company that resolves virtually all of the creative mediasource file transfer issues . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"player[-3],software[-2]"
zen good points : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
1 . i achieved my basic objective ; my entire cd collection is on a portable device with lots of room to store more . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,storage[+1][u]
2 . most mp3 players have a gap between the end of one track and the start of the next ; it 's annoying in music that is intended to be continuous . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the zen has minimal stoppage between tracks ; when listening to music that continues from one track to the next the gap is just a hesitation - a slightly audible click ; if i am not listening for the progress from one track to the next i do n't even notice the click . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,stoppage[+1]
flaws : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
