,reviewID,sentenceID,review,category,polarity
544,1615322,1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,RESTAURANT#GENERAL,positive
545,1615322,1615322:2,They have authentic Indian at amazin prices.,FOOD#QUALITY,positive
546,1615322,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,FOOD#STYLE_OPTIONS,negative
547,1615322,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE#GENERAL,negative
548,1615322,1615322:5,It's a rather cramped and busy restaurant and it closes early.,RESTAURANT#MISCELLANEOUS,negative
549,1623276,1623276:0,Patroon features a nice cigar bar and has great staff.,AMBIENCE#GENERAL,positive
550,1623276,1623276:1,The food is tasty and portion sizes are appropriate.,FOOD#QUALITY,positive
551,1623276,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,RESTAURANT#MISCELLANEOUS,positive
552,1623276,1623276:3,Not a great place for family or general dining.,RESTAURANT#MISCELLANEOUS,negative
553,1626564,1626564:0,LLOOVVE THIS PLACE.,RESTAURANT#GENERAL,positive
554,1626564,1626564:1,Food is excellent.,FOOD#QUALITY,positive
555,1626564,1626564:2,Fish is so very fresh.,FOOD#QUALITY,positive
556,1626564,1626564:3,Waitstaff are very friendly.,SERVICE#GENERAL,positive
557,1626564,1626564:4,Love YUKA.,RESTAURANT#GENERAL,positive
558,1632445,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,FOOD#QUALITY,positive
559,1632445,1632445:1,The menu is limited but almost all of the dishes are excellent.,FOOD#STYLE_OPTIONS,negative
560,1632445,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,positive
561,1632445,1632445:3,The service is good and ambience is good for a date or group outing.,SERVICE#GENERAL,positive
562,1632445,1632445:4,The only fallback on this restaurant is the prices.,RESTAURANT#PRICES,negative
563,1632445,1632445:5,"Even though its good seafood, the prices are too high.",FOOD#QUALITY,positive
564,1632445,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#QUALITY,positive
565,1632929,1632929:2,We were very pleasantly surprised.,RESTAURANT#GENERAL,positive
566,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive
567,1632929,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE#GENERAL,positive
568,1632929,1632929:5,Truly the mark of an attentive waiter.,SERVICE#GENERAL,positive
569,1632929,1632929:6,I highly recommend the restaurant based on our experience last night.,RESTAURANT#GENERAL,positive
570,1642666,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD#QUALITY,negative
571,1642666,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,FOOD#QUALITY,negative
572,1642666,1642666:3,"They don't concern much of customer's health, just want to make money.",RESTAURANT#MISCELLANEOUS,negative
573,1642666,1642666:4,please don't fool us.,RESTAURANT#MISCELLANEOUS,negative
574,1649025,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive
575,1649025,1649025:2,The food is so cheap and the waiters are nice.,FOOD#PRICES,positive
576,1649025,1649025:3,"Of course, it is crowded but who cares.",AMBIENCE#GENERAL,neutral
577,1649025,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,RESTAURANT#MISCELLANEOUS,positive
578,1655504,1655504:0,Have frequented 'ino for several years and the food remains excellent.,FOOD#QUALITY,positive
579,1655504,1655504:1,Cheese plate is a varied delight and great bargain at $10.,FOOD#QUALITY,positive
580,1655504,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive
581,1655504,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD#QUALITY,positive
582,1655504,1655504:4,Wine list is extensive without being over-priced.,DRINKS#STYLE_OPTIONS,positive
583,1655504,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",FOOD#QUALITY,positive
584,1655504,1655504:6,Definitely a neighborhood favorite.,RESTAURANT#GENERAL,positive
585,1655521,1655521:0,I loved this place!!,RESTAURANT#GENERAL,positive
586,1655521,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE#GENERAL,positive
587,1655521,1655521:2,"The food was very good, a great deal, and the place its self was great.",FOOD#QUALITY,positive
588,1655521,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE#GENERAL,positive
589,1660047,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE#GENERAL,negative
590,1660047,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE#GENERAL,negative
591,1660047,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE#GENERAL,negative
592,1660047,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE#GENERAL,negative
593,1660047,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE#GENERAL,negative
594,1660047,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE#GENERAL,negative
595,1661043,1661043:0,Pizza here is consistently good.,FOOD#QUALITY,positive
596,1661043,1661043:1,Salads are a delicious way to begin the meal.,FOOD#QUALITY,positive
597,1661043,1661043:2,You should pass on the calamari.,FOOD#QUALITY,negative
598,1661043,1661043:3,It is thick and slightly soggy.,FOOD#QUALITY,negative
599,1661043,1661043:4,Decor is charming.,AMBIENCE#GENERAL,positive
600,1661043,1661043:5,Service is average.,SERVICE#GENERAL,neutral
601,1661757,1661757:0,What a great place.,RESTAURANT#GENERAL,positive
602,1661757,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",AMBIENCE#GENERAL,positive
603,1661757,1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",SERVICE#GENERAL,neutral
604,1661757,1661757:4,I would definitely recommend SEA if you like thai cuisine!,FOOD#QUALITY,positive
605,1662726,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE#GENERAL,negative
606,1662726,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE#GENERAL,negative
607,1662726,1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",SERVICE#GENERAL,negative
608,1662726,1662726:3,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",SERVICE#GENERAL,negative
609,1662726,1662726:5,Never again!,RESTAURANT#GENERAL,negative
610,1663111,1663111:0,I absolutely Loved this place.,RESTAURANT#GENERAL,positive
611,1663111,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",AMBIENCE#GENERAL,positive
612,1663111,1663111:3,this is can became on e of the NY Italian Food fare institutions.,RESTAURANT#GENERAL,positive
613,1663111,1663111:4,I think that it is absolutely brilliant and well runned business operation.,RESTAURANT#GENERAL,positive
614,1663111,1663111:5,The wine list is also really nice.,DRINKS#STYLE_OPTIONS,positive
615,1664346,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",RESTAURANT#GENERAL,positive
616,1664346,1664346:2,I would highly recommend this place!,RESTAURANT#GENERAL,positive
617,1671113,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,RESTAURANT#GENERAL,positive
618,1671113,1671113:1,The food is great and reasonably priced.,FOOD#QUALITY,positive
619,1671113,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE#GENERAL,negative
620,1671113,1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE#GENERAL,positive
621,1671113,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE#GENERAL,positive
622,1700205,1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,RESTAURANT#GENERAL,positive
623,1700205,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",FOOD#QUALITY,positive
624,1700205,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE#GENERAL,positive
625,1700205,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD#QUALITY,positive
626,1702257,1702257:0,Nice Family owned traditional restaurant.,RESTAURANT#GENERAL,positive
627,1702257,1702257:1,Fresh ingredients and everything is made to order.,FOOD#QUALITY,positive
628,1702257,1702257:2,I was pleasantly surprised to find this gem in Hoboken.,RESTAURANT#GENERAL,positive
629,1702257,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE#GENERAL,positive
630,1706644,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD#QUALITY,positive
631,1706644,1706644:2,"I also ordered the Change Mojito, which was out of this world.",DRINKS#QUALITY,positive
632,1706644,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD#QUALITY,neutral
633,1706644,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE#GENERAL,positive
634,1706644,1706644:5,"Overall, excellent restaurant!",RESTAURANT#GENERAL,positive
635,1707201,1707201:1,The food was good.,FOOD#QUALITY,positive
636,1707201,1707201:2,The place was nice and calm.,AMBIENCE#GENERAL,positive
637,1707201,1707201:3,but the service was a bit slow.,SERVICE#GENERAL,negative
638,1707741,1707741:1,The buffet had a nice selection.,FOOD#STYLE_OPTIONS,positive
639,1707741,1707741:2,The food was average or above including some surprising tasty dishes.,FOOD#QUALITY,positive
640,1707741,1707741:3,Service was also very good.,SERVICE#GENERAL,positive
641,1707741,1707741:4,I would go back.,RESTAURANT#GENERAL,positive
642,1710746,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD#QUALITY,positive
643,1710746,1710746:1,"I would recommend Roxy's for that, but not for their food.",FOOD#QUALITY,negative
644,1710746,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,FOOD#STYLE_OPTIONS,neutral
645,1710746,1710746:3,"But, they were too big for the bun.",FOOD#STYLE_OPTIONS,negative
646,1710746,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD#STYLE_OPTIONS,negative
647,1710746,1710746:5,Also they were $15 each!,FOOD#PRICES,negative
648,1710746,1710746:6,I had a huge pastrami sandwich on a roll.,FOOD#STYLE_OPTIONS,neutral
649,1710746,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD#PRICES,neutral
650,1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",FOOD#QUALITY,negative
651,1713185,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD#QUALITY,negative
652,1713185,1713185:2,And the Tom Kha soup was pathetic.,FOOD#QUALITY,negative
653,1713185,1713185:3,If you want good authentic Thai this place is not the place to go.,FOOD#QUALITY,negative
654,1718513,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",FOOD#QUALITY,positive
655,1718513,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD#QUALITY,positive
656,1718513,1718513:2,"Conveniently located too, being right on Bedford ave.",LOCATION#GENERAL,positive
657,1718513,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE#GENERAL,positive
658,1718513,1718513:4,I will definetly be going back.,RESTAURANT#GENERAL,positive
659,1719567,1719567:0,We had the lobster sandwich and it was FANTASTIC.,FOOD#QUALITY,positive
660,1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD#STYLE_OPTIONS,negative
661,1719567,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD#QUALITY,positive
662,1719567,1719567:4,We waited at the bar and had martinis that were just right.,DRINKS#QUALITY,positive
663,1719567,1719567:5,We will be back.,RESTAURANT#GENERAL,positive
664,1723402,1723402:0,love the food.,FOOD#QUALITY,positive
665,1723402,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,FOOD#QUALITY,positive
666,1723402,1723402:3,and you can't beat the prices.,RESTAURANT#PRICES,positive
667,1723402,1723402:4,highly recommended.,RESTAURANT#GENERAL,positive
668,1723658,1723658:0,I've lived in NY for 5 years and this place has it all.,RESTAURANT#GENERAL,positive
669,1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",FOOD#QUALITY,positive
670,1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD#QUALITY,positive
671,1723658,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,RESTAURANT#GENERAL,positive
672,1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",FOOD#QUALITY,positive
673,1726001,1726001:2,Also very inexpensive.,RESTAURANT#PRICES,positive
674,1726001,1726001:3,A great choice at any cost and a great deal.,RESTAURANT#GENERAL,positive
675,1726427,1726427:0,The service was excellent and the food was delicious.,SERVICE#GENERAL,positive
676,1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD#QUALITY,positive
677,1726427,1726427:3,Definitely a great spot for a nice occasion or date.,RESTAURANT#MISCELLANEOUS,positive
678,1726473,1726473:0,"Average to good Thai food, but terrible delivery.",FOOD#QUALITY,positive
679,1726473,1726473:1,I've waited over one hour for food.,SERVICE#GENERAL,negative
680,1726473,1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,SERVICE#GENERAL,negative
681,1726473,1726473:3,A Thai restaurant out of rice during dinner?,RESTAURANT#MISCELLANEOUS,negative
682,1726473,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",FOOD#QUALITY,negative
683,1727363,1727363:1,This is a wonderful place on all stand points especially value ofr money.,RESTAURANT#PRICES,positive
684,1727363,1727363:2,An excellent service,SERVICE#GENERAL,positive
685,1728733,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,SERVICE#GENERAL,positive
686,1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,SERVICE#GENERAL,positive
687,1728733,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,FOOD#STYLE_OPTIONS,positive
688,1728733,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,FOOD#QUALITY,positive
689,1728733,1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,RESTAURANT#GENERAL,positive
690,1730014,1730014:1,"Service here was great, food was fantastic.",SERVICE#GENERAL,positive
691,1730014,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD#QUALITY,positive
692,1730014,1730014:3,Will absolutely visit again.,RESTAURANT#GENERAL,positive
693,1730127,1730127:0,You cannot go wrong with this place.,RESTAURANT#GENERAL,positive
694,1730127,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",FOOD#QUALITY,positive
695,1730127,1730127:2,"Always a nice crowd, but never loud.",RESTAURANT#MISCELLANEOUS,positive
696,1730127,1730127:3,Go here.,RESTAURANT#GENERAL,positive
697,1730127,1730127:4,Good for dates or with friends.,RESTAURANT#MISCELLANEOUS,positive
698,1730447,1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,RESTAURANT#MISCELLANEOUS,positive
699,1730447,1730447:1,"However, it is jus too good to not praise it.",RESTAURANT#GENERAL,positive
700,1730447,1730447:2,"By far, the best pizza in Manhattan.",FOOD#QUALITY,positive
701,1730447,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",FOOD#QUALITY,positive
702,1746113,1746113:1,The menu has so many fish items and oysters.,FOOD#STYLE_OPTIONS,positive
703,1746113,1746113:3,"The fish was really,really fresh.",FOOD#QUALITY,positive
704,1746113,1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.,RESTAURANT#GENERAL,positive
705,1748813,1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.,RESTAURANT#GENERAL,positive
706,1748813,1748813:1,All of the pizzas are terrific and the price is even better!,FOOD#QUALITY,positive
707,1748813,1748813:2,I highly recommend the Sophia pizza.,FOOD#QUALITY,positive
708,1748813,1748813:3,It's to die for!,FOOD#QUALITY,positive
709,1748839,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,FOOD#QUALITY,negative
710,1748839,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",SERVICE#GENERAL,negative
711,1748839,1748839:6,So rushing us out was absolutely unnecessary!,SERVICE#GENERAL,negative
712,1748839,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",FOOD#QUALITY,negative
713,378848,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",FOOD#QUALITY,positive
714,378848,378848:2,I'm sure I'll return for a final judgement tho.,RESTAURANT#GENERAL,neutral
715,378848,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",AMBIENCE#GENERAL,positive
716,397331,397331:0,Mizu is the Japenese find in Grammercy.,RESTAURANT#GENERAL,positive
717,397331,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",FOOD#QUALITY,positive
718,397331,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,FOOD#STYLE_OPTIONS,positive
719,397331,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",FOOD#QUALITY,positive
720,397331,397331:4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,RESTAURANT#GENERAL,positive
721,404464,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",SERVICE#GENERAL,positive
722,404464,404464:1,I ordered the smoked salmon and roe appetizer and it was off flavor.,FOOD#QUALITY,negative
723,404464,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD#QUALITY,negative
724,404464,404464:3,I expected quite a bit more from such an expensive menu.,FOOD#PRICES,negative
725,426805,426805:0,"The view is spectacular, and the food is great.",LOCATION#GENERAL,positive
726,426805,426805:1,Wonderful strawberry daiquiries as well!,DRINKS#QUALITY,positive
727,426805,426805:2,Definitely worth the trip to Battery Park City!,RESTAURANT#GENERAL,positive
728,426805,426805:3,One of my favorite places in Manhattan.,RESTAURANT#GENERAL,positive
729,426930,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,FOOD#QUALITY,positive
730,426930,426930:1,(Besides that there should be more restaurants like it around the city).,RESTAURANT#GENERAL,positive
731,426930,426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD#QUALITY,positive
732,430342,430342:0,delicious simple food in nice outdoor atmosphere.,FOOD#QUALITY,positive
733,430342,430342:1,"Kind, attentive wait staff.",SERVICE#GENERAL,positive
734,430342,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD#QUALITY,positive
735,430342,430342:3,My friend devoured her chicken and mashed potatos.,FOOD#QUALITY,positive
736,430342,430342:4,Delicious crab cakes too.,FOOD#QUALITY,positive
737,430342,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",AMBIENCE#GENERAL,positive
738,430342,430342:6,Great neighborhood joint.,RESTAURANT#GENERAL,positive
739,433878,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,FOOD#STYLE_OPTIONS,positive
740,433878,433878:1,"Their calzones are horrific, bad, vomit-inducing, YUCK.",FOOD#QUALITY,negative
741,433878,433878:2,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,FOOD#QUALITY,negative
742,433878,433878:3,The counter service is bad.,SERVICE#GENERAL,negative
743,433878,433878:4,They charge different prices all the time.,SERVICE#GENERAL,negative
744,433878,433878:5,"They're rude at times, and not very friendly.",SERVICE#GENERAL,negative
745,433878,433878:6,NO PIZZA 33 for me!,RESTAURANT#GENERAL,negative
746,436868,436868:0,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",FOOD#QUALITY,negative
747,436868,436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",FOOD#STYLE_OPTIONS,negative
748,436868,436868:2,"The sandwiches are dry, tasteless and way overpriced.",FOOD#QUALITY,negative
749,436868,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",RESTAURANT#GENERAL,negative
750,444818,444818:0,"Seriously, this place kicks ass.",RESTAURANT#GENERAL,positive
751,444818,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",AMBIENCE#GENERAL,positive
752,444818,444818:2,"Best Italian food I ever had (and being Italian, that means alot).",FOOD#QUALITY,positive
753,444818,444818:3,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",RESTAURANT#GENERAL,positive
754,445960,445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE#GENERAL,positive
755,445960,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,LOCATION#GENERAL,positive
756,445960,445960:2,"It is set far from the small street it's on, and there is no traffic noise.",LOCATION#GENERAL,positive
757,445960,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",FOOD#QUALITY,positive
758,445960,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",LOCATION#GENERAL,positive
759,447697,447697:0,Great sushi experience.,FOOD#QUALITY,positive
760,447697,447697:1,Nice value.,RESTAURANT#PRICES,positive
761,447697,447697:2,Unique apppetizers.,FOOD#QUALITY,positive
762,447697,447697:3,Try sushimi cucumber roll.,FOOD#QUALITY,positive
763,449802,449802:0,"Good spreads, great beverage selections and bagels really tasty.",FOOD#QUALITY,positive
764,449802,449802:1,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,SERVICE#GENERAL,negative
765,449802,449802:3,Murray won't do it.,SERVICE#GENERAL,negative
766,449802,449802:5,But who says Murray's is anything about service.,SERVICE#GENERAL,negative
767,449802,449802:6,"So close, but not good enough.",RESTAURANT#GENERAL,neutral
768,454704,454704:0,Don't be fooled by crowds of people.,RESTAURANT#MISCELLANEOUS,negative
769,454704,454704:1,The service is awful.,SERVICE#GENERAL,negative
770,454704,454704:2,This place is not worth the prices.,RESTAURANT#GENERAL,negative
771,454704,454704:3,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",SERVICE#GENERAL,negative
772,455623,455623:0,Love Pizza 33..,RESTAURANT#GENERAL,positive
773,455623,455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,FOOD#QUALITY,positive
774,455623,455623:3,It hits the spot every time,RESTAURANT#GENERAL,positive
775,461928,461928:0,This tiny Williamsburg spot is always pleasantly surprising.,RESTAURANT#GENERAL,positive
776,461928,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,FOOD#QUALITY,positive
777,461928,461928:3,I've been many time and have never been disappointed.,RESTAURANT#GENERAL,positive
778,464215,464215:1,They even scoop it out nice (for those on a diet) not too much not to little.,FOOD#STYLE_OPTIONS,positive
779,464215,464215:2,The cream cheeses are out of this world and I love that coffee!!,FOOD#QUALITY,positive
780,464215,464215:3,A little crowded but they move that line really fast!,SERVICE#GENERAL,positive
781,464215,464215:4,A little pricey but it really hits the spot on a Sunday morning!,RESTAURANT#PRICES,negative
782,464342,464342:0,"Bagels are ok, but be sure not to make any special requests!",FOOD#QUALITY,neutral
783,464342,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE#GENERAL,negative
784,464342,464342:2,Be sure not to get anything other than bagels!..,FOOD#QUALITY,negative
785,464342,464342:3,the turkey burgers are scary!,FOOD#QUALITY,negative
786,470488,470488:0,The worst excuse for Japanese food I've ever encountered.,RESTAURANT#MISCELLANEOUS,negative
787,470488,470488:1,The soup for the udon was soy sauce and water.,FOOD#QUALITY,negative
788,470488,470488:2,The sushi was awful!,FOOD#QUALITY,negative
789,470488,470488:3,The rice was poor quality and was cooked so badly it was hard.,FOOD#QUALITY,negative
790,470488,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD#QUALITY,negative
791,470488,470488:5,"The fish was adequate, but inexpertly sliced.",FOOD#STYLE_OPTIONS,negative
792,470488,470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,FOOD#QUALITY,negative
793,475298,475298:0,"Good, fast service.",SERVICE#GENERAL,positive
794,475298,475298:1,I would highly recommend.,RESTAURANT#GENERAL,positive
795,475298,475298:2,Food is great and inexpensive.,FOOD#QUALITY,positive
796,475298,475298:3,The location is perfect.,LOCATION#GENERAL,positive
797,475298,475298:4,Give it a try and enjoy.,RESTAURANT#GENERAL,positive
798,475512,475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE#GENERAL,negative
799,475512,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS#PRICES,negative
800,475512,475512:4,Would NEVER go back there.,RESTAURANT#GENERAL,negative
801,476473,476473:0,Awsome Pizza especially the Margheritta slice.,FOOD#QUALITY,positive
802,476473,476473:1,Always busy but fast moving.,SERVICE#GENERAL,positive
803,476473,476473:2,Great atmoshere and worth every bit.,AMBIENCE#GENERAL,positive
804,476473,476473:3,Open late (well as late as I ever got there and I'm a night person),RESTAURANT#MISCELLANEOUS,positive
805,483111,483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE#GENERAL,positive
806,483111,483111:1,The food is reliable and the price is moderate.,FOOD#QUALITY,positive
807,483111,483111:2,What more can you ask for?,RESTAURANT#GENERAL,positive
808,485026,485026:0,"For authentic Thai food, look no further than Toons.",FOOD#QUALITY,positive
809,485026,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD#QUALITY,positive
810,485767,485767:0,Everything about this restaurant was special.,RESTAURANT#GENERAL,positive
811,485767,485767:1,"The service was attentive, yet discreet.",SERVICE#GENERAL,positive
812,485767,485767:2,The flavors robust and subtle.,FOOD#QUALITY,positive
813,485767,485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD#QUALITY,positive
814,485767,485767:4,I'm saving up for my next visit.,RESTAURANT#GENERAL,positive
815,485966,485966:1,The place was quiet and delightful.,AMBIENCE#GENERAL,positive
816,485966,485966:2,Service was good and food is wonderful.,SERVICE#GENERAL,positive
817,485966,485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,FOOD#QUALITY,positive
818,485966,485966:4,It is definitely a good spot for snacks and chat.,RESTAURANT#GENERAL,positive
819,490565,490565:0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",RESTAURANT#GENERAL,positive
820,490565,490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE#GENERAL,positive
821,490565,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY,positive
822,490565,490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE#GENERAL,positive
