,index,sentence,lambda,raw_aspect,sentiment,aspect,target
213,213,"i 've had this for 3 months now , and i am pleased with my decision . ","CC(pleased_VB_P_1(decision_NN_N_0,i_FW_N_0),ve_FW_N_0(months_NNS_N_0(had_VB_N_0(\X.X)),i_FW_N_0))",[],[],[],camera[+2][p]
214,214,this is the perfect camera for a photo hobbiest who wants to have easy point and shoot ability as well . ,"is_VB_N_0(wants_VB_N_0(CC(seq(shoot_NN_N_0,ability_NN_N_0),have_VB_N_0(point_NN_P_1)),photo+hobbiest_NN_N_0,camera_NN_P_1),\X.X)","['point_NN_P_1', 'camera_NN_P_1']","[1, 1]","['point', 'camera']",camera[+3]
215,215,my girlfriend loved using this camera so much as a point and shoot that i had to pry it out of her hands most of the time . ,"CC(shoot_VB_N_0(had_VB_N_0(camera_NN_N_0(pry_VB_Ne_1(it_PRP_N_0)),i_FW_N_0)),girlfriend_NN_N_0)",[],[],[],
216,216,"battery life , the drawback to most digital cameras , to quote k. reeves . ","quote_VB_N_0(seq(k_NN_N_0,reeves_NNS_N_0),\X.X,seq(drawback_NN_Ne_1,battery+life_NN_N_0))",['drawback_NN_Ne_1'],[0],['drawback'],battery life[+1]
217,217,whoa . ,whoa_NN_P_1,['whoa_NN_P_1'],[1],['whoa'],
218,218,"manual functionality is excellent , downloading pictures is quick and a breeze , and the quality is astounding . ","CC(CC(quality_NN_P_1,breeze_NN_P_1),is_VB_N_0(downloading_VB_N_0(pictures_NNS_N_0),functionality_NN_N_0))","['quality_NN_P_1', 'breeze_NN_P_1']","[1, 1]","['quality', 'breeze']","manual function[+2],picture quality[+3]"
219,219,"i did a good month 's worth of research before buying this over other similar priced digital cameras , and this is the best buy for the buck . ","CC(is_VB_N_0(seq(buck_NN_N_0,buy_NN_P_1),\X.X),priced_VB_N_0(cameras_NNS_N_0,buying_VB_N_0(\X.X),did_VB_N_0(worth_NN_P_1(\X.X,month_NN_P_1)),i_LS_N_0))","['buy_NN_P_1', 'worth_NN_P_1', 'month_NN_P_1']","[1, 1, 1]","['buy', 'worth', 'month']",
220,220,"not perfect ( yes , the viewfinder can get obstructed in instances.but the lcd works well enough in those instances ) , not the cheapest 4.0 mp , but the best 4.0 mp . ","get_VB_N_0(instancesbut_NN_P_1(\X.obstructed_VB_Ne_1(X)),viewfinder_NN_N_0,mp_NN_N_0)",['instancesbut_NN_P_1'],[1],['instancesbut'],"viewfinder[-1],lcd[+2],camera[+3]"
221,221,"if you do n't believe me on that , check the consumer reports review as well as the many digital camera review sites out there . ","check_NN_N_0(believe_VB_N_0(me_PRP_N_0),you_PRP_N_0,review_NN_N_0(consumer_NN_N_0(\X.reports_VB_N_0(X))))",[],[],[],
222,222,"or save time and just do it , you won't regret it . ","CC(CC(do_VB_N_0(it_PRP_N_0),save_VB_N_0(time_NN_N_0)),wonot_VB_N_0(regret_VB_Ne_1(it_PRP_N_0),you_PRP_N_0))",[],[],[],
223,223,"after reading the very positive review of this camera in a leading consumer magazine , i decided to head here , to amazon , to read through the online reviews . ","consumer+magazine_NN_P_1(reading_VB_N_0(review_NN_P_2),decided_VB_N_0(reviews_NNS_N_0(\X.read_VB_N_0(X),\X.amazon_VB_N_0(X),\X.head_VB_N_0(X)),i_FW_N_0))","['consumer+magazine_NN_P_1', 'review_NN_P_2']","[1, 1]","['consumer magazine', 'review']",
224,224,"the objections of the naysayers almost caused me to purchase a different camera , but , in the end , i figured i 'd give the g3 a try . ","CC(end_NN_N_0(figured_VB_N_0(d_FW_N_0(give_VB_N_0(g3_NN_N_0,try_NN_N_0),i_FW_N_0),i_FW_N_0)),caused_VB_N_0(me_PRP_N_0,purchase_VB_N_0(camera_NN_N_0),objections_NNS_Ne_1))",[],[],[],
225,225,i 'm very glad i did . ,"glad_JJ_P_2(did_VB_N_0(i_FW_N_0),i_FW_N_0)",[],[],[],
226,226,the service from the supplier was exceptional . ,"seq(supplier_NN_P_1,service_NN_N_0)",['supplier_NN_P_1'],[1],['supplier'],service[+3]
227,227,the camera arrived on time and in perfect condition . ,"CC(condition_NN_P_1,time_NN_N_0,\X.arrived_VB_N_0(X),camera_NN_N_0)",['condition_NN_P_1'],[1],['condition'],
228,228,"having used it for more than a month , i can say that it consistently produces topnotch photos . ","having_VB_N_0(month_NN_N_0(used_VB_N_0(it_PRP_N_0)),say_VB_N_0(produces_VB_N_0(photos_NNS_P_1,it_PRP_N_0),i_FW_N_0))",[],[],[],photo[+3]
229,229,"recently , i attended a "" flyball "" competition ","attended_VB_N_0(flyball+competition_NN_N_0,i_FW_N_0)",[],[],[],
230,230,-- an event that involves dogs running and jumping hurdles . ,"involves_VB_N_0(CC(\X.jumping_VB_N_0(X),\X.running_VB_N_0(X),hurdles_NNS_N_0,dogs_NNS_N_0),event_NN_N_0)",[],[],[],
231,231,"by cocking the shutter to the halfway position and getting the settings ready to shoot , i was able to produce excellent stopaction photos -- contrary to what other reviewers experienced . ","CC(getting_VB_N_0(settings_NNS_N_0,shutter_NN_P_1(\X.shoot_VB_N_0(X))),produce_VB_N_0(seq(stopaction_NN_N_0,photos_NNS_N_0),i_FW_N_0))",['shutter_NN_P_1'],[1],['shutter'],photo[+3]
232,232,"the camera is a dream to operate in automode , but also gives tremendous flexibility in aperture priority , shutter priority , and manual modes . ","CC(aperture_NN_N_0(priority_NN_N_0(shutter_NN_N_0(CC(modes_NNS_N_0,priority_NN_N_0))),gives_VB_N_0(flexibility_NN_N_0)),is_VB_N_0(automode_NN_N_0(\X.operate_VB_N_0(X),dream_NN_N_0)),camera_NN_N_0)",[],[],[],"automode[+2],manual mode[+2]"
233,233,in the coastal redwood forests i was able to use these additional features along with the macro-focussing option to shoot wonderful close-up photos of the trilliums and other flowers in bloom . ,"seq(redwood_NN_N_0,forests_NNS_N_0,bloom_NN_N_0(shoot_VB_N_0(CC(flowers_NNS_N_0,seq(closeup_NN_P_1,photos_NNS_N_0))),macrofocussing+option_NN_N_0,use_VB_N_0(features_NNS_N_0),i_FW_N_0))",['closeup_NN_P_1'],[1],['closeup'],
234,234,about the only legitimate criticsm from the online reviews is that fact that the lens really does obstruct the viewfinder . ,"is_VB_N_0(fact_NN_N_0(does_VB_N_0(obstruct_VB_Ne_1(viewfinder_NN_N_0),lens_NN_N_0)),seq(reviews_NNS_N_0,criticsm_NN_N_0))",[],[],[],viewfinder[-2]
235,235,this effect is increased when one buys and uses a telephoto doubler . ,"is_VB_N_0(CC(\X.uses_VB_N_0(X),\X.buys_VB_N_0(X),telephoto+doubler_NN_N_0,\X.X,\X.increased_VB_N_0(X)),effect_NN_N_0)",[],[],[],
236,236,but who cares ? ,CC(\X.cares_VB_N_0(X)),[],[],[],
237,237,i always shoot using the lcd panel . ,"shoot_VB_N_0(using_VB_N_0(lcd+panel_NN_N_0),i_LS_N_0)",[],[],[],
238,238,i can 't write enough positive things about this great little camera ! ,"t_NN_N_0(write_VB_N_0(camera_NN_P_1(\X.X)),i_LS_N_0)",['camera_NN_P_1'],[1],['camera'],camera[+3]
239,239,"being a great fan of the g2 i set out with g3 with a somewhat negative expectation , difficult as it is to improve drastically on something already as ' perfect ' as the powershot g2 . ","being_VB_N_0(fan_NN_P_1,\X.is_VB_N_0(something_NN_N_0(\X.improve_VB_P_1(X)),it_PRP_N_0,expectation_NN_Ne_1(g3_NN_N_0(\X.set_VB_N_0(X))),X,i_FW_N_0),g2_NN_N_0)","['fan_NN_P_1', 'expectation_NN_Ne_1']","[1, 0]","['fan', 'expectation']",
240,240,but canon never fails to amaze . ,"CC(fails_VB_Ne_1(\X.amaze_VB_P_1(X),\X.X))",[],[],[],canon[+3]
241,241,some of the great gains over g2 -- ,\X.X,[],[],[],
242,242,1 . the ability to selectively switch to raw format during record review gives you incredible more post-processing flexibility . ,"gives_VB_N_0(you_PRP_N_0,flexibility_NN_P_1,record+review_NN_N_0(switch_VB_N_0(format_NN_N_0),ability_NN_N_0))",['flexibility_NN_P_1'],[1],['flexibility'],raw format[+2]
243,243,"2 . battery life is over 4.5 hours , compared to about 2.5 hours for the g2 or the 2 hours for most nikons . ","compared_VB_N_0(CC(seq(nikons_NNS_N_0,hours_NNS_N_0),g2_NN_N_0,hours_NNS_N_0),is_VB_N_0(hours_NNS_N_0),battery+life_NN_N_0)",[],[],[],battery life[+1]
244,244,3 . the remote capture and fileviewer software bundled for photo capture is mind-blowing . ,"is_VB_N_0(\X.mindblowing_VB_N_0(X),bundled_VB_N_0(photo+capture_NN_N_0,CC(fileviewer+software_NN_N_0,capture_NN_N_0)))",[],[],[],software[+2]
245,245,"looks sort of like picasa software ( google it if you dont know ) in the interface and is as easy to install and operate as g2 's , but more intuitive . ","CC(CC(CC(seq(g2_NN_P_1,g2_NN_P_1),\X.operate_VB_N_0(X)),\X.install_VB_N_0(X)),interface_NN_N_0(dont_VB_N_0(\X.know_VB_N_0(X))),you_PRP_N_0,google_NN_N_0(it_PRP_N_0),looks_VB_N_0(sort_NN_N_0))","['g2_NN_P_1', 'g2_NN_P_1']","[1, 1]","['g2', 'g2']",
246,246,"4 . the shape of this device is a little squarer , without losing the weight which means better balance and less shaking while clicking . ",4_LS_N_0(shape_NN_N_0),[],[],[],shape[+1]
247,247,a big plus in my book . ,book_NN_N_0(CC(big_JJ_N_0)),[],[],[],
248,248,"5 . the 1/200 sec , f5.6 + nd filter for highly exposed ( or very brightly lit ) environments . ","CC(\X.lit_VB_N_0(X),\X.exposed_VB_N_0(X),environments_NNS_N_0,seq(sec_NN_N_0,f56+nd+filter_NN_N_0,\X.X))",[],[],[],
249,249,the light auto-correction is awesome . ,autocorrection_NN_P_1,['autocorrection_NN_P_1'],[1],['autocorrection'],light auto correction[+2]
250,250,you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right . ,"CC(CC(right_NN_N_0,avoid_VB_N_0(shining_VB_N_0(\X.glaze_VB_N_0(X)))),take_VB_N_0(picture_NN_N_0),you_PRP_N_0)",[],[],[],picture[+2]
251,251,"6 . the g2 's "" color effect "" exposure mode has now been removed , the replacement is a selectable "" effect func "" menu option available in all exposure modes . ","been_VB_N_0(removed_VB_N_0(is_VB_N_0(seq(effect_NN_P_1,func+menu+option_NN_N_0),replacement_NN_N_0)),g2_NN_N_0(seq(color_NN_N_0,effect+exposure+mode_NN_N_0)))",['effect_NN_P_1'],[1],['effect'],
252,252,"there are six default settings ( off , vivid , sepia , neutral , low sharpening , b & w ) as well as a ' custom effect ' that allows you to control sharpening , contrast and saturation . ","are_VB_N_0(allows_VB_N_0(you_PRP_N_0,control_VB_N_0(sharpening_VB_N_0(CC(saturation_NN_N_0,contrast_NN_N_0))),custom+effect_NN_N_0,sepia_NN_P_1(sharpening_VB_N_0(b_NN_N_0),seq(default_NN_N_0,settings_NNS_N_0),w_NN_N_0)),\X.X)",['sepia_NN_P_1'],[1],['sepia'],
253,253,7 . a new photostich software for stiching your pics into a panoramic view . ,"stiching_VB_N_0(pics_NNS_N_0,view_NN_P_1,photostich+software_NN_N_0(\X.X))",['view_NN_P_1'],[1],['view'],
254,254,i can of course buy such a tool off the shelves separately but helps if it comes with my camera . ,"CC(comes_VB_N_0(camera_NN_N_0,it_PRP_N_0,\X.helps_VB_N_0(X)),shelves_NNS_N_0(buy_VB_N_0(tool_NN_N_0)),i_LS_N_0)",[],[],[],
255,255,"( looks quite neat too suggesting that canon may have , er , canonized it a bit ). ","suggesting_VB_N_0(have_VB_N_0(er_NN_N_0,bit_NN_N_0(canonized_VB_N_0(it_PRP_N_0)),canon_NN_N_0),neat_JJ_P_1(\X.looks_VB_N_0(X)))",[],[],[],
256,256,"8 . perhaps inspired by the canon 's factory white-correction settings ( which were found lacking and had to be altered by a user before the white edges from buildings etc could be cleaned out ) , the g3 has much sharper white offsets . ","has_VB_N_0(offsets_NNS_N_0,CC(had_VB_N_0(be_VB_N_0(be_VB_N_0(g3_NN_N_0(\X.cleaned_VB_N_0(X)),etc_FW_N_0(buildings_NNS_N_0,edges_NNS_N_0),user_NN_N_0(\X.altered_VB_N_0(X))))),were_VB_N_0(found_VB_N_0(\X.lacking_VB_Ne_1(X))),canon_NN_N_0(factory_NN_N_0(seq(whitecorrection_NN_N_0,settings_NNS_N_0))),\X.inspired_VB_N_0(X),\X.X))",[],[],[],white offset[+2]
257,257,"in english , this means that even straight out of the box , you 'll be amazed at the pics you end up taking . ","means_VB_N_0(ll_VB_N_0(be_VB_N_0(end_VB_N_0(\X.X,\X.taking_VB_N_0(X),pics_NNS_N_0,you_PRP_N_0,\X.amazed_VB_P_1(X))),you_PRP_N_0),\X.X)",[],[],[],
258,258,"9 . in dim lit environs the g2 could easily outperform any other camera , and thankfully g3 maintains this rep . ","CC(maintains_VB_N_0(rep_NN_N_0,\X.X),lit_VB_N_0(environs_NNS_Ne_1,\X.X,outperform_VB_P_1(camera_NN_N_0,g2_NN_N_0)))",[],[],[],
259,259,personally i believe it even outperforms the g2 in terms of less haze and astonishingly real colors . ,"believe_VB_N_0(terms_NNS_N_0(outperforms_VB_P_1(g2_NN_N_0),it_PRP_N_0),i_FW_N_0)",[],[],[],
260,260,"overall , the g3 delivers what must be considered the best image quality of any current > 4 megapixel digicams , from a detail , tonal balance and color response point of view . ","delivers_VB_N_0(be_VB_N_0(detail_NN_N_0(CC(color+response+point_NN_N_0,balance_NN_N_0),considered_VB_N_0(image+quality_NN_P_1))),g3_NN_N_0)",['image+quality_NN_P_1'],[1],['image quality'],g3[+3]
261,261,there 's really very little about g3 images to criticize . ,"seq(g3_NN_N_0,images_NNS_N_0,\X.criticize_VB_Ne_4(X),there_RB_N)",[],[],[],
262,262,short of the eos range from canon or the d100s from nikon ( both slrs ) .,short_RB_N,[],[],[],
263,263,this is quite simply the best you can ask for . ,"is_VB_N_0(ask_VB_N_0(\X.X,best_JJ_P_1,you_PRP_N_0),\X.X)",[],[],[],camera[+3][p]
264,264,i love my g2 so thought i would upgrade . ,"thought_VB_N_0(upgrade_VB_N_0(i_FW_N_0),love_VB_P_1(g2_NN_N_0),i_FW_N_0)",[],[],[],
265,265,big mistake . ,mistake_NN_N_0,[],[],[],
266,266,the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds . ,"CC(CC(had_VB_N_0(been_VB_N_0(seconds_NNS_N_0(\X.released_VB_N_0(X))),shutter_NN_N_0),was_VB_N_0(\X.pressed_VB_N_0(X),shutter_NN_N_0),take_VB_N_0(picture_NN_N_0)),had_VB_N_0(light_NN_N_0(\X.focusing_VB_N_0(X),problems_NNS_Ne_1)),g3_NN_N_0)",[],[],[],low light focus[-2]
267,267,got way too many blurry pictures . ,"got_VB_N_0(way_NN_N_0,pictures_NNS_N_0)",[],[],[],picture[-3]
268,268,i have returned the g3 ( actually i tried two of them ) and have my g2 ! ,"CC(have_VB_N_0(g2_NN_N_0),tried_VB_N_0(\X.X),i_FW_N_0,have_VB_N_0(returned_VB_N_0(g3_NN_N_0)),i_LS_N_0)",[],[],[],
269,269,"when shopping for digital cameras i looked at the nikon cp5700 , olympus c5050 , nikon cp5000 , and the canon g3 . ","shopping_VB_N_0(cameras_NNS_N_0,looked_VB_N_0(CC(canon+g3_NN_N_0,seq(nikon+cp5700+olympus_NN_N_0,c5050+nikon+cp5000_NN_N_0)),i_FW_N_0))",[],[],[],
270,270,"yes , all cameras except g3 were 5mp but i was looking for a lot more than just megapixel power . ","CC(was_VB_N_0(looking_VB_N_0(lot_NN_N_0),i_FW_N_0),\X.X)",[],[],[],
271,271,"not only was i was shopping for a camera that would suit my casual and artistic photographic needs , i had to keep in mind that my fiance wanted to use this camera as well . ","was_VB_N_0(i_FW_N_0,shopping_VB_N_0(suit_VB_N_0(had_VB_N_0(wanted_VB_N_0(use_VB_N_0(camera_NN_N_0),fiance_NN_N_0,mind_NN_N_0(\X.keep_VB_N_0(X))),CC(needs_NNS_N_0,needs_NNS_N_0),i_FW_N_0),camera_NN_N_0),\X.was_VB_N_0(X)))",[],[],[],
272,272,her main focus was having a camera that is easy to understand and use . ,"was_VB_N_0(having_VB_N_0(camera_NN_P_1(CC(\X.use_VB_N_0(X),\X.understand_VB_N_0(X)))),focus_NN_N_0)",['camera_NN_P_1'],[1],['camera'],
273,273,the nikon 's are great cameras . ,"are_VB_N_0(cameras_NNS_P_1,nikon_NN_N_0)",[],[],[],
274,274,"+ they have great optics ( cp5700 has great optical zoom ) and features , not to mention take great pictures . ","have_VB_N_0(CC(features_VB_N_0(mention_VB_N_0(take_VB_N_0(pictures_NNS_P_1))),has_VB_N_0(zoom_NN_P_1),seq(cp5700_NN_P_1,optics_NNS_N_0)),they_PRP_N_0)","['zoom_NN_P_1', 'cp5700_NN_P_1']","[1, 1]","['zoom', 'cp5700']",
275,275,"- the drawbacks were that they were not user friendly for the casual photographer , the lcd screen is a little too small , cp5000 does not take photos in raw format . ",drawbacks_NNS_N_0,[],[],[],
276,276,olympus c5050 is a very solid camera with a metal body . ,"is_VB_N_0(seq(metal+body_NN_N_0,camera_NN_P_2),olympus+c5050_NN_N_0)",['camera_NN_P_2'],[1],['camera'],
277,277,"+ takes sharp 5mp photo 's , has great features and relatively easy to use . ","has_VB_N_0(features_NNS_P_1,takes_VB_N_0(photo_NN_P_1))",['photo_NN_P_1'],[1],['photo'],
278,278,"- i did n't care much for the tilting lcd screen , it seemed very limited and not very usefull . ","care_VB_N_0(it_PRP_N_0(CC(lcd+screen_NN_N_0,lcd+screen_NN_Ne_2)),i_LS_N_0)",['lcd+screen_NN_Ne_2'],[0],['lcd screen'],
279,279,photos had some artifacts and noise . ,"had_VB_N_0(CC(noise_NN_Ne_1,artifacts_NNS_N_0),photos_NNS_N_0)",['noise_NN_Ne_1'],[0],['noise'],
280,280,my fiance just did n't like the way it felt in her hands . ,"like_VB_P_1(hands_NNS_N_0(\X.felt_VB_N_0(X),way_NN_N_0,it_PRP_N_0),fiance_NN_N_0)",[],[],[],
281,281,we also looked at the fuji fps602 . ,"looked_VB_N_0(fuji+fps602_NN_N_0,we_PRP_N_0)",[],[],[],
282,282,"nice camera but does n't take as sharp as pictures i thought they would , and again . ",camera_NN_P_1,['camera_NN_P_1'],[1],['camera'],
283,283,fiance did n't like the feel . ,"like_VB_P_1(feel_NN_N_0,fiance_NN_N_0)",[],[],[],
284,284,the canon g3 . ,canon+g3_NN_N_0,[],[],[],
285,285,"4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use ( has a great swivel lcd screen ) , a lot of features and add-on options , comes with great software ( not to be overlooked ) , and last but by far not least , received my fiance 's stamp of approval ( two thumbs up ! ) ","CC(CC(CC(thumbs_NNS_N_0(received_VB_N_0(fiance+stamp_NN_N_0)),software_NN_N_0),options_NNS_N_0),challenges_VB_N_0(\X.X,detail_NN_N_0,takes_VB_N_0(photos_NNS_P_2),seq(4x_NN_N_0,zoom_NN_N_0)))",[],[],[],"photo[+3], use[+3], software[+2]"
286,286,"a lot of research went into digital camera 's before i made this purchase , and hands down , the g3 had everything i needed plus more . ","had_VB_N_0(needed_VB_N_0(everything_NN_N_0,i_FW_N_0),g3_NN_N_0,made_VB_N_0(CC(hands_NNS_N_0,purchase_NN_N_0)),i_FW_N_0,camera_NN_N_0(\X.went_VB_N_0(X)),lot_NN_N_0)",[],[],[],
287,287,"the other cameras were great and i 'm sure many people will beg to differ from my observations , but to each his / her own . ","CC(beg_VB_Ne_1(differ_VB_N_0(observations_NNS_N_0),people_NNS_N_0,i_FW_N_0),cameras_NNS_P_1)",[],[],[],
288,288,"i have no buyers remorse with this baby , and i never will . ","have_VB_N_0(baby_NN_N_0(seq(buyers_NNS_N_0,remorse_NN_Ne_1)),i_LS_N_0)",['remorse_NN_Ne_1'],[0],['remorse'],
289,289,"always remember , cameras do n't take great pictures , people do ! ","remember_VB_N_0(take_VB_N_0(do_VB_N_0(pictures_NNS_P_1,people_NNS_N_0),cameras_NNS_N_0))",[],[],[],
290,290,the powershot g3 is a great camera . ,"is_VB_N_0(camera_NN_P_1,powershot+g3_NN_N_0)",['camera_NN_P_1'],[1],['camera'],camera[+2]
291,291,why ? ,why_RB_N,[],[],[],
292,292,because it can help a so-so photographer take spectacular photos ! ,"take_VB_N_0(photos_NNS_N_0,it_PRP_N_0)",[],[],[],photo[+3]
293,293,"4 megapixels is plenty for all but pros , and you will not be disappointed with the results of this camera . ","CC(be_VB_N_0(disappointed_VB_Ne_1(results_NNS_N_0),you_PRP_N_0),\X.X)",[],[],[],camera[+2]
294,294,it 's slightly lighter than the g2 and packed with even more features . ,"CC(packed_VB_N_0(features_NNS_N_0),g2_NN_N_0,lighter_JJ_P_1,it_PRP_N_0)",[],[],[],feature[+1]
295,295,make sure you get a big compactflash card ( it comes with a 32mb ) -- the 512mb cards are pretty [ inexpensive ] here on amazon.com and can hold about 500 photos at a time ! ,"make_VB_N_0(get_VB_N_0(card_NN_N_0,you_PRP_N_0),CC(time_NN_N_0(hold_VB_N_0(\X.X)),amazoncom_NN_N_0(cards_NNS_P_1)))",[],[],[],
296,296,"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots . ","is_VB_N_0(cause_VB_N_0(you_PRP_N_0,miss_VB_Ne_1(shots_NNS_P_1),unresponsiveness_NN_N_0),catch_NN_N_0)",[],[],[],unresponsiveness[-2]
297,297,"prior to the purchase , none of my digital camera friends mentioned the delay between pressing the shutter button and the camera taking the picture . ","mentioned_VB_N_0(pressing_VB_N_0(CC(taking_VB_N_0(picture_NN_N_0,camera_NN_N_0),shutter+button_NN_N_0),delay_NN_Ne_1),none_NN_N_0)",['delay_NN_Ne_1'],[0],['delay'],
298,298,"no one told me , but i wanted to tell you . ","CC(wanted_VB_N_0(tell_VB_N_0(you_PRP_N_0),i_FW_N_0),told_VB_N_0(me_PRP_N_0,one_NN_N_0))",[],[],[],
299,299,this is not the same thing as a film camera . ,"is_VB_N_0(seq(film+camera_NN_N_0,thing_NN_N_0),\X.X)",[],[],[],
300,300,and while it is cool and fun and has no film processing costs . ,"CC(CC(has_VB_N_0(film_NN_N_0(seq(processing_NN_N_0,costs_NNS_N_0))),CC(fun_NN_P_1,cool_JJ_P_1),it_PRP_N_0))",['fun_NN_P_1'],[1],['fun'],
301,301,they have n't got all the bugs worked out just yet . ,"got_VB_N_0(worked_VB_P_1(bugs_NNS_Ne_1),they_PRP_N_0)",[],[],[],
302,302,"most of the time , my g3 is a well-behaved camera . ","is_VB_N_0(camera_NN_N_0,most_JJ_N_0)",[],[],[],
303,303,"but once in a while , i run up against it 's major flaw : ","CC(it_PRP_N_0(\X.run_VB_N_0(X),flaw_NN_N_0,i_FW_N_0))",[],[],[],
304,304,it sometimes takes the picture at some indefinite period of time after you press the shutter button . ,"press_VB_N_0(shutter+button_NN_N_0,you_PRP_N_0,period_NN_N_0(takes_VB_N_0(picture_NN_N_0)),it_PRP_N_0)",[],[],[],delay[-1][u]
305,305,i am not talking milliseconds . ,"talking_VB_N_0(milliseconds_NNS_N_0,i_LS_N_0)",[],[],[],
306,306,picture this : ,picture_NN_N_0,[],[],[],
307,307,"your child is going to do a cannonball off the diving board , so you compose the shot and wait for your moment . ","is_VB_N_0(going_VB_N_0(CC(wait_VB_N_0(moment_NN_N_0),compose_VB_N_0(shot_NN_N_0),you_PRP_N_0,board_NN_N_0(do_VB_N_0(cannonball_NN_N_0)))),child_NN_N_0)",[],[],[],
308,308,"when it arrives , you press the shutter release . ","arrives_VB_N_0(it_PRP_N_0,press_VB_N_0(shutter+release_NN_N_0,you_PRP_N_0))",[],[],[],
309,309,splash ! ,splash_NN_N_0,[],[],[],
310,310,"the moment passes , and then your new g3 camera takes the shot . ","CC(takes_VB_N_0(shot_NN_N_0,g3+camera_NN_N_0),passes_VB_N_0(moment_NN_N_0))",[],[],[],
311,311,perhaps there is a way around this delay . ,"is_VB_N_0(seq(delay_NN_Ne_1,way_NN_N_0),\X.X)",['delay_NN_Ne_1'],[0],['delay'],
312,312,"some feature i could turn on or off , or some attachment i could get . ","CC(get_VB_N_0(attachment_NN_N_0,i_FW_N_0),CC(\X.X,\X.X,\X.turn_VB_N_0(X),feature_NN_N_0,i_FW_N_0))",[],[],[],
313,313,"yes , i push the button down halfway first to avoid the autofocus delay . ","avoid_VB_N_0(autofocus+delay_NN_N_0,push_VB_N_0(button_NN_N_0),i_FW_N_0)",[],[],[],
314,314,"yes , i have red-eye off , and yes , i 've tried adding a flash . ","CC(ve_FW_N_0(tried_VB_N_0(adding_VB_N_0(flash_NN_N_0)),i_FW_N_0),have_VB_N_0(\X.X,i_FW_N_0))",[],[],[],
315,315,"but after trying many adjustments , the camera remains unresponsive when compared to any film-based camera . ","CC(trying_VB_N_0(adjustments_NNS_N_0,camera_NN_Ne_1))",['camera_NN_Ne_1'],[0],['camera'],
316,316,i own another canon - an eos ( 35mm film ) camera . ,"seq(eos_NN_N_0,film+camera_NN_N_0,canon_NN_N_0,i_FW_N_0)",[],[],[],
317,317,it focuses in a snap . ,"focuses_VB_N_0(snap_NN_N_0,it_PRP_N_0)",[],[],[],
318,318,"dim or bright , it would never take a picture after the birthday candles had blown out , after the tae kwon do kick broke the board . ","had_VB_N_0(do_VB_N_0(broke_VB_Ne_1(board_NN_N_0,\X.kick_VB_N_0(X)),seq(tae_FW_N_0,kwon_FW_N_0),\X.blown_VB_N_0(X)),seq(birthday_NN_N_0,candles_NNS_N_0),take_VB_N_0(picture_NN_N_0),dim_NN_P_1,it_PRP_N_0)",['dim_NN_P_1'],[1],['dim'],
319,319,canon 's g3 does it consistently . ,"does_VB_N_0(it_PRP_N_0,canon+g3_NN_N_0)",[],[],[],delay[-2][u]
320,320,"it feels slow to focus , and unbearably slow to shoot . ","CC(slow_JJ_Ne_1(\X.shoot_VB_N_0(X)),slow_JJ_Ne_1(\X.focus_VB_N_0(X)),it_PRP_N_0)",[],[],[],"focus[-2], shoot[-2]"
321,321,i challenge anyone ( who is not in direct sun at the beach at noon ) to say it is fast and responsive . ,"challenge_NN_N_0(say_VB_N_0(CC(noon_NN_P_1,noon_NN_P_1,it_PRP_N_0),beach_NN_N_0(is_VB_N_0(sun_NN_N_0)),anyone_NN_N_0),i_LS_N_0)","['noon_NN_P_1', 'noon_NN_P_1']","[1, 1]","['noon', 'noon']",
322,322,"and so i must ask , what are cameras for ? ","CC(ask_VB_N_0(are_VB_N_0(cameras_NNS_N_0),i_FW_N_0))",[],[],[],
323,323,what task do they perform ? ,"task_NN_N_0(do_VB_N_0(they_PRP_N_0,\X.perform_VB_N_0(X)))",[],[],[],
324,324,cameras capture moments . ,"capture_VB_N_0(moments_NNS_N_0,cameras_NNS_N_0)",[],[],[],
325,325,they stop time . ,"stop_VB_N_0(time_NN_N_0,they_PRP_N_0)",[],[],[],
326,326,"because once the moment is gone , it is not coming back . ","is_VB_N_0(\X.gone_VB_N_0(X),moment_NN_N_0,coming_VB_N_0(it_PRP_N_0))",[],[],[],
327,327,"the dive , the kick , the blow-out-the-candles moments are , to me , the reason for cameras . ","kick_NN_N_0(me_PRP_N_0(\X.are_VB_N_0(X),seq(cameras_NNS_N_0,reason_NN_N_0),seq(blowoutthecandles_NNS_N_0,moments_NNS_N_0)),dive_NN_N_0)",[],[],[],
328,328,"a 35mm film camera captures the moments you want , while these digital cameras ( my friends now inform me ) all seem to capture the moment immediately following the one you asked to capture . ","captures_NN_N_0(want_PRP_N_0(the_VB_N_0(\X.X),you_NNS_N_0),film+camera_NN_N_0)",[],[],[],
329,329,"not all the time , but often enough to be a real problem . ","CC(be_VB_N_0(problem_NN_P_1),\X.X)",['problem_NN_P_1'],[1],['problem'],
